PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Capacidad (ml/l),Carga máxima (kg),Color,Componente de fijación,Embalaje,Longitud (cm),Peso (kg),Plegable,Posición,Rango de uso,Terminales,Tipo de soporte,Uso recomendado,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,Picture8,Picture9,AllPicturesZIP,Document1,DeliveryPlant
1049924,48167,BR14,BIKE LIFT,BLIFT SPARE PARTS QUICK BLOCK 14MM BR14,Bloqueador rápido de eje de 14mm. BR14 para BIKE-62,192.61,159.18,87.55,8430525481671,4,8708705050,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,1321,198,144,124,74,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049924-1-800Wx800H?context=bWFzdGVyfHJvb3R8Nzk0Mjl8aW1hZ2UvanBlZ3xhRFZpTDJnMU1DOHhOVFF5TmpBek16RTRPRGc1TkM4eE1EUTVPVEkwTFRGZk9EQXdWM2c0TURCSXw0MTcyMzlkY2VlYzY1YmQ4OGNlMGUwMmE4NTc3MDk1NDgwYjA4ZWY5ZjE2YWIwOWM3ZDI4NDc0M2I1NDBkOTdm,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049948,29529,MF-PU-U,BIKE LIFT,BLIFT SPARE PARTS CONNECTOR,Conexión para estaciones de trabajo profesional,107.33,88.70,70.96,8430525295292,7,8714109090,0,1,Conexión de estaciones de trabajo profesional.<br>,Conexión de estaciones de trabajo profesional.,TOOLING & WS,WS,WS. LIFTING EQUIP.,,6768,4,360,940,20,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049948-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzExMDh8aW1hZ2UvanBlZ3xhRGd4TDJnM01pOHhOVFF5TmpBek9EWTVNemt4T0M4eE1EUTVPVFE0TFRGZk9EQXdWM2c0TURCSXwyYmExYzU4YjZmMWFiNTQwMWY4Yzk4NDQ0MWQzYzMzY2M3MzZmOGM0MGE4OWViNTE2MzJmNTFkOWYyYjFkNGFk,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049903,923103010102,923103010102,BIKE LIFT,BLIFT SPARE PARTS STRUCTURE FOR WORK,"Estructura para banco de trabajo Bike-Lift 1000mm, apta para módulos",1062.44,878.05,702.44,MF-BL1000-01M,0,8714109090,1,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,1,100,10,10,10,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049903-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDEwNzZ8aW1hZ2UvanBlZ3xhREEwTDJnd1l5OHhOVFF5TmpBeU9UWTBPVGsxTUM4eE1EUTVPVEF6TFRGZk9EQXdWM2c0TURCSXxlMmVhNjk1OWZjZGNlMGM3OGJlZjA4Y2YxMTNlMDcxOWI0MmE0MmVhOWNlYTM2NjhhODNjZGZlYjgzZDRjMzQ2,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1049949,32709,MF-VATRASP-01,BIKE LIFT,BLIFT SPARE PARTS TOOLS CONTAINER 105MM,Cubeta porta-herramientas. 105mm,7.59,6.27,5.02,8430525327092,3,8714109090,0,1,<p>Porta-herramientas. Cubeta de nylon.</p><p><br><strong>Dimensiones:</strong> 105x105x45mm.</p><p>&nbsp;</p><p>&nbsp;</p>,"
Porta-herramientas. Cubeta de nylon.
Dimensiones: 105x105x45mm.
 
 ",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1366,76,132,138,75,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1049949-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzMyNjZ8aW1hZ2UvanBlZ3xhR0ppTDJoak55OHhOVFF5TmpBek9UQTROekV6TkM4eE1EUTVPVFE1TFRGZk9EQXdWM2c0TURCSXxmMDAxYzEzNzg3YmE0Y2FmOTkxMzAwOGI3MzY1OTJjNTBhY2VlY2NjMWU3OTcwZTdiZTIxYzcyZDkzOTk2MGNj,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1129470,,111102036500,BIKE LIFT,BLIFT SPARE PARTS BICYCLE STAND,Recambios para mesas elevadoras BIKE LIFT,58.08,48.00,38.40,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,819,451,178,115,40,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1130227,,112299007000,BIKE LIFT,BLIFT SPARE PARTS FRAME EMBEDDING GROUND,Estructura de anclaje al suelo BIKE LIFT,363.00,300.00,300.00,,0,8467890000,0,1,"<ul>
	<li>Diseñado específicamente para la BIKE LIFT con el fin de garantizar un anclaje al suelo y una estabilidad continua.</li>
	<li>La fabricación de alta calidad garantiza durabilidad y compatibilidad con los sistemas BIKE LIFT existentes.</li>
</ul>","
	Diseñado específicamente para la BIKE LIFT con el fin de garantizar un anclaje al suelo y una estabilidad continua.
	La fabricación de alta calidad garantiza durabilidad y compatibilidad con los sistemas BIKE LIFT existentes.
",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1129651,,995063010800-BLK,BIKE LIFT,BLIFT LIFT TABLE CUSTOM 500 ELECTRO BLK,Mesa elevadora electrohidráulica extraplana BIKE- LIFT Custom 500,5529.70,4570.00,3656.00,,0,8428909000,1,0,"<p>La mesa elevadora Custom 500, con una altura mínima de 9 cm y una altura máxima de 110 cm, es la compañera ideal para grandes Harleys y motocicletas personalizadas.</p>
<p>&nbsp;</p>
<ul>
	<li>Mecanismo: Bomba electro-hidráulica</li>
	<li>Potencia: 200V/50Hz</li>
	<li>Capacidad máxima de carga: 500 kg</li>
	<li>Altura máxima: 110 cm</li>
	<li>Altura mínima: 9 cm</li>
	<li>Muescas de seguridad: 8</li>
	<li>Trampilla trasera deslizante</li>
	<li>Tamaño de la superficie de trabajo: 220x75 cm</li>
	<li>Tamaño de la rampa de acceso deslizante: 51,6x24 cm</li>
	<li>Dimensiones totales: 220x92 cm</li>
	<li>Dimensiones de las alas laterales: 220x8,5 cm</li>
	<li>Peso: 285 Kg</li>
</ul>

<p>Equipo incluido</p>

<ul>
	<li>Rampa de acceso</li>
	<li>Alas laterales</li>
	<li>Tope de rueda</li>
</ul>
","
La mesa elevadora Custom 500, con una altura mínima de 9 cm y una altura máxima de 110 cm, es la compañera ideal para grandes Harleys y motocicletas personalizadas.

 

	Mecanismo: Bomba electro-hidráulica
	Potencia: 200V/50Hz
	Capacidad máxima de carga: 500 kg
	Altura máxima: 110 cm
	Altura mínima: 9 cm
	Muescas de seguridad: 8
	Trampilla trasera deslizante
	Tamaño de la superficie de trabajo: 220x75 cm
	Tamaño de la rampa de acceso deslizante: 51,6x24 cm
	Dimensiones totales: 220x92 cm
	Dimensiones de las alas laterales: 220x8,5 cm
	Peso: 285 Kg



Equipo incluido


	Rampa de acceso
	Alas laterales
	Tope de rueda

",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1425792,340000,2370,940,640,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129651-1.jpg?context=bWFzdGVyfHJvb3R8MTQ2NTkwfGltYWdlL2pwZWd8YURVMkwyZ3lOUzg0TURNMU5UVTJNREV5T0RVME1pODRNREJYZURnd01FaGZNVEV5T1RZMU1TMHhMbXB3Wnd8MDQwOGRhZTk0MTM0YmNiYjAxNWJlMjlmNDk3NzlhN2RkMjk5YjZlM2JhNmYwMjhkYmNjYTJmZDZjMTFlZjQzYQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1129652,,M516-003 RED,BIKE LIFT,BLIFT LIFT TABLE MAX 516 RED ELEC.HYD,Plataforma elevadora electrohidráulica BIKE LIFT Max 516 rojo - M516-003,3711.07,3067.00,2453.60,,0,8428909000,0,0,"<p>Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.</p>
<p>&nbsp;</p>
<p><strong>Características técnicas:</strong></p>
<ul>
	<li>
	<p><strong>Mecanismo:</strong> Electrohidráulico</p></li>
	<li>
	<p><strong>Alimentación:</strong> 230 V / 50 Hz</p></li>
	<li>
	<p><strong>Capacidad máxima:</strong> 500 kg</p></li>
	<li>
	<p><strong>Altura máxima:</strong> 120 cm</p></li>
	<li>
	<p><strong>Altura mínima:</strong> 20 cm</p></li>
	<li>
	<p><strong>Trinquetes de seguridad:</strong> 8</p></li>
	<li>
	<p><strong>Dimensiones de la plataforma con extensiones:</strong> 210 × 99 cm</p></li>
	<li>
	<p><strong>Dimensiones de la rampa de acceso:</strong> 82 × 51 cm</p></li>
	<li>
	<p><strong>Dimensiones totales:</strong> 220 × 99 cm</p></li>
	<li>
	<p><strong>Dimensiones de las alas laterales:</strong> 210 × 12 cm</p></li>
	<li>
	<p><strong>Peso:</strong> 235 kg</p></li>
</ul>

<p><strong>Equipamiento incluido:</strong></p>

<ul>
	<li>
	<p>Rampa de acceso</p></li>
	<li>Embalaje en caja de madera</li>
	<li>Tope de parada</li>
	<li>Canaletas laterales ×2</li>
	<li>Placa de identificación PZA</li>
</ul>
","
Nota: La Declaración de conformidad CE puede encontrarse junto al Manual de Usuario en el propio producto.

 

Características técnicas:

	
	Mecanismo: Electrohidráulico
	
	Alimentación: 230 V / 50 Hz
	
	Capacidad máxima: 500 kg
	
	Altura máxima: 120 cm
	
	Altura mínima: 20 cm
	
	Trinquetes de seguridad: 8
	
	Dimensiones de la plataforma con extensiones: 210 × 99 cm
	
	Dimensiones de la rampa de acceso: 82 × 51 cm
	
	Dimensiones totales: 220 × 99 cm
	
	Dimensiones de las alas laterales: 210 × 12 cm
	
	Peso: 235 kg



Equipamiento incluido:


	
	Rampa de acceso
	Embalaje en caja de madera
	Tope de parada
	Canaletas laterales ×2
	Placa de identificación PZA

",TOOLING & WS,WS,WS. LIFTING EQUIP.,,1084512,266000,2370,1040,440,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1129652-1.jpg?context=bWFzdGVyfHJvb3R8NTYwODF8aW1hZ2UvanBlZ3xhRFpsTDJoak9TODRNRE0xTlRVMk1qa3hNemd5TWk4NE1EQlhlRGd3TUVoZk1URXlPVFkxTWkweExtcHdad3wxMjZlZDAyNzNjYjAxZmEwYTI3YTBkN2Q0NzUzNTkxYWM2ZjlmZDk3ZDkxOWNhNjhjMmQ3OTg1YzUxMzk4Mzg5,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1147818,,CSP04,BIKE LIFT,BLIFT SPARE PART CONTROL BOX,Unidad de control de bajo voltaje BIKE LIFT - CSP04,229.90,190.00,152.00,,0,8467890000,0,1,"<ul>
	<li>
	<p>Adaptado a sistemas de elevación de baja tensión.</p></li>
	<li>
	<p>Permite un control preciso de los movimientos de elevación</p></li>
</ul>
","
	
	Adaptado a sistemas de elevación de baja tensión.
	
	Permite un control preciso de los movimientos de elevación

",TOOLING & WS,WS,WS. LIFTING EQUIP.,,679,206,109,89,70,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1147817,,630205000400,BIKE LIFT,BLIFT SPARE PART SOLENOID FOR LIFT TABLE,Solenoide para mesa elevadora BIKE LIFT - 630205000400,181.50,150.00,120.00,,0,8544499190,0,1,"<p>Este componente electromagnético es esencial para controlar el flujo de aceite hidráulico en el sistema de elevación, permitiendo subir o bajar la mesa elevadora según las necesidades.</p>
<p><strong>Características principales:</strong></p>
<ul>
	<li>
	<p><strong>Compatibilidad:</strong> Diseñado específicamente para las mesas elevadoras BIKE LIFT, garantizando una integración y funcionamiento óptimos.</p></li>
	<li>
	<p><strong>Funcionamiento:</strong> Al activar o desactivar el solenoide, el flujo hidráulico se regula, permitiendo un control preciso y seguro de los movimientos de elevación.</p></li>
</ul>
","
Este componente electromagnético es esencial para controlar el flujo de aceite hidráulico en el sistema de elevación, permitiendo subir o bajar la mesa elevadora según las necesidades.

Características principales:

	
	Compatibilidad: Diseñado específicamente para las mesas elevadoras BIKE LIFT, garantizando una integración y funcionamiento óptimos.
	
	Funcionamiento: Al activar o desactivar el solenoide, el flujo hidráulico se regula, permitiendo un control preciso y seguro de los movimientos de elevación.

",TOOLING & WS,WS,WS. LIFTING EQUIP.,,624,329,125,116,43,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1147090,,620500000300,BIKE LIFT,BLIFT SPARE PART POUR TABLE,Pieza de repuesto para mesa elevadora BIKE LIFT - 620500000300,350.90,290.00,290.00,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,15930,9420,590,180,150,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148247,,412310003000,BIKE LIFT,BLIFT SPARE PARTS UPPER CASTER SP-003,Rodillo superior de recambio BIKE LIFT SP-003,19.97,16.50,13.20,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,293,85,99,74,40,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148248,,412310003100,BIKE LIFT,BLIFT SPARE PARTS LOWER CASTER SP-003,Rodillo inferior BIKE LIFT SP-003,19.97,16.50,13.20,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,683,248,113,96,63,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148246,,111102002000,BIKE LIFT,BLIFT SPARE PARTS LOWER CYLINDER SMG-003,Cilindro bajo de recambio BIKE LIFT - SMG-003,14.98,12.38,9.90,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,186,252,109,61,28,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148250,,HC/W,BIKE LIFT,BLIFT SPARE PARTS REMOTE CONTROL HARNESS,Arnés de control remoto de recambio BIKE LIFT,166.38,137.50,110.00,,0,8513100000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,50,30,66,38,20,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148253,,620500010000,BIKE LIFT,BLIFT SPARE PARTS CYLINDER CUSTOM 500,Cilindro hidráulico BIKE LIFT para mesa elevadora Custom 500,377.52,312.00,249.60,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1148249,,MG-612,BIKE LIFT,BLIFT SPARE PARTS LOWER CASTER SMG-003,Rodillo inferior BIKE LIFT SMG-003,19.97,16.50,13.20,,0,8467890000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,356,176,86,78,53,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1152573,,399000000200,BIKE LIFT,BLIFT SPARE PART KIT REPARATION VERIN TA,Kit de reparación BIKE LIFT para gato hidráulico,59.11,48.85,39.08,,0,8428909000,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,251,21,194,72,18,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1153470,,111103091700,BIKE LIFT,BLIFT SIDEWINGS FOR ABSOLUTE 756 SPLIT,"BIKE LIFT Absolute 756 Split Side Wings - 161x8,5 cm",377.52,312.00,312.00,,0,8428909090,0,1,,,TOOLING & WS,WS,WS. LIFTING EQUIP.,,11200,7000,1600,100,70,,,,,,,,,,,,,,,,,,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050044,29451,907060030100,BIKE LIFT,BLIFT SPARE PARTS ADAPTERS BMW WHEELS,Adaptador para centrador de rueda BMW - B-A02,39.13,32.34,25.87,8430525294516,2,3926909790,0,1,<p>Bike Lift B-A02.<br>Kit adaptador para llantas BMW.</p><p><br>&nbsp;</p>,"
Bike Lift B-A02.Kit adaptador para llantas BMW.
 ",TOOLING & WS,WS,WS. TIRE EQUIP.,,414,195,116,119,30,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050044-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgxNTB8aW1hZ2UvanBlZ3xhREl6TDJnMU5pODRPRGMwTXpreU5UZzBNakl5THpFd05UQXdORFF0TVY4NE1EQlhlRGd3TUVnfDdlYzVkZTBiYjBiNGVjYmI5MDM4MTY0MDdhODVkYzA2YTdkNmYzZjIzMTMyNjM2ZmEwMzdiZTY5NjVmZjAzZTM,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050047,29454,907090030100,BIKE LIFT,BLIFT SPARE PARTS WHEEL ADAPTER BMW,Adaptador para centrador de rueda BMW (06-) - B-A05,52.72,43.57,34.86,8430525294547,0,3926909790,0,1,Bike Lift B-A05.<br><br>Kit adaptador para llantas BMW (06-14).,Bike Lift B-A05.Kit adaptador para llantas BMW (06-14).,TOOLING & WS,WS,WS. TIRE EQUIP.,,499,250,107,111,42,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050047-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjM1OTh8aW1hZ2UvanBlZ3xhREJtTDJnNU9DODRPVFEyTURVM05qQTVNalEyTHpFd05UQXdORGN0TVY4NE1EQlhlRGd3TUVnfGY0YzEyODViMzU2NTkyZWNhYTRhZmQ3YmMwYTI0ZWFhNjEwM2M5MDU5NjUxZmY2YmU5MWY4NWFhMGExYTE4ZTM,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050045,29452,907070030100,BIKE LIFT,BLIFT SPARE PARTS SCOOTER ADAPTATER SET,Adaptador para centrador de rueda Maxiscooter Ø10mm - B-A03,46.48,38.41,30.73,8430525294523,4,3926909790,0,1,<p>Bike Lift B-A03<br>Kit adaptador para llantas Maxiscooter.<br><br><strong>Eje:</strong> Ø10mm.<br><strong>Largo:</strong> 415mm.</p>,"
Bike Lift B-A03Kit adaptador para llantas Maxiscooter.Eje: Ø10mm.Largo: 415mm.",TOOLING & WS,WS,WS. TIRE EQUIP.,,1420,343,473,91,33,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050045-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjkxOXxpbWFnZS9qcGVnfGFHTmtMMmc1WlM4NE9UUTJNRFUzTkRFeU5qTTRMekV3TlRBd05EVXRNVjg0TURCWGVEZ3dNRWd8ODk5NTgyODFlZDM3MDA4NmNkMmM2N2RmMzdmMWQzMjY5ZjE3MDVkYmU5YjJjNjVlZjMzMDQ5YmY0ZTQ5YjQwNQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050046,29453,907080030100,BIKE LIFT,BLIFT SPARE PARTS WHEEL ADAPT Ø15MM,Adaptador para centrador de rueda Piaggio X9 - B-A04,57.61,47.61,38.09,8430525294530,0,3926909790,0,1,<p>Bike Lift B-A04.<br><br>Kit adaptador para llantas Piaggio X9.</p><p><br>&nbsp;</p>,"
Bike Lift B-A04.Kit adaptador para llantas Piaggio X9.
 ",TOOLING & WS,WS,WS. TIRE EQUIP.,,1697,814,471,106,34,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050046-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE2NjJ8aW1hZ2UvanBlZ3xhRE0wTDJnMk5DODRPVEkwT0RjeE1UWXpPVE0wTHpFd05UQXdORFl0TVY4NE1EQlhlRGd3TUVnfGE0ZTgxY2JmMzFlMGIyZjRlNDkzMTA0ZDhiMWFhYzg5OTcyZTYyZTQyMGU3Mjc1Mjk4MmMzYWFkOTVhMWRhZWE,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050052,29488,910011010101,BIKE LIFT,BLIFT WHEEL BALANCER STATIC,Centrador de rueda profesional 10''-21'' - B-35N,232.36,192.03,153.62,8430525294882,4,8467890000,0,1,"<p>La Equilibradora manual para moto B-35N de BIKE-LIFT es una equilibradora manual profesional de acero apta para neumáticos de moto con llanta de hasta 21″.</p>
<p>Va equipada con 1 eje de 12mm. y 2 conos centradores de nylon de 15-36mm. para adaptarse a la mayoría de ruedas de moto.</p>
<p>El eje gira sobre unos cojinetes especiales, logrando una rotación sin fricción.</p>
<p>Se entrega desmontada.</p>
<p><strong>MODO DE USO:</strong></p>
<ul>
	<li>Quitar las contrapesas antiguas de la llanta (si las tuviere)</li>
	<li>Introducir el eje en la rueda, ajustar los conos y colocar todo el conjunto sobre los rodamientos de la equilibradora.</li>
	<li>Disponer la rueda en el centro de la equilibradora.</li>
	<li>Hacer girar suavemente la rueda y dejar que se detenga.</li>
	<li>Con la rueda detenida, limpiar la parte superior de la llanta (en un reloj equivaldría a las 12h) y pegar suavemente (sin apretar) las contrapesas por si hace falta despegarlas para rectificar.</li>
	<li>Posicionar la rueda de forma que las contrapesas queden a la altura del eje (a las 3h o a las 9h), soltarla y observar: si la ruedasube, significa que&nbsp;falta&nbsp;peso; si&nbsp;baja, significa que&nbsp;sobra</li>
	<li>Una vez hallado el equilibrio, fijar bien las contrapesas presionando firmemente.</li>
</ul>
","
La Equilibradora manual para moto B-35N de BIKE-LIFT es una equilibradora manual profesional de acero apta para neumáticos de moto con llanta de hasta 21″.

Va equipada con 1 eje de 12mm. y 2 conos centradores de nylon de 15-36mm. para adaptarse a la mayoría de ruedas de moto.

El eje gira sobre unos cojinetes especiales, logrando una rotación sin fricción.

Se entrega desmontada.

MODO DE USO:

	Quitar las contrapesas antiguas de la llanta (si las tuviere)
	Introducir el eje en la rueda, ajustar los conos y colocar todo el conjunto sobre los rodamientos de la equilibradora.
	Disponer la rueda en el centro de la equilibradora.
	Hacer girar suavemente la rueda y dejar que se detenga.
	Con la rueda detenida, limpiar la parte superior de la llanta (en un reloj equivaldría a las 12h) y pegar suavemente (sin apretar) las contrapesas por si hace falta despegarlas para rectificar.
	Posicionar la rueda de forma que las contrapesas queden a la altura del eje (a las 3h o a las 9h), soltarla y observar: si la ruedasube, significa que falta peso; si baja, significa que sobra
	Una vez hallado el equilibrio, fijar bien las contrapesas presionando firmemente.

",TOOLING & WS,WS,WS. TIRE EQUIP.,,21738,7793,503,296,146,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1050052-1.jpg?context=bWFzdGVyfHJvb3R8NTQzODB8aW1hZ2UvanBlZ3xhR0k1TDJnNE9DOHhNREV6T0RVNE9UVXhORGsxT1Rndk9EQXdWM2c0TURCSVh6RXdOVEF3TlRJdE1TNXFjR2N8NTIyMWEzY2Y5NTlhMjQ4ZTlmM2IyNTI2ZTc4YjJlZTY5MGFlMjg5MmZiOGRhMWY0NDM4ZjE0YzhlOWQzNmEwMQ,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050053,50300001,910032010200,BIKE LIFT,BLIFT WHEEL BALANCER WITH AXLE ANS CONE,Equilibrador de rueda Bike-lift con eje y cono - BL-124-00,348.67,288.16,230.53,4043981025040,0,8467890000,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style> 
</head> 
<body> 
<p>Equilibrador de ruedas estático equipado con un sistema de radiado.</p>
<p> </p>
<p>- Eje de Ø12mm y conos de Ø16-30mm</p>
<p>- Adecuado para ruedas de 10 a 21 pulgadas</p>
<p>- Dimensiones: 400x210x460mm</p>
<p> </p>
</body>
</html>","
 
 

  
 
 
 
Equilibrador de ruedas estático equipado con un sistema de radiado.
 
- Eje de Ø12mm y conos de Ø16-30mm
- Adecuado para ruedas de 10 a 21 pulgadas
- Dimensiones: 400x210x460mm
 

",TOOLING & WS,WS,WS. TIRE EQUIP.,,13927,11405,504,314,88,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050053-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI0MzY0fGltYWdlL2pwZWd8YURKa0wyZ3dOeTg0T1RNMU1UYzVPRGM0TkRNd0x6RXdOVEF3TlRNdE1WODRNREJYZURnd01FZ3w2ZGJjMzA4N2YwZmFmMjAyZjE1YTFlODYyM2Q4NWZjODUyY2JkY2I1Nzg2ZmJmMjk0YjU3MmI2M2QwMmVkOWIz,https://api.mybihr.com/medias/1050053-2-800Wx800H?context=bWFzdGVyfHJvb3R8MjA2MjMxfGltYWdlL2pwZWd8YURFekwyaG1OUzg0T1RNMU1UZ3dNRGMxTURNNEx6RXdOVEF3TlRNdE1sODRNREJYZURnd01FZ3wzMWRhNzcxYjY4ZmY5MGZjMTliNTYwZTVmY2E3NzhkNDdiNjcxMjQ3NDQwY2I2MGRlMjFmZDA5MGNiMDg4ZTAw,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
1050068,29509,B-SR,BIKE LIFT,BLIFT SPARE PARTS CENTERING KIT,"Kit para Centrador de rueda profesional 10""""-21""""",147.34,121.77,97.42,8430525295094,1,8467890000,0,1,Bike Lift B-SR.<br>Kit para centrador de rueda profesional 10’’-21’’.<br>,Bike Lift B-SR.Kit para centrador de rueda profesional 10’’-21’’.,TOOLING & WS,WS,WS. TIRE EQUIP.,,1619,1254,324,119,42,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1050068-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTcxMDB8aW1hZ2UvanBlZ3xhRFJtTDJnMU1pODRPRFkzTXpZNE9USTNNall5THpFd05UQXdOamd0TVY4NE1EQlhlRGd3TUVnfDkwZDBhNmI5OTI4OWFlZTBjOWNkMGVkY2Y2YmM2OWQ4ZTNkNzVjNTA4ZjllNzI0MTk5YTYxNjU0M2EwZDk3OTY,,,,,,,,,https://static.bihr.pro/eBihr/Pictures/BIKE_LIFT-pictures.zip,,Spain Warehouse (Parts)
