PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Anchura,Anchura del neumático,Aro,Carcasa,Color,Diámetro de la llanta,Familia de neumáticos,Longitud de Válvula,Montaje,Peso (g),Tecnología,Tipo de válvula,Uso,Uso recomendado,Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
9005305,90300214,5-10952447,RUBENA,RUBNA TIRE CITYHOPPER V99 28X2.0,Neumático Mitas CITYHOPPER V99 28X2.0 CREAM,15.98,13.21,13.21,8593375510103,3,4011500000,0,1,<p><strong>CIUDAD / E-BIKE</strong></p><p> </p><ul><li>CITYHOPPER es la elección correcta para superficies en buen estado de zonas urbanas. Su carcasa aporta una rodada confortable a la vez que amortigua los baches.</li><li>Apto para e-Bike.</li><li>Color crema.</li></ul>,"
CIUDAD / E-BIKE
 CITYHOPPER es la elección correcta para superficies en buen estado de zonas urbanas. Su carcasa aporta una rodada confortable a la vez que amortigua los baches.Apto para e-Bike.Color crema.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,25920,800,720,720,50,,2,Rígido,Cubierta,Vainilla,28,Neumáticos de bicicleta,,Para cámara,,,,Ciudad,,https://api.mybihr.com/medias/9005305-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzY2MjZ8aW1hZ2UvanBlZ3xhRFJoTDJneU1DOHhNRGMzTVRJeU5UZ3pOelU1T0M4NU1EQTFNekExTFRGZk9EQXdWM2c0TURCSXxlOTJjMDc0N2E5OTE1YTEyOTBkZWNjZTVkMzMxODY1N2JlMTFmN2ExYTc1NTNjMWVhZWRiMGZhODhjZTJmM2Vm,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005325,90300206,5-10951278,RUBENA,"RUBNA TIRE ACRIS V60 26X1,90","Neumático RUBENA ACRIS V60 26X1,90",11.50,9.50,9.50,8593375536035,11,4011500000,0,1,"<p><strong>MTB</strong></p><p> </p><ul><li>Acris es la elección correcta si estás buscando un neumático que sea adecuado para circular en terrenos pedregosos de dureza media y carreteras arenosas.</li><li>El dibujo de la banda de rodadura tiene una gran cantidad de tacos para garantizar un agarre perfecto, un frenado eficaz y una seguridad general de conducción.</li></ul>","
MTB
 Acris es la elección correcta si estás buscando un neumático que sea adecuado para circular en terrenos pedregosos de dureza media y carreteras arenosas.El dibujo de la banda de rodadura tiene una gran cantidad de tacos para garantizar un agarre perfecto, un frenado eficaz y una seguridad general de conducción.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,16384,840,640,640,40,,1.9,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005325-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzYxNTV8aW1hZ2UvanBlZ3xhR1EzTDJoaFl5OHhNRGMzTVRJME1EQTFPRGt4TUM4NU1EQTFNekkxTFRGZk9EQXdWM2c0TURCSXw0MTg2ZDIzNzE3ZWI4NDUyNmEyZDJjZjgwYTQxMzU0MjczZGY1MWVhYzYxZmJkZjAwNjVmMGNmNjIwYjk4YzRl,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004992,90800025,5-10340140,RUBENA,RUBNA TUBE 20X1.75-2.50 AV40 SCHR,"Cámara de bici RUBENA 20x1,75-2,50 AV40 Válvula Gruesa Schrader",4.50,3.72,3.72,8593375448680,154,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,534,173,137,78,50,1.75 - 2.5,,,,,20,,,,,,,,BMX & Infantil,https://api.mybihr.com/medias/800Wx800H-9004992-1.jpg?context=bWFzdGVyfHJvb3R8NTEwMTR8aW1hZ2UvanBlZ3xhR0U0TDJnNE1pODFNVE16TkRBeU9EVXlOVFU1T0M4NE1EQlhlRGd3TUVoZk9UQXdORGs1TWkweExtcHdad3w0OTg0ZWFiZTViMDA1NTQ4ZGY0NTA4NjI4MDlmNzZmZWQ5MTE0OGJlOGUwYmE2NGE5MmUxMDAzNGRiNWM0MDFh,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004982,90800045,5-10340020,RUBENA,RUBNA INNER TUBE 20X1-1/8-175 AV40 SCHR,"Cámara de bici RUBENA 20x1-1/8-1,75 AV40 Válvula Gruesa Schrader",3.50,2.89,2.89,8593375447966,74,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,534,125,137,78,50,1.125 - 1.75,,,,,20,,,,,,,,BMX & Infantil,https://api.mybihr.com/medias/9004982-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhRFpoTDJnMlpTOHhNRGMzTVRFNU9ETXhNalEzT0M4NU1EQTBPVGd5TFRGZk9EQXdWM2c0TURCSXxmYzY4N2Y5ZTg0NWMzOGI2Njg2ODY0YTlhNDFhMjlhY2MwODVjYzdiYTVkMzhhZGQ4MjU4YmY4MzM2MDIxNzFl,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005026,90300163,5-10953230,RUBENA,RUBNA TIRE COMFORT V57 14X1-3/8,Neumático Mitas Comfort V57 14x1-3/8 (350a) Rígido Pre Classic,7.99,6.60,6.60,8593375512176,24,4011500000,0,1,"<p><strong>Comfort V57 - Niño / Carricoches / Silletas / Remolques</strong></p><p><br> El dibujo suave de la banda de rodadura hace que el neumático sea adecuado para su uso en bicicleta de niño de 12"" sobre carreteras o superficies pavimentadas. El neumático se puede utilizar además para carricoches, silletas y remolques.</p>","
Comfort V57 - Niño / Carricoches / Silletas / Remolques
 El dibujo suave de la banda de rodadura hace que el neumático sea adecuado para su uso en bicicleta de niño de 12"" sobre carreteras o superficies pavimentadas. El neumático se puede utilizar además para carricoches, silletas y remolques.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,5184,340,360,360,40,,1.35,Rígido,Cubierta,Negro,14,Neumáticos de bicicleta,,Para cámara,,,,Infantil,,https://api.mybihr.com/medias/9005026-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQwODZ8aW1hZ2UvanBlZ3xhRFJoTDJnNVpTOHhNRGMzTVRJeE1UWXhOakk0Tmk4NU1EQTFNREkyTFRGZk9EQXdWM2c0TURCSXxiZmM1NmExYWU1ZWY4OWZjMDY3ODZiN2ZjNTgzZmNlZjY0ZWI5YjAxMmNlZDJmOWFhN2RiNjkwOWUyZDM1NzE0,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005042,90300171,5-10967378,RUBENA,RUBNA TIRE CHEETAH R15 16X210 CLASSIC,"Neumático RUBENA Cheetah R15 16x2,10 Rígido Pre Classic",10.50,8.68,8.68,8593375533713,18,4011500000,0,1,"<p><strong>Cheetah R15 - MTB</strong><br></p><p> </p><ul><li>Diseñado para circular en terrenos accidentados con suelo duro.</li><li>Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.</li></ul>","
Cheetah R15 - MTB
 Diseñado para circular en terrenos accidentados con suelo duro.Gracias a su banda de rodadura con tacos de bajo perfil, Cheetah es la opción favorita para aquellos que disfrutan de la conducción en terrenos accidentados con terreno duro.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,8820,580,420,420,50,,2.1,Rígido,Cubierta,Negro,16,Neumáticos de bicicleta,,Para cámara,,,,Infantil,,https://api.mybihr.com/medias/9005042-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMwNDF8aW1hZ2UvanBlZ3xhREl3TDJnNVl5OHhNRGMzTVRJeU1qWTVNVGczTUM4NU1EQTFNRFF5TFRGZk9EQXdWM2c0TURCSXwwMTVhMGRlNmVlMmMzY2UwZGIxNTczMzE5ZGExYjg0NTg3NzJhZmU4NjQyYzFkNjlkNzY1YTRjNDY1MTgzYzhh,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006787,,5-10952339-072,RUBENA,"RUBNA DEFENDER V93 26 x 2,35","Neumático RUBENA Defender V93 26x2,35",15.00,12.40,12.40,8593375536394,11,4011500000,0,1,"<p>El Defender est&aacute; dise&ntilde;ado para rodar en un bike park, especialmente en la disciplina slopestyle, pero tambi&eacute;n se maneja bien en un terreno ligero.</p>
<p><strong>Especificaciones:</strong></p>
<ul>
<li><strong>ETRTO:</strong> 60-559</li>
<li><strong>Tama&ntilde;o:</strong> 26 x 2,35</li>
<li><strong>Construcci&oacute;n:</strong> Cl&aacute;sica</li>
<li><strong>Carga (kg):</strong> 129</li>
<li><strong>Peso (g):</strong>&nbsp;1000</li>
</ul>","
El Defender está diseñado para rodar en un bike park, especialmente en la disciplina slopestyle, pero también se maneja bien en un terreno ligero.

Especificaciones:

ETRTO: 60-559
Tamaño: 26 x 2,35
Construcción: Clásica
Carga (kg): 129
Peso (g): 1000
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,24500,1160,700,700,50,,2.35,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,BMX & Ciudad & Trekking,,https://api.mybihr.com/medias/800Wx800H-9006787-1.jpg?context=bWFzdGVyfHJvb3R8NzcwMDh8aW1hZ2UvanBlZ3xhRFEwTDJnd055ODBPVEl4TVRZeE9UQTRNakkzTUM4NE1EQlhlRGd3TUVoZk9UQXdOamM0TnkweExtcHdad3w3MjM0Mzg0Mzk3NTdmMTkxYWJlYTBkZjEzODMxMDM4NjUyMjg0MTVmNWM1ZTc4NDA2N2Q0Yzc2YWYzYTE3MzBl,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005010,90300164,5-10951408,RUBENA,RUBNA TIRE SHIELD V81 26X150 CLASSIC,"Neumático RUBENA Shield V81 26x1,50 Rígido Classic Clever Face",11.99,9.91,9.91,8593375536103,18,4011500000,0,1,<p><strong>Shield V81 - Ciudad / Trek</strong></p><p> </p><ul><li>Testigo de desgaste integrado - Clever Face.<br></li><li>Diseñado para superficies de poca calidad y/o sin pavimentar</li><li>La línea central suave de la banda de rodadura proporciona una menor resistencia a la rodadura incluso cuando se conduce por carretera. La banda de rodadura está equipada con un testigo de desgaste integrado (Clever Face) que alerta al ciclista del grado de desgaste de la banda de rodadura con una boca en forma de cara sonriente.</li></ul>,"
Shield V81 - Ciudad / Trek
 Testigo de desgaste integrado - Clever Face.Diseñado para superficies de poca calidad y/o sin pavimentarLa línea central suave de la banda de rodadura proporciona una menor resistencia a la rodadura incluso cuando se conduce por carretera. La banda de rodadura está equipada con un testigo de desgaste integrado (Clever Face) que alerta al ciclista del grado de desgaste de la banda de rodadura con una boca en forma de cara sonriente.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,16900,700,650,650,40,,1.5,Rígido,Cubierta,Negro,26,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & Trekking,,https://api.mybihr.com/medias/9005010-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzI5NDl8aW1hZ2UvanBlZ3xhREprTDJoaE1TOHhNRGMzTVRJd016UXlOREk0Tmk4NU1EQTFNREV3TFRGZk9EQXdWM2c0TURCSXw1MjM4ZmY0ZmMzZmJkMmVjYTY3ODY3MTc5MmM3OWJlYWYwNDliOGZkOTA5OTcwMDk0YmVmNGY0MmRjMTc5Nzgw,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004986,90800042,5-10340063,RUBENA,RUBNA TUBE 700X28/45C FV47 PRESTA,Cámara de bici RUBENA 700x28/45c FV47 Válvula Fina 47mm Presta,4.99,4.12,4.12,8593375448246,24,4013200000,0,1,"<p><strong>Cámara Rubena clásica</strong></p>
<ul>
	<li>Cámara de butilo estándar</li>
	<li>Espesor de 0,9 mm</li>
	<li>Válvula: Fina (Presta)</li>
</ul>
","
Cámara Rubena clásica

	Cámara de butilo estándar
	Espesor de 0,9 mm
	Válvula: Fina (Presta)

",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,534,157,137,78,50,28 - 45,,,,,700,,,,,,,,Ciudad & E-Bike & Trekking/Touring,https://api.mybihr.com/medias/800Wx800H-9004986-1.jpg?context=bWFzdGVyfHJvb3R8NDA5OTV8aW1hZ2UvanBlZ3xhREZoTDJnelppODJNVFl5TXprME5UazFNek14TUM4NE1EQlhlRGd3TUVoZk9UQXdORGs0TmkweExtcHdad3w0ZmI4NjkwOTFmNDY5YzFiMjAwMzFkMjkxZWNiZjI3ZmU3YjgyMGE4MDNmZDUwZjdiMjY4YzhhMmI4NzQyNzVh,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005034,90300172,5-10967335,RUBENA,RUBNA TIRE GOLF V63 12 1/2X2X2-1/4,Neumático Mitas Golf V63 12 1/2x2x2-1/4 Rígido Pre Classic,8.49,7.02,7.02,8593375532495,53,4011500000,0,1,"<p><strong>Golf V63 - Niños / Patinetes / Carricoches / Remolques / Silletas</strong></p><p> </p><ul><li>Neumático tipo SETA para bicicleta de niño de 12"" (la banda de rodadura se extiende ligeramente sobre los flancos).</li><li>Un dibujo suave de la banda de rodadura diseñado para carreteras y superficies pavimentadas. Estos neumáticos se pueden utilizar además para carricoches, silletas, patinetes eléctricos y remolques.</li></ul>","
Golf V63 - Niños / Patinetes / Carricoches / Remolques / Silletas
 Neumático tipo SETA para bicicleta de niño de 12"" (la banda de rodadura se extiende ligeramente sobre los flancos).Un dibujo suave de la banda de rodadura diseñado para carreteras y superficies pavimentadas. Estos neumáticos se pueden utilizar además para carricoches, silletas, patinetes eléctricos y remolques.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,6144,440,320,320,60,,2,Rígido,Cubierta,Negro,12,Neumáticos de bicicleta,,Para cámara,,,,Infantil & Patinete,,https://api.mybihr.com/medias/9005034-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjMyNzB8aW1hZ2UvanBlZ3xhREpqTDJobVlTOHhNRGMzTVRJeE5UVTBPRFEwTmk4NU1EQTFNRE0wTFRGZk9EQXdWM2c0TURCSXwwMWEwZDJlNzczYWM2YjQ0Njg4NDcyY2ZmYTM0M2JmOWFhYmEzNTc2ZjZiMWZkZGIzYjM3YzNjMmJjNzNlODQ3,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9004994,90800038,5-10340160,RUBENA,RUBNA INNER TUBE 26X175-250 SCHRADER,"Cámara de bici RUBENA 26x1,75-2,50 AV40 Válvula Gruesa Schrader",4.99,4.12,4.12,8593375448789,106,4013200000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p><p> </p><ul><li>Cámara de butilo estándar<br></li><li>Espesor de 0,9 mm</li><li>Válvula: Gruesa (Schrader)</li></ul>","
Cámara RUBENA clásica
 Cámara de butilo estándarEspesor de 0,9 mmVálvula: Gruesa (Schrader)",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,498,214,113,76,58,1.75 - 2.5,,,,,26,,,,,,,,Ciudad & MTB & Trekking/Touring,https://api.mybihr.com/medias/9004994-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzUwMjF8aW1hZ2UvanBlZ3xhR1poTDJneU1TOHhNRGMzTVRJd01EUTNOVEUyTmk4NU1EQTBPVGswTFRGZk9EQXdWM2c0TURCSXw2MTdlMDBkN2QzNjc1NTJmMDNjZTZjNjg2ZDUwYTg2MmI1MDM0ZDRiZWFlMzgyYzNkMjJmMDNkNzkwZTc4MDA0,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005306,90300207,5-10952441,RUBENA,RUBNA TIRE CITYHOPPER V99 28X2.0,Neumático Mitas CITYHOPPER V99 28X2.0 BLACK,12.50,10.33,10.33,8593375536424,34,4011500000,0,1,<p><strong>CIUDAD / E-BIKE</strong></p><p> </p><ul><li>CITYHOPPER es la elección correcta para superficies en buen estado de zonas urbanas. Su carcasa aporta una rodada confortable a la vez que amortigua los baches.</li><li>Apto para e-Bike.</li><li>Color negro.</li></ul>,"
CIUDAD / E-BIKE
 CITYHOPPER es la elección correcta para superficies en buen estado de zonas urbanas. Su carcasa aporta una rodada confortable a la vez que amortigua los baches.Apto para e-Bike.Color negro.",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,20164,960,710,710,40,,2,Rígido,Cubierta,Negro,28,Neumáticos de bicicleta,,Para cámara,,,,Ciudad,,https://api.mybihr.com/medias/9005306-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ5MjN8aW1hZ2UvanBlZ3xhREF4TDJnek5TOHhNRGMzTVRJeU5qSXpNRGd4TkM4NU1EQTFNekEyTFRGZk9EQXdWM2c0TURCSXxlZWE5NDM0NDQ2OWMyODYzNGE3Njc5MGIxODQzMjg3YjkzYmI1YTIzNGZiOGNjMzE1Y2QwNjMzMjBmNjUyYWU4,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9005012,90300166,5-10951725,RUBENA,"RUBNA TIRE OCELOT V85 27,5X2,10 RIGID CL","Neumático RUBENA Ocelot V85 27,5x2,10 Rígido Classic",15.50,12.81,12.81,8593375536165,35,4011500000,0,1,"<p><strong>Ocelot V85 - MTB</strong></p>
<ul>
	<li>Diseñado para montar en un terreno semiduro con suelo compacto</li>
	<li>Buenas propiedades de autolimpieza</li>
	<li>Ocelot tiene un dibujo de banda de rodadura medio grueso y es una opción popular para aquellos que disfrutan montando en un terreno de dureza media con suelo compacto.</li>
	<li>La geometría está diseñada para una buena autolimpieza en condiciones exigentes.</li>
	<li>Peso: 940gr</li>
</ul>
","
Ocelot V85 - MTB

	Diseñado para montar en un terreno semiduro con suelo compacto
	Buenas propiedades de autolimpieza
	Ocelot tiene un dibujo de banda de rodadura medio grueso y es una opción popular para aquellos que disfrutan montando en un terreno de dureza media con suelo compacto.
	La geometría está diseñada para una buena autolimpieza en condiciones exigentes.
	Peso: 940gr

",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,24500,1020,700,700,50,,2.1,Rígido,Cubierta,Negro,27.5,Neumáticos de bicicleta,,Para cámara,,,,Ciudad & MTB & Trekking,,https://api.mybihr.com/medias/9005012-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDIzNzB8aW1hZ2UvanBlZ3xhR0V3TDJnNU15OHhNRGMzTVRJd016Z3hOelV3TWk4NU1EQTFNREV5TFRGZk9EQXdWM2c0TURCSXw3ODlkODg3YWZmODIxZTdiZjMzMWZhNjhkMjQ4Y2IyMGRjOGEyMTliNzhjYjc0NjQzYTUzZjE0YmU5ZGQ0ODFk,https://api.mybihr.com/medias/9005012-3-800Wx800H?context=bWFzdGVyfHJvb3R8MzQyMDF8aW1hZ2UvanBlZ3xhREl6TDJnME5TOHhNRGMzTVRJd05EQXhOREV4TUM4NU1EQTFNREV5TFROZk9EQXdWM2c0TURCSXxlMDIzYjc5MDgyNWEzMjZiN2ZhOTFlN2NhYTY0MDQ2NzEyMGRkMjMzZDU0MmEzNWU3MmUwZWFiOTczOThmMTg3,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
9006797,,5-10967436-052,RUBENA,"RUBNA SCYLLA R22 29 x 2,25 TR TANWALL",Neumático RUBENA Scylla R22 XC Race 29x2.25 Tubeless Tanwall,59.00,48.76,48.76,8593375539418,4,4011500000,0,1,"<p>SCYLLA es el neum&aacute;tico m&aacute;s vers&aacute;til para una amplia gama de conducci&oacute;n MTB. El nuevo perfil de la banda de rodadura est&aacute; dise&ntilde;ado para ofrecer un rendimiento avanzado en XC, pero tambi&eacute;n capacidades m&aacute;s agresivas en trail. El r&aacute;pido dibujo de la banda de rodadura en combinaci&oacute;n con la &oacute;ptima posici&oacute;n de los tacos laterales para un gran agarre en las curvas hace que SCYLLA sea la mejor elecci&oacute;n para ti. Tambi&eacute;n es la elecci&oacute;n de la mayor&iacute;a de los corredores del circuito mundial de &eacute;lite, gracias a su baja resistencia a la rodadura y a su impresionante tracci&oacute;n, para una gran aceleraci&oacute;n y frenada en cualquier condici&oacute;n de pista.</p>
<p>El tejido Textra protege todo el flanco y la zona del tal&oacute;n y aumenta dr&aacute;sticamente la resistencia contra cortes y abrasiones en el flanco. Los neum&aacute;ticos con este tipo de protecci&oacute;n est&aacute;n destinados principalmente a la conducci&oacute;n y las carreras por terrenos accidentados, donde proporcionan tanto una fiabilidad superior como un rendimiento ultra alto.</p>
<ul>
<li>Tacos laterales medio-altos</li>
<li>Con una ranura central para aumentar la deformaci&oacute;n y mejorar la progresividad</li>
<li>L&iacute;nea central compacta y baja-alta para una mejor resistencia a la rodadura</li>
<li>Labios autolimpiantes</li>
<li>Lineales y perpendiculares</li>
<li>Pomos intermedios para mejorar la tracci&oacute;n y el frenado.</li>
</ul>","
SCYLLA es el neumático más versátil para una amplia gama de conducción MTB. El nuevo perfil de la banda de rodadura está diseñado para ofrecer un rendimiento avanzado en XC, pero también capacidades más agresivas en trail. El rápido dibujo de la banda de rodadura en combinación con la óptima posición de los tacos laterales para un gran agarre en las curvas hace que SCYLLA sea la mejor elección para ti. También es la elección de la mayoría de los corredores del circuito mundial de élite, gracias a su baja resistencia a la rodadura y a su impresionante tracción, para una gran aceleración y frenada en cualquier condición de pista.

El tejido Textra protege todo el flanco y la zona del talón y aumenta drásticamente la resistencia contra cortes y abrasiones en el flanco. Los neumáticos con este tipo de protección están destinados principalmente a la conducción y las carreras por terrenos accidentados, donde proporcionan tanto una fiabilidad superior como un rendimiento ultra alto.

Tacos laterales medio-altos
Con una ranura central para aumentar la deformación y mejorar la progresividad
Línea central compacta y baja-alta para una mejor resistencia a la rodadura
Labios autolimpiantes
Lineales y perpendiculares
Pomos intermedios para mejorar la tracción y el frenado.
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,4311,710,282,156,98,,2.25,Plegable,Tubular,Beige,29,Neumáticos de bicicleta,,Tubeless,,,,MTB,,https://api.mybihr.com/medias/800Wx800H-9006797-1.jpg?context=bWFzdGVyfHJvb3R8MTA0ODI5fGltYWdlL2pwZWd8YURZMkwyaGhaQzgyTWpBek1UTTVPREEwTXpZM09DODRNREJYZURnd01FaGZPVEF3TmpjNU55MHhMbXB3Wnd8MTgwMGM2NmZiMmYwZGI4MDdkMTBjNWEwZGUwNWE2MTFiZDcwOGM0ZTllOGYzMzA3MGVkNTM1MzU3OTMyNTVmNA,https://api.mybihr.com/medias/800Wx800H-9006797-2.jpg?context=bWFzdGVyfHJvb3R8NzIwMDh8aW1hZ2UvanBlZ3xhRGsyTDJoaE5pODJNakF6TVRNNU9ESTBNREk0Tmk4NE1EQlhlRGd3TUVoZk9UQXdOamM1TnkweUxtcHdad3w0ZjUwMDczYzAyZTg1NDEwYTU1OWQxYTcyN2QxYTZlNDA0NWFmMWMzYWE4ODNkMzgwYmE0YzcxZWMwNjMwZjE5,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
1123924,,5-10302607-111,RUBENA,"RUBNA TUBE E-SCOOTER 10X1,75X2 SV9090","Cámara RUBENA E-SCOOTER 10X1,75X2 SV9090",4.50,3.72,2.42,8593375417716,104,4011500000,0,1,"<p><strong>Cámara RUBENA clásica</strong></p>
<ul>
	<li>Cámara de butilo estándar</li>
	<li>Espesor de 0,9 mm</li>
	<li>Válvula: Gruesa (Schrader)</li>
</ul>

<p><strong>Características:</strong></p>

<ul>
	<li>Tipo De Válvula:&nbsp;Schrader</li>
	<li>Longitud De Válvula:&nbsp;40 mm (90º)</li>
	<li>Diámetro De La Llanta: 10""</li>
	<li>Anchura:&nbsp;1.75 – 2.00</li>
</ul>
","
Cámara RUBENA clásica

	Cámara de butilo estándar
	Espesor de 0,9 mm
	Válvula: Gruesa (Schrader)



Características:


	Tipo De Válvula: Schrader
	Longitud De Válvula: 40 mm (90º)
	Diámetro De La Llanta: 10""
	Anchura: 1.75 – 2.00

",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,595,84,137,79,55,,,,,,,,,,,,,,Patinete,https://api.mybihr.com/medias/800Wx800H-1123924-1.jpg?context=bWFzdGVyfHJvb3R8NTEwMTR8aW1hZ2UvanBlZ3xhRGd5TDJnd1pTODFNVE16TkRBeU56SXhORGczT0M4NE1EQlhlRGd3TUVoZk1URXlNemt5TkMweExtcHdad3w3MGZkZjBkYTY0ODJhMDg2ZGNlM2QzMjBlZGQwYWU4YTQ1MWI4OTdiNjcyY2RmY2RlYjA5NTA2OTA2MDNhY2Mw,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
1123925,,5-10302614-111,RUBENA,"RUBNA TUBE E-SCOOTER 10X1,75X2 SV9045","Cámara RUBENA 10X1,75X2 Válvula SV9045 curvada 45º (Apta Patinete Eléctrico 10’’)",4.50,3.72,2.42,8593375415316,59,4011500000,0,1,"<p>C&aacute;mara Rubena cl&aacute;sica.</p>
<ul>
<li>C&aacute;mara de butilo est&aacute;ndar</li>
<li>Espesor de 0,9 mm</li>
<li>V&aacute;lvula SV9045 Curvada 45&ordm;</li>
</ul>","
Cámara Rubena clásica.

Cámara de butilo estándar
Espesor de 0,9 mm
Válvula SV9045 Curvada 45º
",TIRES & ACCESSORIES,BICYCLE,BICYCLE TIRE&TUBE,555,164,137,81,50,1.75 - 2,,,,,10,,,,,,,,Patinete,https://api.mybihr.com/medias/800Wx800H-1123925-1.jpg?context=bWFzdGVyfHJvb3R8NTEwMTR8aW1hZ2UvanBlZ3xhREV4TDJneE9TODFNVE16TkRBeU56VTBNalUxT0M4NE1EQlhlRGd3TUVoZk1URXlNemt5TlMweExtcHdad3xhZTE4YmIwNTU4ZjJlZjNkMGMxNDdiMDc5NmZhMGM4YWZkODY2MzdlYmFiNmYwN2NiMDgzY2NkMDA1MDNiODFi,,,https://static.bihr.pro/eBihr/Pictures/RUBENA-pictures.zip,Spain Warehouse (Tires)
