PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm)," Espesor",Color,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,DeliveryPlant
1091053,,RWK-Q-011,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,51.00,42.15,25.29,3000000007594,24,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,564,307,111,113,45,,,,,,https://api.mybihr.com/medias/1091053-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDc0NzB8aW1hZ2UvanBlZ3xhRE15TDJnNVlTOHhOekk0TWpjeE1EZ3pNVEV6TkM4eE1Ea3hNRFV6TFRGZk9EQXdWM2c0TURCSXw2NzBhMTBkZDAwMjBhMGUwZjdiODE2NGU4Y2I0ZjgwYzY3N2VhYjdiZWQyODAxMTI4MjI4MmRlNWM1MWU0NWE3,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091055,,RWK-S-166,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,37.00,30.58,18.35,3000000008256,1,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,335,171,106,117,27,,,,,,https://api.mybihr.com/medias/1091055-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDQ2NzJ8aW1hZ2UvanBlZ3xhRFppTDJobFppOHhOekk0TWpjeE1USXlORE0xTUM4eE1Ea3hNRFUxTFRGZk9EQXdWM2c0TURCSXwyMDNmZWRmNDRjMjQyMmI3ZGJkNTk1ZWIxMzM4MDY2ZTQzMjc3NTJiZWIwYzdjZTk0NjQzOWQxNGJmNWQ5Zjhk,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091037,,FWK-H-033,FACTORY LINKS,FACTO KIT BEARINGS FRONT WHEEL,Kit de rodamientos de rueda FACTORY LINKS,37.00,30.58,18.35,3000000001646,1,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,125,122,121,103,10,,,,,,https://api.mybihr.com/medias/1091037-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDcwMDd8aW1hZ2UvanBlZ3xhRFZqTDJneE5DOHhOekkyTmpBNU5EWXpOekE0Tmk4eE1Ea3hNRE0zTFRGZk9EQXdWM2c0TURCSXw1OTBhMjM5Zjg3OGUxMTgxZDlmZjY2MTE5OGJiNGI4ODk2MjcwYmNkZjU1ODE1YzZiYjE5NmJmNjFiOTVkYTQ1,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091038,,FWK-K-029,FACTORY LINKS,FACTO KIT BEARINGS FRONT WHEEL,Kit de rodamientos de rueda FACTORY LINKS,37.00,30.58,18.35,3000000002124,2,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,331,110,103,119,27,,,,,,https://api.mybihr.com/medias/1091038-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxNzF8aW1hZ2UvanBlZ3xhRGhqTDJnd1pDOHhOekkyTmpBNU5EZ3pNelk1TkM4eE1Ea3hNRE00TFRGZk9EQXdWM2c0TURCSXxlNzhjZjBlMTYwZWRlMzIxMTk2NjkwMTI4MTUxM2RlNjIxMDQzM2ZkMWQ3MWY1MGU1NGJhMDM0NDgxMDFlZmM2,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091039,,FWK-K-031,FACTORY LINKS,FACTO KIT BEARINGS FRONT WHEEL,Kit de rodamientos de rueda FACTORY LINKS,22.51,18.60,11.16,3000000002148,1,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,373,148,118,109,29,,,,,,https://api.mybihr.com/medias/1091039-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTE2OTE5fGltYWdlL2pwZWd8YUdWbUwyZzBNQzh4TnpJMk5qQTVOVEF6TURNd01pOHhNRGt4TURNNUxURmZPREF3VjNnNE1EQkl8ODQ5ZmI4NTAwOGI1ZDk5MDVmNjBmZmZlYWZlOGViNTk1ZWRkODU4OGU4Yjg5NDdmODQ5OTI5MWFjYTkyMDgyZA,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091044,,FWK-T-028,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,18.50,15.29,9.17,3000000003015,0,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,328,120,118,103,27,,,,,,https://api.mybihr.com/medias/1091044-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI5NDJ8aW1hZ2UvanBlZ3xhREJoTDJnMVl5OHhOekkyTmpBNU5UZ3hOamN6TkM4eE1Ea3hNRFEwTFRGZk9EQXdWM2c0TURCSXxiYTYwYzgxNGI0ZDk0MDU1NWUwZWViNDRiN2NmNjFmZTJlZjg3Yzk3ZDZiMTI2YTY3NjY5YTNkMzk3OTEwZTUy,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091023,,AFW-P-001,FACTORY LINKS,FACTO KIT BEARINGS FR/REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,38.01,31.41,18.85,3000000015957,3,8708809990,0,1,"<h4>Contains</h4><p>Double row ball bearings x1</p><br><ul>
<li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li>
<li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li>
<li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li>
</ul>","Contains
Double row ball bearings x1
FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.
Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.
Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,397,465,83,87,55,,,,,,https://api.mybihr.com/medias/1091023-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg5NjUwfGltYWdlL2pwZWd8YUdGa0wyaGlPQzh4TnpJMk5qQTVNVGsxTURFeE1DOHhNRGt4TURJekxURmZPREF3VjNnNE1EQkl8ODBkMTFjZTkxOTU3ZjhkYmRiZjIwMDMyYTg5NGYzYTRmYTEzYzJhNGY4NWNlZWRlMGJlNjIzZjFlZTU2NWYxMQ,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1091058,,RWK-Y-148,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,37.00,30.58,18.35,3000000008720,1,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,347,174,118,105,28,,,,,,https://api.mybihr.com/medias/1091058-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA1NzJ8aW1hZ2UvanBlZ3xhRE0yTDJobVl5OHhOekk0TWpjeE1UZ3hOREUzTkM4eE1Ea3hNRFU0TFRGZk9EQXdWM2c0TURCSXwwNTlmZTVkY2FlMDczM2IwMmE3YjZmZTJkODY1MWQxYjk5ZTM2ZDA3NjQ5ZDhhNTA3MjNjMzgzY2I0OWQyNTdi,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1106587,,RWK-B-001,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS,32.50,26.86,16.12,3000000014585,10,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,398,211,117,85,40,,,,,,https://api.mybihr.com/medias/1106587-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEzNjR8aW1hZ2UvanBlZ3xhR1psTDJobU9DOHhOekk0TWpjeE5qUXdNVFk1TkM4eE1UQTJOVGczTFRGZk9EQXdWM2c0TURCSXxiYmQ1ODIzMzBlODkzZTQwMTI2OTk3ZTYyY2QxODU1Yzc3ZTgzMzE2MjQ3NTU4MzY3OWU5ODhhMzlhYWViMTli,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1106592,,RWK-Z-020,FACTORY LINKS,FACTO KIT BEARINGS REAR WHEEL,Kit de rodamientos de rueda FACTORY LINKS para llantas Talon,37.00,30.58,18.35,3000000014554,1,8708809990,0,1,"<p>Factory-Links bearings are filled with a premium quality, heavy-duty marine grease and a special complex thickener that makes it virtually waterproof. It offers unrivalled protection against rust and corrosion.</p>
<p>Ball bearings</p>
<p>To keep moisture out, we've gone from 30% to 60% grease fill for harsh conditions.</p>
<p>Our Factory-Links ball bearings are specifically designed for off-road use, unlike industrial 2RS ball bearings which offer low torque resistance and therefore low resistance to water intrusion.</p>
<p><br>
Our premium off-road wheel bearing kit contains everything you need for complete maintenance of your wheel hub.</p>
<p>Ouroil seals and ball bearings are a definite improvement on conventional bearings.</p>
<p>Factory-Links ball bearings feature dust seals in an all-terrain design that offers ultimate protection against the ingress of contaminants such as water, mud and dust.</p>
<p>HEAVY-DUTY BALL BEARINGS</p>
<p>Cross-section ofDINP6 - ABEC3 Ball bearings with Factory-Links seals specially designed for off-road use.</p>
<p>SEALS</p>
<p>Ball bearings sectional viewNitrile Butadiene Rubber Double lip seals; prevent abrasives, corrosive moisture and other harmful contaminants from entering the bearings.</p>","
Factory-Links bearings are filled with a premium quality, heavy-duty marine grease and a special complex thickener that makes it virtually waterproof. It offers unrivalled protection against rust and corrosion.

Ball bearings

To keep moisture out, we've gone from 30% to 60% grease fill for harsh conditions.

Our Factory-Links ball bearings are specifically designed for off-road use, unlike industrial 2RS ball bearings which offer low torque resistance and therefore low resistance to water intrusion.


Our premium off-road wheel bearing kit contains everything you need for complete maintenance of your wheel hub.

Ouroil seals and ball bearings are a definite improvement on conventional bearings.

Factory-Links ball bearings feature dust seals in an all-terrain design that offers ultimate protection against the ingress of contaminants such as water, mud and dust.

HEAVY-DUTY BALL BEARINGS

Cross-section ofDINP6 - ABEC3 Ball bearings with Factory-Links seals specially designed for off-road use.

SEALS

Ball bearings sectional viewNitrile Butadiene Rubber Double lip seals; prevent abrasives, corrosive moisture and other harmful contaminants from entering the bearings.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,431,291,115,107,35,,,,,,https://api.mybihr.com/medias/1106592-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUwMDh8aW1hZ2UvanBlZ3xhR1l3TDJobE5pOHhOekk0TWpjeE5qazVNVFV4T0M4eE1UQTJOVGt5TFRGZk9EQXdWM2c0TURCSXxjZTM1YWU4NDg0MGZiOTc1NTk4ZDc3MzBmY2ZhMGM0YWQ0MjIyMzk4YjM1OTA4NDljMmYzNjIwYjVkYTE3YjIw,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1106566,,FWK-K-034,FACTORY LINKS,FACTO KIT BEARINGS FRONT WHEEL,Kit de rodamientos de rueda FACTORY LINKS,20.50,16.94,10.16,3000000002179,1,8708809990,0,1,"<ul> <li>FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection.</li> <li>Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions.</li> <li>Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion.</li> </ul>"," FACTORY LINKS bearings are packed with a heavy duty premium marine grease and an addition of a special complex thickeners which allows it to be virtually waterproof. It provides unsurpassed rust and corrosion protection. Also to keep any moisture out, we have gone from 30% grease filling to a 60% for harsh conditions. Our FACTORY LINKS ball bearings are specially developed for an Off-Road use, unlike Industrial 2RS type ball bearings offer low torque resistance and hence weak resistance to water intrusion. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,84,128,111,95,8,,,,,,https://api.mybihr.com/medias/1106566-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA5NjB8aW1hZ2UvanBlZ3xhR1ExTDJnNVlTOHhNVEkyTWpNME9UYzNNRGM0TWk4eE1UQTJOVFkyTFRGZk9EQXdWM2c0TURCSXxhZmE5NDJmYWI1MjY4YmViNGU3NzhlZDlhZjA5YmJlY2NmMmQyMWZiMjk0M2NkNTMzYzM0ODk2NTBlOGM4Njc4,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1126752,,RWK-N-001,FACTORY LINKS,FACTO  BEARING KIT WHEEL REAR,Kit de rodamientos de rueda FACTORY LINKS,26.00,21.49,12.89,3000000016565,16,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS est&aacute;n recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protecci&oacute;n sin igual contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para evitar la penetraci&oacute;n de la humedad, el &iacute;ndice de lubricaci&oacute;n se ha aumentado del 30% al 60% para las condiciones m&aacute;s duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS est&aacute;n especialmente dise&ntilde;ados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetraci&oacute;n de agua.</p>","
Los rodamientos FACTORY LINKS están recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protección sin igual contra el óxido y la corrosión.

Además, para evitar la penetración de la humedad, el índice de lubricación se ha aumentado del 30% al 60% para las condiciones más duras.

Los rodamientos de bolas FACTORY LINKS están especialmente diseñados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetración de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,437,387,113,90,43,,,,,,https://api.mybihr.com/medias/800Wx800H-1126752-1.jpg?context=bWFzdGVyfHJvb3R8MzE3OTh8aW1hZ2UvanBlZ3xhRGhtTDJnM015ODJORGcxTURNNU1qWTBOVFkyTWk4NE1EQlhlRGd3TUVoZk1URXlOamMxTWkweExtcHdad3w4ZGE1ZWJiZDQ0NzUwODE4MzFjMzk5MWYyMzA3Yzk0NmUzNmZjOTU2NjM0ZGVjYWViZGE4OTY3YTcyMzJjNmIz,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1126751,,FWK-N-001,FACTORY LINKS,FACTO  BEARING KIT WHEEL FRONT,Kit de rodamientos de rueda delantera FACTORY LINKS,22.51,18.60,11.16,3000000016558,5,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS est&aacute;n recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protecci&oacute;n sin igual contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para evitar la penetraci&oacute;n de la humedad, el &iacute;ndice de lubricaci&oacute;n se ha aumentado del 30% al 60% para las condiciones m&aacute;s duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS est&aacute;n especialmente dise&ntilde;ados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetraci&oacute;n de agua.</p>","
Los rodamientos FACTORY LINKS están recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protección sin igual contra el óxido y la corrosión.

Además, para evitar la penetración de la humedad, el índice de lubricación se ha aumentado del 30% al 60% para las condiciones más duras.

Los rodamientos de bolas FACTORY LINKS están especialmente diseñados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetración de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,352,216,110,80,40,,,,,,https://api.mybihr.com/medias/800Wx800H-1126751-1.jpg?context=bWFzdGVyfHJvb3R8MzE3OTh8aW1hZ2UvanBlZ3xhRFZtTDJnM1lTODJORGcxTURNNU1qUTBPVEExTkM4NE1EQlhlRGd3TUVoZk1URXlOamMxTVMweExtcHdad3wzOWI3YTg1NzIyNDJiYzliOWEzYmI4ZjgyZmU1YTIzNDFmM2NiZTI5ODE2MjU1MDk4YzYyYzJlNGEzNDNiY2Zj,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
1126750,,FWK-B-002,FACTORY LINKS,FACTO  BEARING KIT WHEEL FRONT,Kit de rodamientos de rueda delantera FACTORY LINKS,22.51,18.60,11.16,3000000016428,13,8708809990,0,1,"<p>Los rodamientos FACTORY LINKS est&aacute;n recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protecci&oacute;n sin igual contra el &oacute;xido y la corrosi&oacute;n.</p>
<p>Adem&aacute;s, para evitar la penetraci&oacute;n de la humedad, el &iacute;ndice de lubricaci&oacute;n se ha aumentado del 30% al 60% para las condiciones m&aacute;s duras.</p>
<p>Los rodamientos de bolas FACTORY LINKS est&aacute;n especialmente dise&ntilde;ados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetraci&oacute;n de agua.</p>","
Los rodamientos FACTORY LINKS están recubiertos con una grasa marina de alta resistencia de primera calidad y un complejo espesante especial que los hace impermeables. Ofrece una protección sin igual contra el óxido y la corrosión.

Además, para evitar la penetración de la humedad, el índice de lubricación se ha aumentado del 30% al 60% para las condiciones más duras.

Los rodamientos de bolas FACTORY LINKS están especialmente diseñados para su uso fuera de la carretera, a diferencia de los rodamientos de bolas industriales 2RS que ofrecen una baja resistencia al par y, por tanto, una baja resistencia a la penetración de agua.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. WHEELS,458,161,117,91,43,,,,,,https://api.mybihr.com/medias/800Wx800H-1126750-1.jpg?context=bWFzdGVyfHJvb3R8MzE3OTh8aW1hZ2UvanBlZ3xhREF5TDJnek5TODJORGcwT0RBNU1UZzNNek14TUM4NE1EQlhlRGd3TUVoZk1URXlOamMxTUMweExtcHdad3w0N2E0MTdhYjFjMzRjMjU4ZDcwOTU2MzA0NTFkZTM5NmY3NjZlZTA5OTI2MmMxYjQ5N2Y5MTRiMzRiYTk2OGM5,,,,,,https://static.bihr.pro/eBihr/Pictures/FACTORY_LINKS-pictures.zip,Spain Warehouse (Parts)
