PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Diámetro exterior (mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Tipo de producto,Uso recomendado,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1042091,770873,KITB-43Z,SKF,SKF FORK SEAL & DUST KIT 43MM,"Kit de retén y guardapolvo de horquilla SKF - ZF Sachs 43x53,9x9,5 mm",37.38,30.89,21.62,8050040140428,7,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,306,38,117,119,22,,,,,,,,,,,https://api.mybihr.com/medias/1042091-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR00zTDJoaU5TODRPVGN3TWpFME56TTFPVEF5THpFd05ESXdPVEV0TVY4NE1EQlhlRGd3TUVnfDE5ZjZhOTM1MjcyMDM0YjAxZDhlYWYzZTAyYjE1NTM2Njg3NTAyMDQzOWU0NDM2ODAwYmM0MmNkMTMyOWI5ZTg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042096,770861,KITB-43W,SKF,SKF FORK SEAL & DUST KIT 43MM,"Kit de retén y guardapolvo de horquilla SKF - WP 43x52,9x9,5 mm",37.38,30.89,21.62,8050040140381,7,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,311,47,135,115,20,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1042096-1.jpg?context=bWFzdGVyfHJvb3R8MTYxMDg5fGltYWdlL2pwZWd8YURGaEwyaGlaUzh4TURBM056azBNRGMxTnpNd01qSXZPREF3VjNnNE1EQklYekV3TkRJd09UWXRNUzVxY0djfDEwMDc0NzQxNzFhNjY1Zjc0NDU2NWUyMzI5MjJhMmQ3NWZjMDYxMWZjYzJiNjY2ZmU5NjhiMTk3MzZiNmNiYTU,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042116,770851,KITG-35W,SKF,SKF FORK SEAL & DUST KIT 35MM,Kit de retén y guardapolvo de horquilla SKF - WP 35x46x11 mm,37.38,30.89,21.62,8050040140022,1,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,54,119,119,19,,,,,,,,,,,https://api.mybihr.com/medias/1042116-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR1psTDJoaE55ODRPVGN3TWpFNU5qVXhNVEF5THpFd05ESXhNVFl0TVY4NE1EQlhlRGd3TUVnfDhmMDc2NDYxZDcwYTI0OTc1ZGI1ZDVkMWM5ODg3MGQ2MmVjZWFiOTY2NDc3NDc5MmNjZmVjOWM0OTExODExMGM,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042075,776904,KIT-MS48KM,SKF,SKF RING FORK MUD PROTECTION 48MM,Kit rascador de barro SKF para horquilla Marzocchi/KYB Ø48,39.95,33.02,23.11,8050040143900,10,8714109090,0,1,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.<br>Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades • El kit contiene:- 2 rascadores- Clips de acero para su instalación,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades • El kit contiene:- 2 rascadores- Clips de acero para su instalación,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,517,67,181,119,24,,,,,,,,,,,https://api.mybihr.com/medias/1042075-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMDV8aW1hZ2UvanBlZ3xhR0UwTDJnd05pODRPVGN3TWpFeE5Ua3dNVGMwTHpFd05ESXdOelV0TVY4NE1EQlhlRGd3TUVnfDJiMGQ3ZWJlNWU4NTdhZTM0MTZhYjcwMmU2OWUyZTY1ZmFiY2RmYjczMmI4YWNkYzljOTcwZDgyODgyMjAxZTg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042084,770867,KITG-36K,SKF,SKF FORK SEAL & DUST KIT 36MM,"Kit de retén y guardapolvo de horquilla SKF - KYB 36x48,1x8 mm",37.38,30.89,21.62,8050040140046,4,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,47,119,119,22,,,,,,ø 36 mm,,,,,https://api.mybihr.com/medias/1042084-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhREF4TDJoa015ODRPVGN3TWpFek16VTVOalEyTHpFd05ESXdPRFF0TVY4NE1EQlhlRGd3TUVnfGVhZjFkYmJkM2U0YjMwODY2NTFhNjE0NDE4ZjdmNWFmNmUyYWNlNWZmYmQ0OTJhZWQ0NzMwNDc3YzZlZjcyYjE,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042100,770876,KITG-48K-PSF,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - KYB 48x58,1x8,5 mm",37.38,30.89,21.62,8050040140688,5,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,57,119,119,22,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042100-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhR0U1TDJneE5pODRPVGN3TWpFMk5UQTFNemMwTHpFd05ESXhNREF0TVY4NE1EQlhlRGd3TUVnfDQ0M2E3ZDNkMGFjMzc5NzVhZTBlODg0ZjM0MWIxZjJlZWQ5MmVlNGU5OTJjNDBjMjE1NDFmOTFjMWM1Yzk1N2U,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042111,770844,KITG-48S,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - Showa 48x58,1x8,5 mm",37.38,30.89,21.62,8050040140725,10,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,59,119,119,22,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042111-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFUzTDJobFpTODRPVGN3TWpFNE5qWTRNRFl5THpFd05ESXhNVEV0TVY4NE1EQlhlRGd3TUVnfGQzZjk0NmIxYjU0YWQ3ZjI4ZDIzN2IyMzJiYTYzNjA5MDdhYTNlOTViZGM1MDMwMWY3OTIwNjM1MDBjYWZmNzU,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042112,770847,KITG-48S-HD,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - Showa 48x58,1x8,5 mm",37.38,30.89,21.62,8050040140749,0,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,312,50,119,119,22,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042112-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhREkzTDJobU5TODRPVGN3TWpFNE9EWTBOamN3THpFd05ESXhNVEl0TVY4NE1EQlhlRGd3TUVnfGM2N2U3MmYwNTJmNzMyMDg0M2M1ODZlZjhjYWI2ZjAwNTRiMWNmODk1NDM4MzE5ZmM0MzliZjM4YmU4ZDQ5Yzc,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042117,770881,KITG-35WN,SKF,SKF FORK SEAL & DUST KIT 35MM,"Kit de retén y guardapolvo de horquilla SKF - WP 35x46x7,9 mm",37.38,30.89,21.62,8050040147724,0,8482109090,0,1,"<p justify>SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.<br>La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.<br>Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.</p><h3 justify>Características técnicas</h3><ul justify><li>20% menos fricción</li><li>Tacto y suavidad mejorados</li><li>Vida y rendimiento incrementados</li><li>Mejor protección ante el agua y la suciedad</li><li>Bajo deterioro y succión de aire</li></ul><h3 justify>Este kit contiene todo lo necesario para 1 brazo de horquilla:</h3><ul><li justify>1 retén de aceite de horquilla</li><li justify>1 guardapolvos de horquilla</li></ul>","
SKF es el más reconocido fabricante de retenes y rodamientos a nivel mundial.La fortaleza de esta marca japonesa es la altísima calidad y rendimiento que ofrecen sus productos, sobre todo por la reducida fricción característica de SKF.Testados al máximo nivel y utilizados tanto en primer equipo como aftermarket, transmiten toda la confianza al usuario.Características técnicas20% menos fricciónTacto y suavidad mejoradosVida y rendimiento incrementadosMejor protección ante el agua y la suciedadBajo deterioro y succión de aireEste kit contiene todo lo necesario para 1 brazo de horquilla:1 retén de aceite de horquilla1 guardapolvos de horquilla",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,269,54,119,119,19,,,,,,,,,,,https://api.mybihr.com/medias/1042117-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzczNjZ8aW1hZ2UvanBlZ3xhRFF4TDJoaE1TODRPVGN3TWpFNU9EUTNOekV3THpFd05ESXhNVGN0TVY4NE1EQlhlRGd3TUVnfDVlZmMyN2Y4YzAzY2U1ODY1Y2MyYzgyYzQ3NTZhNDY3OTRlMjAwYmU2NmFmMGE2ZGQxYzAxNDUyYzc0YjlhYTk,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042119,42600015,DUAL-48K,SKF,SKF FORK SEAL & DUST KIT 48MM,"Kit de retén y guardapolvo de horquilla SKF - KYB 48x58,1x8,5 mm",40.10,33.14,23.20,8050040149704,2,8714103000,0,1,<p>SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.</p><p> </p><ul><li>Retén de horquilla</li><li>Con guardapolvos</li><li>Testada y fiable</li><li>Para horquillas monobrazo</li></ul>,"
SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para motocicletas.
 Retén de horquillaCon guardapolvosTestada y fiablePara horquillas monobrazo",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,181,50,89,70,29,,,,,,ø 48 mm,,,,,https://api.mybihr.com/medias/1042119-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MzIyfGltYWdlL2pwZWd8YUdRd0wyZzJNUzg0T1Rjd01qSXdNalF3T1RJMkx6RXdOREl4TVRrdE1WODRNREJYZURnd01FZ3xkNTAyYzc2ZDNlNGQyODI5MzRmZDczZjBlODg1MmRlZDMwZDI5YWQ2N2JiMzk5YjRkMDhkNmM2MDFlYjBkYTM0,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1090887,42600038,DUAL-43W,SKF,SKF SEALS KIT FORK OIL+DUST SEAL 43,"Kit de retén y guardapolvo de horquilla SKF - WP 43x52,9x9,5 mm",40.10,33.14,23.20,8050040149681,5,8482109090,0,1,<p>SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para moto.</p><p> </p><ul>  <li>Retén de horquilla</li>  <li>Con guardapolvos</li>  <li>Testado y fiable</li>  <li>Para horquillas monobrazo</li></ul>,"
SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para moto.
   Retén de horquilla  Con guardapolvos  Testado y fiable  Para horquillas monobrazo",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,187,43,70,92,29,,,,,,,,,,,https://api.mybihr.com/medias/1090887-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MzIyfGltYWdlL2pwZWd8YURrM0wyZ3lNeTg0T1RVMk5ETXpNVE0zTmprMEx6RXdPVEE0T0RjdE1WODRNREJYZURnd01FZ3xjYWU0N2ViYzg3OWIzNWIxZWQzNDVlMmVjY2VhZTk4MTkzMDU1ZTdlYThjOWVmMTI5MGU4ZWZkMzc2ZmI3MDI1,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1090888,42600037,DUAL-49S,SKF,SKF SEALS KIT FORK OIL+DUST SEAL 49,Kit de retén y guardapolvo de horquilla SKF - Showa 49x60x10 mm,40.10,33.14,23.20,8050040149742,19,8482109090,0,1,<p>SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para moto.</p><p> </p><ul>  <li>Retén de horquilla</li>  <li>Con guardapolvos</li>  <li>Testado y fiable</li>  <li>Para horquillas monobrazo</li></ul>,"
SKF es una compañía mundialmente reconocida como fabricante de rodamientos y retenes. Su punto fuerte es la gran calidad y prestaciones de su gama de productos para moto.
   Retén de horquilla  Con guardapolvos  Testado y fiable  Para horquillas monobrazo",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,181,49,73,92,27,,,,,,,,,,,https://api.mybihr.com/medias/1090888-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTU5MzIyfGltYWdlL2pwZWd8YURWbEwyZzBNQzg0T1RJNU5UUTNNemcyT1RFd0x6RXdPVEE0T0RndE1WODRNREJYZURnd01FZ3w5NTcwNmRiYTQ1ZjQwNTU3OTI1ZTg5MWIxZmViYjMyNjExZWY2MjIzY2JhZGYxZWYzMDliZTE1NDQ2ODhhZWRi,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
1042077,776903,KIT-MS48S,SKF,SKF RING FORK MUD PROTECTION 48MM,Kit rascador de barro SKF para horquilla Showa Ø48,39.95,33.02,23.11,KIT'MS48S,1,8714109090,0,1,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.<br>Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla&nbsp;Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades&nbsp;• El kit contiene:- 2 rascadores- Clips de acero para su instalación,Este kit rascador de barro SKF ha sido desarrollado para reducir la suciedad en la horquilla y protegerla en situaciones extremas.Consiste en un par de rascadores fabricados a partir de un novedoso diseño inteligente con un material plástico de muy baja fricción.Características técnicas:- Desgaste reducido- Vida y rendimiento incrementados- Limpieza efectiva desde la puntera- Mejor protección ante el agua y la suciedad- Resistente a los rayos UV- Fricción muy baja y constante- Instalación y desinstalación rápida y sencilla Su diseño característico aporta las siguientes ventajas dinámicas:• Bajo situaciones de barro extremas el rascador evita que el barro entre en la barra de horquilla y provoque daños al resto de los componentes.• Características especiales que aseguran que el barro no quedará retenido en la horquilla• Aptos para trabajar durante usos prolongados y a altas velocidades • El kit contiene:- 2 rascadores- Clips de acero para su instalación,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SHOCK&FORK,582,68,181,119,27,,,,,,,,,,,https://api.mybihr.com/medias/1042077-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjgwMDV8aW1hZ2UvanBlZ3xhRE14TDJneE5DODRPVGN3TWpFeE9UZ3pNemt3THpFd05ESXdOemN0TVY4NE1EQlhlRGd3TUVnfDA0OTJkNmI1YzdlOGQ2NDBiZjkyYzNhNGY2OGVlZGY5MzZkZmIzNThkODg4MWVkOTU0MDljOTNiNDc5Njc1OTg,,,,https://static.bihr.pro/eBihr/Pictures/SKF-pictures.zip,,Spain Warehouse (Parts)
