PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Color,Composición,Diámetro int/ext (mm/mm),Diámetro Ø (mm),Embalaje,Longitud (cm),Longitud (mm),Número de puntos,Profundidad (cm),Rosca (mm),Sentido de rosca,Tamaño de accionamiento cuadrado,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1041576,875014,01-0088,MOTION PRO,MOPRO THROTTLE SLEEVE,Caña de gas Motion Pro CR60/80/125/250/500,13.31,11.00,7.15,01-0088,1,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<ul>			<li>OEM throttle tube replacement</li><li>Heavier duty and exceed the quality and durability of OEM tubes</li><li>Will not scar bars like aluminum tubes</li><li>Nylon fabric composite material</li><li>Pop-out end caps for use with bar-end-type hand guards</li></ul>	</body></html>",														OEM throttle tube replacementHeavier duty and exceed the quality and durability of OEM tubesWill not scar bars like aluminum tubesNylon fabric composite materialPop-out end caps for use with bar-end-type hand guards	,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,814,57,180,119,38,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041576-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTg0NzR8aW1hZ2UvanBlZ3xhR0ZqTDJoaU55ODRPVGN3TVRjd01qWTVOekkyTHpFd05ERTFOell0TVY4NE1EQlhlRGd3TUVnfDdiOGZhMjdhZjQyMTk0YTIyY2I5YzdiZTJiODFjZjUwNDRmOTUzN2UwNDIzZTE5NThmZmIyMjA0ZGM3NWQwMWI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041581,884242,01-0242,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas Motion Pro para acelerador REF 872057 Yamaha 350,32.07,26.50,17.23,01-0242,0,8714109090,0,1,"<html>	<head>		<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title>		</title>		<style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style>	</head>	<body>		<p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body></html>","											With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1041581-1.jpg?context=bWFzdGVyfHJvb3R8MzIzMzl8aW1hZ2UvanBlZ3xhREEwTDJnME1pODNPVGs0TVRFek5EYzBNVFV6TkM4NE1EQlhlRGd3TUVoZk1UQTBNVFU0TVMweExtcHdad3w5ZGRhZDAzNzFiYjM1NmJjOGM1ODljN2E4ZTkwMGUzOTA3MmM3NmZmNDEwYmNlODhmZWVkOWI4ZWI4OWU3YjVk,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041663,17461,02-0164,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,42.12,34.81,22.63,02-0164,5,8714109090,0,1,Longitud cable: 1250 mm.<br>Longitud camisa: 1140 mm.,Longitud cable: 1250 mm.Longitud camisa: 1140 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041663-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRFF4TDJneVlTODRPVEF5TURJd09UZzRPVFU0THpFd05ERTJOak10TVY4NE1EQlhlRGd3TUVnfDU4YTVkMTFkNGFmMGNiYjFjM2QwYzZhYTUzYzEyZTJhOTMwNzM4ZjI5M2I0YWY2ZDE3OTA0ODk0ZTJjMGRiZmY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041664,17718,02-0165,MOTION PRO,MOPRO CABLE FRONT BRAKE,Cable freno delantero,20.57,17.00,11.05,02-0165,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041664-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREE1TDJnNU5DODRPVFV6TmpVMk9UTTBORE13THpFd05ERTJOalF0TVY4NE1EQlhlRGd3TUVnfGFkMzQwMmE5YjAyM2NmMTZhZWM3Y2U1MDFlMTk3ZWI3NGE1Y2RiZjRjMWI2ZjY3YmYxNTc3ZjJlYjlmNzgyMWQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041666,17736,02-0168,MOTION PRO,MOPRO CABLE FRONT BRAKE,Cable freno delantero,39.00,32.23,20.95,02-0168,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,280,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041666-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGt4TDJnMU15ODRPVEkwTnpJME5EazBNelkyTHpFd05ERTJOall0TVY4NE1EQlhlRGd3TUVnfDJjNTZjYmU5ZjAyNmNlYTY0YWRlMTJmMjU5ZTdkMzgyZGI5NDEzNzcxODRhOGNlMTA4ODMxNTkwMzU4MTIzZDg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041668,17438,02-0177,MOTION PRO,MOPRO CABLE REV METER,Cable cuenta revoluciones,24.20,20.00,13.00,02-0177,1,8714109090,0,1,Longitud total: 700 mm.<br>Longitud funda: 685 mm.,Longitud total: 700 mm.Longitud funda: 685 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041668-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzcwODJ8aW1hZ2UvanBlZ3xhR1V4TDJobU9DODRPVE01TWpreE5EYzFPVGs0THpFd05ERTJOamd0TVY4NE1EQlhlRGd3TUVnfGI3NTAyMmRkNTE1YzU1ZDE0MmE4ODkwNTYyNzA5OTEyNTQ5NTM2YjA5MjczM2Q3MjVlNTU5NTk5YjhjNmYzYjM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041672,17462,02-0198,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,39.52,32.66,21.23,02-0198,0,8714109090,0,1,Longitud cable: 1160 mm.<br>Longitud camisa: 1070 mm.,Longitud cable: 1160 mm.Longitud camisa: 1070 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041672-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREV4TDJobU1pODRPVE01TWpreE5qY3lOakEyTHpFd05ERTJOekl0TVY4NE1EQlhlRGd3TUVnfGU4MTMzOWE3YjU4YzVlNGU3ZTUxYzEzMjJjZTRiOWNkMzAyZTg2YjEzNTUwNjMwNDMxNzFiM2Y3MGQ1ODA0NjE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041680,17747,02-0240,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,52.01,42.98,27.94,02-0240,1,8714109090,0,1,Longitud cable: 985 mm.<br>Longitud camisa: 840 mm.,Longitud cable: 985 mm.Longitud camisa: 840 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,150,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041680-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1E0TDJnNVl5ODRPVE01TWpreU1EWTFPREl5THpFd05ERTJPREF0TVY4NE1EQlhlRGd3TUVnfDJhODYzMDllNDY0MjZiNzNmZjEzNDBiNjlkMGM5ZjI2ZDhjNTgxYzVjMWI5NGFmYjFiMjhmNDYxZjRjNDgzNmM,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041681,18010,02-0243,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,49.42,40.84,26.55,02-0243,1,8714109090,0,1,Longitud cable: 1095 mm.<br>Longitud camisa: 965 mm.,Longitud cable: 1095 mm.Longitud camisa: 965 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041681-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR0V4TDJnM09DODRPVEV3TURjeE1EQTFNakUwTHpFd05ERTJPREV0TVY4NE1EQlhlRGd3TUVnfDE3ZThiNTNjOGM2OTNlZjkyMzA5NTQ5ZjBhOGNlYWJkMzM4MThmMDFmNGZlMDIwOGZlZThkYzdmODI4MGY4NDI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041682,18011,02-0277,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO,15.37,12.70,8.26,02-0277,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041682-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1prTDJobE15ODRPVFExT1RjeE9UZzJORFl5THpFd05ERTJPREl0TVY4NE1EQlhlRGd3TUVnfDllY2FiOGRjOTEzZDkwMDIyZjgxYjAzMDI3NDJiMDVlY2M4NTA4MmFmMmQzYWM0ZDgyMGZkNzUxNmU2MTUzZTg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041684,17872,02-0305,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable gas tiro MOTION PRO,52.01,42.98,27.94,02-0305,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041684-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR0V5TDJneFlTODRPVE0xTURVMk5EUXhNemMwTHpFd05ERTJPRFF0TVY4NE1EQlhlRGd3TUVnfGViOTkzYzMxNDY0MTE1YjJlNGExZjEwMDJkNDZlY2FiYWIwMTdjNjljNjQ3ZmFhZGI3MGFhNmY4MGRjMzM3MTU,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041685,17748,02-0306,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,54.60,45.12,29.33,881306,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041685-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1F6TDJneE1pODRPVEkwTXpVMU56VTJNRFl5THpFd05ERTJPRFV0TVY4NE1EQlhlRGd3TUVnfDE0MDA5MWRkYjM1YWZlMDY2NWI5ODM5YzAxMDE0NThkZDY3OTNmZTgxNDBiMzZkMDhmOWFmZDVjOGY5N2U5ODg,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041596,884404,01-0404,MOTION PRO,MOPRO CABLE THROTTLE,Cable de gas para acelerador Motion Pro REF 872008/872067,29.04,24.00,15.60,01-0404,1,8714999089,0,1,"With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.","With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041596-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhREZpTDJoaU5DODRPVEkwTnpJek56QTNPVE0wTHpFd05ERTFPVFl0TVY4NE1EQlhlRGd3TUVnfDUzZGUyZGU1NzdjYTlmMzZkMWI0MWVlNWY5MTQ5OWQ5M2ZlMjBmMWVhZjcxODU1MTFiNmUzNDVmNjI0NWEwZDc,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041609,881674,01-0674,MOTION PRO,MOPRO CABLE THROTTLE PULL,Cable de gas tiro Motion Pro XR400R para acelerador OEM FCR,31.46,26.00,16.90,01-0674,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041609-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGhrTDJnNU9TODRPVFExT1Rjd01qRTJPVGt3THpFd05ERTJNRGt0TVY4NE1EQlhlRGd3TUVnfDgwNDMyMGUyZDdlZTg5MTIxOGI2Nzk2ZjM2NzMxN2ZiYjA5MGU3ZGRhNmJhYTA0MzIwMzg5MmM4NTg1YzM0Mzc,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041667,17719,02-0169,MOTION PRO,MOPRO CABLE FRONT BRAKE,Cable freno delantero,34.97,28.90,18.79,02-0169,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041667-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGhrTDJnME5TODRPVFV6TmpVM01UTXhNRE00THpFd05ERTJOamN0TVY4NE1EQlhlRGd3TUVnfDVhNWJlYjQ3MzkxOWUyY2U3NmQ3ZmRkMzM0MmIyZDcwMTg3ODUwYzViZDAwZjZiNDRkMTg2NTVkNjkzYWFjOTY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041674,18128,02-0217,MOTION PRO,MOPRO CABLE THROTTLE,Cable gas tiro MOTION PRO,49.61,41.00,26.65,02-0217,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041674-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGN6TDJneU1TODRPVE0xTURVMk1qUTBOelkyTHpFd05ERTJOelF0TVY4NE1EQlhlRGd3TUVnfDQ0YjlhMThjYWU5MDExMmI2ZWNhMjIyMWQ5Y2QxMmM3MmVlMTBhYWFkMTZlNzk1ZTM3MmU5ZjMzNGZlMTBhMDQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041678,17746,02-0237,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,41.60,34.38,22.35,02-0237,1,8714109090,0,1,Longitud cable: 1080 mm.<br>Longitud camisa: 975 mm.,Longitud cable: 1080 mm.Longitud camisa: 975 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041678-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR0kyTDJnelpTODRPVEkzTkRBME1ETXlNRE13THpFd05ERTJOemd0TVY4NE1EQlhlRGd3TUVnfDFlYzU5MjJiMDhhZWI2MDY5YjY3MTcwMmMxOThlODMzNzIwYmYyMWJiZmMyNTI0ZDUyYWMyOGQyNTAwYWVjYzI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041683,17855,02-0292,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,44.20,36.53,23.74,02-0292,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control.</p></body> </html>","       With their braiding made of highly resistant and supple steel, they combine safety and reliability. The sheaths are fitted with nylon inserts for more comfortable control. ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,1386,200,177,135,58,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041683-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhR1ptTDJnek55ODRPVFV6TmpVM05USTBNalUwTHpFd05ERTJPRE10TVY4NE1EQlhlRGd3TUVnfDMxYzBlN2I3YmFiYTVjNWZmY2I2NGIxZDQ4MWFjMjdjZDIyOWNlOTczZjhkYWEyM2FhNzUwYzcxMDk2ZmZhMGI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041688,17542,02-0325,MOTION PRO,MOPRO CABLE CLUTCH,Cable embrague,42.64,35.24,22.91,02-0325,0,8714109090,0,1,Longitud cable: 1455 mm.<br>Longitud camisa: 1335 mm.,Longitud cable: 1455 mm.Longitud camisa: 1335 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041688-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRGN5TDJneVlTODRPVFV6TmpVM09URTNORGN3THpFd05ERTJPRGd0TVY4NE1EQlhlRGd3TUVnfDRhNmNlOTVmODlhZWU2Y2FlOTk4MmEyMjRiOTNlNDAwYzllNGU3MjQ0MGRiMTc3YjFmZGMwOGVjNjc2NzZhZTE,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041689,17749,02-0335,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,47.32,39.11,25.42,000002033570,2,8714109090,0,1,Longitud cable: 1150 mm.<br>Longitud camisa: 1045 mm.,Longitud cable: 1150 mm.Longitud camisa: 1045 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,200,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041689-1-800Wx800H?context=bWFzdGVyfHJvb3R8Mjc0MzJ8aW1hZ2UvanBlZ3xhRFF4TDJobU9TODRPVFE1TWpJeU9EQXhORE00THpFd05ERTJPRGt0TVY4NE1EQlhlRGd3TUVnfDQzNDcyNmM2YmY1OGRlOThhN2Q1ZTZkYzk5YTYyZjY1ZTg2M2E0NTViNmEwYmViODIwNjIxMjUxMDVmMTAxNmY,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041691,18183,02-0362,MOTION PRO,MOPRO CABLE SPEEDOMETER,Cable velocímetro,43.17,35.68,23.19,02-0362,2,8714109090,0,1,Longitud cable: 1048 mm.<br>Longitud camisa: 1040 mm.,Longitud cable: 1048 mm.Longitud camisa: 1040 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,2000,236,200,200,50,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041691-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzA2NTN8aW1hZ2UvanBlZ3xhREE1TDJneU5DODRPVFV6TmpVNE1URTBNRGM0THpFd05ERTJPVEV0TVY4NE1EQlhlRGd3TUVnfGMzY2U5ODEwNGVmMTZiOGY5NWZlZDBhMGM1MGU2MTNiZmJjOGMyZmFkYjkwNDk0NzVlZWVlNTFlZTE4NDkyNTI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
1041704,17802,02-0567,MOTION PRO,MOPRO CABLE THROTTLE PUSH,Cable gas retorno MOTION PRO,44.72,36.96,24.02,02-0567,1,8714109090,0,1,Longitud cable: 715 mm.<br>Longitud camisa: 620 mm.,Longitud cable: 715 mm.Longitud camisa: 620 mm.,VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. MAN-MACHINE,3808,101,340,140,80,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1041704-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM4MzB8aW1hZ2UvanBlZ3xhRFJoTDJnNFppODRPVE01TWpreU5EVTVNRE00THpFd05ERTNNRFF0TVY4NE1EQlhlRGd3TUVnfDgwY2VlZGVmNjNlZGE1YTVhNjAzYjVmNjkyOGE0YWFjMGFhZmQ4NzBiYTI5NWRjNTI2OTBlZmIzMWIwMjViYzI,,,,,,,https://static.bihr.pro/eBihr/Pictures/MOTION_PRO-pictures.zip,,,Spain Warehouse (Parts)
