PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (mm),Color,Longitud (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1054199,83350,1230H,BLACKBIRD,BBIRD SEAT COVER DOUBLE GRIP,Funda de asiento Blackbird Doble agarre 3 Yamaha negro/azul 1230H,97.89,80.90,52.59,1230H,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. </p><p></p><p>It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. </p><p></p><p>This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel.</p><p></p><ul> <li>Maximum traction</li><li>Excellent shock resistance both in the center and at the sides of the seat</li><li>Finally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.</li></ul> </body> </html>","       Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel. Maximum tractionExcellent shock resistance both in the center and at the sides of the seatFinally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4207,439,246,342,50,,Azul,,https://api.mybihr.com/medias/1054199-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMzNjEwfGltYWdlL2pwZWd8YURkbEwyZzRaQzg0T1RjeE5qQXpNekV5Tmpjd0x6RXdOVFF4T1RrdE1WODRNREJYZURnd01FZ3w4MDkxYWU0MjM0Mjg3NzI1MmRiNjEyZGJmZmNlMzRkYzRmMGY2MjY1MTdkNGE2ZDRiZjVhYTc2ZWEzMGFlODQw,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054297,78102442,1331G/01,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Suzuki Pyramid amarillo 1331G/01,69.45,57.40,37.31,1331G/01,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4267,345,340,251,50,,Amarillo,,https://api.mybihr.com/medias/1054297-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA0NjQ1fGltYWdlL2pwZWd8YURWaEwyZ3paUzg0T1RjeE5qSTRNelEzTkRJeUx6RXdOVFF5T1RjdE1WODRNREJYZURnd01FZ3xhMDU3NTFkN2Y2ZDI5ZTUxZGJhNGJiMWU5NzMxN2FmM2NlNjA3MDg5Zjg5MjA1Njg0YWM1NTdjZjU0Njc3OTg3,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054300,60000127,1331J/01,BLACKBIRD,BBIRD SEAT COVER TSC,Funda de asiento Blackbird TSC Color,90.75,75.00,38.00,1331J/01,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>TSC Traction / Stability / Control </p><p><br>The TSC inserts, developed exclusively by Blackbird Racing, are based on a 3d printed nanotechnology, specifically for off-road bike sports.</p><p>This technology is based on the specialized vacuum effect generated by two parts which significantly modifies the contact between the rider and the bike. This change improves grip, control and stability. The enhanced contact between rider and motorcycle stems from a different flow of air inside the components and on the increased anti-slip effect given by the inserts. </p><p></p></body> </html>","       TSC Traction / Stability / Control The TSC inserts, developed exclusively by Blackbird Racing, are based on a 3d printed nanotechnology, specifically for off-road bike sports.This technology is based on the specialized vacuum effect generated by two parts which significantly modifies the contact between the rider and the bike. This change improves grip, control and stability. The enhanced contact between rider and motorcycle stems from a different flow of air inside the components and on the increased anti-slip effect given by the inserts.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3873,363,335,246,47,,,,https://api.mybihr.com/medias/1054300-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzU3Mzd8aW1hZ2UvanBlZ3xhR0k0TDJnMU1pODRPVGN4TmpJNE9UTTNNalEyTHpFd05UUXpNREF0TVY4NE1EQlhlRGd3TUVnfGY4NWYxZGMwZWQwN2Y4MGFmOTQxODViZjM0MjgzYjBlNjlkMTFiMTgyZmZlZWE5Y2ZhM2E2NDIzODNiZDQzMGQ,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054313,83189,1419G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Kawasaki 1419G,69.45,57.40,37.31,1419G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4372,464,339,248,52,,Negro,,https://api.mybihr.com/medias/1054313-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMzI2fGltYWdlL2pwZWd8YUdZMEwyZzNPUzg0T1RjeE5qazNOREl5TXpZMkx6RXdOVFF6TVRNdE1WODRNREJYZURnd01FZ3xmM2JjMTg1NDEwMGQyZjU2MDM4ZDUzYzJlOWYwYmNkN2VhMTM0ZTdkZWE0MWM0MzczMmYxYzYxMTdhODdjYmQ2,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054320,83193,1422G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Kawasaki 1422G,69.45,57.40,37.31,1422G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4204,378,339,248,50,,Negro,,https://api.mybihr.com/medias/1054320-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTEyNTB8aW1hZ2UvanBlZ3xhR1U0TDJnMU5pODRPVGN4TmprNU16ZzRORFEyTHpFd05UUXpNakF0TVY4NE1EQlhlRGd3TUVnfDAzMTBmYmVjYzExNDBmN2U2MmM1N2RkODBlMWU5NjRhYzc0MmMxYmUwNWVhODZhOTlhMTE2MTdmZDBiODM4M2Y,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054323,83186,1424G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Kawasaki 1424G,69.45,57.40,37.31,1424G,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,3885,330,336,246,47,,Negro,,https://api.mybihr.com/medias/1054323-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjczMzI2fGltYWdlL2pwZWd8YURjNUwyZzNNaTg0T1RjeE56QXdNVGMwT0RjNEx6RXdOVFF6TWpNdE1WODRNREJYZURnd01FZ3wwZmFhYWY4ZThlN2JlZTdhYjBlYzcwYzBjMDQ0MTY4MTg4NjYwMzkyNWYzYTA3NzEzYjRiZGIzZDNkMGI4YjAz,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054261,83213,1317G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Suzuki 1317G,69.45,57.40,37.31,1317G,2,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4423,423,343,248,52,,Negro,,https://api.mybihr.com/medias/1054261-1-800Wx800H?context=bWFzdGVyfHJvb3R8MjQ0MzYwfGltYWdlL2pwZWd8YUdSbEwyZ3pNUzg0T1RjeE5qRTVNRFF4TXpFd0x6RXdOVFF5TmpFdE1WODRNREJYZURnd01FZ3xhMWU4YzllOTIwNjRkNWUwZGIwMzg1OGJkMjNkNWE1YjFkMWJmMzEwMjJhMWFlMGI0MGJlZTcyNWYyODA5Nzk0,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054224,83348,1244H,BLACKBIRD,BBIRD SEAT COVER DOUBLE GRIP,Funda de asiento Blackbird Doble agarre 3 Yamaha negro/azul 1244H,97.89,80.90,52.59,1244H,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. </p><p></p><p>It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. </p><p></p><p>This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel.</p><p></p><ul> <li>Maximum traction</li><li>Excellent shock resistance both in the center and at the sides of the seat</li><li>Finally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.</li></ul> </body> </html>","       Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel. Maximum tractionExcellent shock resistance both in the center and at the sides of the seatFinally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4253,455,343,248,50,,Azul,,https://api.mybihr.com/medias/1054224-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMzNjEwfGltYWdlL2pwZWd8YUdWaEwyZ3hPUzg0T1RjeE5qRXdNVGt6T1RVd0x6RXdOVFF5TWpRdE1WODRNREJYZURnd01FZ3w0MzkxYmI4MDg0ODFkMmE0Mjc4ZGFjYTMwMmUxMjVjNzU5ODYzNWE4NjNmOThhZmZjZDQ0NTA0MWFhMjQ2YWU3,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054237,83229,1248G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid negro Yamaha 1248G,69.45,57.40,37.31,1248G,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4170,354,339,246,50,,Negro,,https://api.mybihr.com/medias/1054237-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY0NjV8aW1hZ2UvanBlZ3xhRGd3TDJoaE1pODRPVGN4TmpFek16TTVOamM0THpFd05UUXlNemN0TVY4NE1EQlhlRGd3TUVnfDM3YTBhNzY0MWQ3MzI5NTJiMzUyZjQ3YzNkYmY2ZTA1YmVlNzlkOGVjOWZlOGI0ZWQ0OTg4MDU2NmJlZDY0OTM,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054246,78102434,1249G,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Yamaha Pyramid negro 1249G,69.45,57.40,37.31,8430525777637,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.cs20EE0811{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csC235ED31{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4EA70B48{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p><a id=""_DX_FRAG_STARTFRAGMENT""></a>New Pyramid seat cover with new-generation anti-slip effect !</p><p></p><p>New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.</p><p></p><p>Features :</p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards</li><li>Maximum grip even in mud and rain</li><li>Easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> <p></p></body> </html>","       New Pyramid seat cover with new-generation anti-slip effect !New Pyramid seat cover gives the rider perfect adherence to the seat in all conditions.Features : Excellent wear resistance, even when riders use latest-generation protective knee guardsMaximum grip even in mud and rainEasy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4204,321,339,248,50,,Negro,,https://api.mybihr.com/medias/1054246-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjE0MzI5fGltYWdlL2pwZWd8YURrd0wyZ3pOeTg0T1RjeE5qRTFOVEF5TXpZMkx6RXdOVFF5TkRZdE1WODRNREJYZURnd01FZ3wyMzUwNjBjNGI2Y2IwNDM0ZTdhZWYwOTkyZjljNjhkYzQ2MjdlMjU3N2M0ZDE1NjA0Y2MyZGM1OTJjOWMwOGU2,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054248,78102437,1249H,BLACKBIRD,BBIRD SEAT COVER DOUBLE GRIP,Funda de asiento Blackbird Yamaha DG 3 1249H,97.89,80.90,52.59,1249H,1,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csC57700C4{color:#000;background-color:transparent;font-weight:bold;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. </p><p></p><p>It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. </p><p></p><p>This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel.</p><p></p><ul> <li>Maximum traction</li><li>Excellent shock resistance both in the center and at the sides of the seat</li><li>Finally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.</li></ul> </body> </html>","       Double Grip 3 seat cover result of collaboration between Blackbird and MX Teams. It is composed of two different non-slip coatings, one covering the top of the saddle and the other, on the sides. This combination provides better grip and comfort to the rider.With a new anti-slip section, the hallmarks of the Double Grip 3 seat cover are the innovative high-frequency welded traction strip system and the ultraresistant, excellent-grip materials. The raised strips have been specifically studied to allows riders to shift their weight directly onto the back wheel. Maximum tractionExcellent shock resistance both in the center and at the sides of the seatFinally, the two colors and the micro-injection patch give the seat cover a racing look to complement its leading-edge technical features.  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4170,328,339,246,50,,,,https://api.mybihr.com/medias/1054248-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjMzNjEwfGltYWdlL2pwZWd8YUdObEwyZzBNaTg0T1RjeE5qRTFPRGsxTlRneUx6RXdOVFF5TkRndE1WODRNREJYZURnd01FZ3wyYzRjYTIwMjIxYzhjMzdlMjgxZmY1NTFlY2IxYWFkNmRhZmQ4ZGNhOWRiYmJmOTViZjBiMDBhMmNjOTRhNjM4,,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
1054362,60000081,1433G/01,BLACKBIRD,BBIRD SEAT COVER PYRAMID,Funda de asiento Blackbird Pyramid Color KX450 19,69.45,57.40,37.31,1433G/01,0,8714999089,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Pyramid seat cover with new-generation anti-slip effect, made in material with excellent grip and a rubbery consistency that gives the rider perfect adherence to the seat in all conditions. </p><p></p><ul> <li>Excellent wear resistance, even when riders use latest-generation protective knee guards </li><li>Maximum grip even in mud and rain </li><li>Extremely easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat</li></ul> </body> </html>","       Pyramid seat cover with new-generation anti-slip effect, made in material with excellent grip and a rubbery consistency that gives the rider perfect adherence to the seat in all conditions.  Excellent wear resistance, even when riders use latest-generation protective knee guards Maximum grip even in mud and rain Extremely easy to apply, thanks to the shaped parts specially studied to fit the shape of the seat  ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. DESIGN PARTS,,,,4372,313,339,248,52,,,,https://api.mybihr.com/medias/1054362-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDMxMDZ8aW1hZ2UvanBlZ3xhRGMzTDJoaU5pOHhNakE1T1Rnd09EUXlPREEyTWk4eE1EVTBNell5TFRGZk9EQXdWM2c0TURCSXwzZWJiMTgxODA0NzkyMjY3YTBmN2EzZTExYmMxOWIyNmIwNDRkYzQyN2NjOWI5ZDE2ZjY3NjIyMzk5ZjQ1OWY5,https://api.mybihr.com/medias/1054362-2-800Wx800H?context=bWFzdGVyfHJvb3R8NjE5NDF8aW1hZ2UvanBlZ3xhR1EyTDJoaE9DOHhNakE1T1Rnd09EZ3lNVEkzT0M4eE1EVTBNell5TFRKZk9EQXdWM2c0TURCSXxiOGU4YTczNzg0YThlZTU1Y2QyNjFmOTkwMjg5Y2E2NDBmOGZmMGJiMmJkN2E4OTdkYzg5MWMxNTU5YzZkN2Zm,,https://static.bihr.pro/eBihr/Pictures/BLACKBIRD-pictures.zip,Spain Warehouse (Parts)
