PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Cantidad de dientes,V-Color,V-Colores,V-Talla,V-Tamaño,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura (cm),Altura (mm),Anchura (mm),Anchura de la zona de sujeción (mm),Apertura (mm),Barra transversal,Bloqueo,Cantidad,Color,Color del protector del manillar,Composición,Compuesto del puño,Desplazamiento (mm),Diámetro Ø (mm),Elevación de manillar (mm),Embalaje,Gama,Longitud (mm),Longitud de control (mm),Número de dientes de la corona,Número de dientes del piñón,Paso de cadena,Posición,Talla,Tipo,Tipo de corona,Tipo de piñón,Tipo de puño,Versión de corona,Versión de piñón,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,Document1,Document2,DeliveryPlant
1035241,448815,SCHUS,SCAR,SCAR RUBBER KILLERS BLU,Casquillo de tija SCAR azul,23.09,19.08,12.40,3701691108361,2,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title>
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style>
</head>
<body>
<ul>
<li>Diseñados para reemplazar abrazaderas de caucho para barras montadas en las abrazaderas triples de fábrica</li><li>Proporcionan control directo y previenen la torsión de la barra al caer</li><li>Paquete de 4 conos sólidos</li><li>Mecanizados con CNC y anodizados</li>
</ul>
<p> </p>
</body>
</html>","


 




Diseñados para reemplazar abrazaderas de caucho para barras montadas en las abrazaderas triples de fábricaProporcionan control directo y previenen la torsión de la barra al caerPaquete de 4 conos sólidosMecanizados con CNC y anodizados

 

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,629,68,125,136,37,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035241-1.jpg?context=bWFzdGVyfHJvb3R8MTEwNDI5fGltYWdlL2pwZWd8YUdRd0wyaG1OeTh4TURJNE5EZ3pPREk1T1RJME1UUXZPREF3VjNnNE1EQklYekV3TXpVeU5ERXRNUzVxY0djfGZkOGJlMDNmZTkzMzIxZDZkNWY1YjE0ODViZDE5MjAyNTc3Y2Q4MDFlYzMwNTA4ODc3ZDcyMTIwYWQyN2ExNDY,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035245,448814,SCCRF,SCAR,SCAR RUBBER KILLERS RED,Casquillo de tija SCAR rojo,23.09,19.08,12.40,3701691108408,2,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> 
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
</style> 
</head> 
<body> 
<ul> 
<li>Diseñados para reemplazar las abrazaderas triples de goma montadas en el manillar</li>
<li>Proporcionan control directo y previenen la torsión del manillar al caer</li>
<li>Paquete de 4 conos sólidos</li>
<li>Mecanizados CNC y anodizados</li>
</ul> 
<p> </p>
</body> 
</html>","
 
 
  
 
 
 
 
Diseñados para reemplazar las abrazaderas triples de goma montadas en el manillar
Proporcionan control directo y previenen la torsión del manillar al caer
Paquete de 4 conos sólidos
Mecanizados CNC y anodizados
 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,620,88,125,134,37,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035245-1.jpg?context=bWFzdGVyfHJvb3R8ODQ4NTV8aW1hZ2UvanBlZ3xhRE5rTDJoa09DOHhNREk0TlRZNU1UWXpOamswTXpndk9EQXdWM2c0TURCSVh6RXdNelV5TkRVdE1TNXFjR2N8OWRkOGJkNzkzMDA2YWFkMmUwOGMyMmJkMmU2NzcwMGEyZjNmOWYzYjcwZDk0ZDBhZTBiNDJjNGI4NDA0YzcyZg,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1048372,,UBR1,SCAR,SCAR BAR MOUNT RISER BLK,"Alzas de manillar SCAR +20mm Ø22,2mm negro",60.40,49.92,32.45,3701691108217,4,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style> 
</head> 
<body> 
<ul> 
<li><a id=""_DX_FRAG_STARTFRAGMENT""></a>Mecanizado CNC</li>
<li>Kit elevador de manillar para montaje de manillar de serie</li>
<li>Proporciona una posición del manillar 20mm más alta que la posición de serie</li>
<li>Para uso en motos de tierra y ATVs</li>
<li>Incluye tornillos para la abrazadera del manillar</li>
<li>Espaciado de 35mm</li>
</ul> 
</body> 
</html>","
 
 

  
 
 
 
 
Mecanizado CNC
Kit elevador de manillar para montaje de manillar de serie
Proporciona una posición del manillar 20mm más alta que la posición de serie
Para uso en motos de tierra y ATVs
Incluye tornillos para la abrazadera del manillar
Espaciado de 35mm
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,419,227,118,111,32,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1048372-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY3NzE5fGltYWdlL2pwZWd8YUdGa0wyaGhPUzh4TURnMk9UazVOREk1TVRJek1DOHhNRFE0TXpjeUxURmZPREF3VjNnNE1EQkl8ZGRhNWY3MDkxNjMwZDI5MmQxNjViY2VhYzgxN2JiNzE5YjIzMjJjNjRlMzlmOGJiYmFlM2JjM2ZhZGM1ODBhNA,https://api.mybihr.com/medias/1048372-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTU4MzQyfGltYWdlL2pwZWd8YURrekwyZ3hOaTh4TURnM01EQXdOVGc1TVRFd01pOHhNRFE0TXpjeUxUSmZPREF3VjNnNE1EQkl8MDlhNGMwN2QzMzc3ZTM0ZTI2NTY5Nzg5NmI5OTNjNGE2ZGQ2Yjc0OGE2ZTUwOTk2YjI5NTZhMGU3OTU0NjA5OA,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1048373,,UBR2,SCAR,SCAR BAR MOUNT RISER BLK,"Alzas de manillar SCAR +20mm Ø28,6mm negro",60.40,49.92,32.45,3701691108200,8,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title>
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<ul>
<li><a id=""_DX_FRAG_STARTFRAGMENT""></a>Mecanizado CNC</li>
<li>Kit de elevación de manillar para montura de manillar de serie</li>
<li>Proporciona una posición del manillar 20mm más alta que la posición de serie</li>
<li>Para uso en motocicletas de tierra y vehículos todo terreno (ATVs)</li>
<li>Incluye tornillos de abrazadera del manillar</li>
<li>Espaciado de 35mm</li>
</ul>
</body>
</html> 
","



 




Mecanizado CNC
Kit de elevación de manillar para montura de manillar de serie
Proporciona una posición del manillar 20mm más alta que la posición de serie
Para uso en motocicletas de tierra y vehículos todo terreno (ATVs)
Incluye tornillos de abrazadera del manillar
Espaciado de 35mm


 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,864,228,160,180,30,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1048373-1.jpg?context=bWFzdGVyfHJvb3R8MTYyNDc2fGltYWdlL2pwZWd8YURBeUwyZ3pOUzh4TURJNE5EZ3pPRFE1TlRnME9UUXZPREF3VjNnNE1EQklYekV3TkRnek56TXRNUzVxY0djfDU4ODhhZTRjOTYxZDAyNGI0NzRiMGE4NDM2N2M3NDcyODMyNjhhYTdjZjI3ZDcxMjAzNTMyYTcxOGQ2MDI1OGI,https://api.mybihr.com/medias/800Wx800H-1048373-2.jpg?context=bWFzdGVyfHJvb3R8MTU0NjI2fGltYWdlL2pwZWd8YURVMEwyZ3dOUzh4TURJNE5UWTVNakU1TXprNU9UZ3ZPREF3VjNnNE1EQklYekV3TkRnek56TXRNaTVxY0djfDRkMmY2OGVhNDI4MTkxZTAzN2FjOTUzYjdkNjVjYTVkYjVjZDYyZjVlYTMzZTYwZjRlMWQ1YzYyMGE5YWQwOGI,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035246,448818,SCRMZ,SCAR,SCAR RUBBER KILLERS RED,Casquillo de tija SCAR rojo,23.09,19.08,12.40,3701691108385,1,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
</style> 
</head> 
<body> 
<ul> 
<li>Diseñadas para reemplazar las abrazaderas triples montadas en la barra de goma</li>
<li>Proporciona un control directo y evita la torsión de la barra al caer</li>
<li>Paquete de 4 conos sólidos</li>
<li>Mecanizados CNC y anodizados</li>
</ul> 
<p> </p>
</body> 
</html>","
 
 

  
 
 
 
 
Diseñadas para reemplazar las abrazaderas triples montadas en la barra de goma
Proporciona un control directo y evita la torsión de la barra al caer
Paquete de 4 conos sólidos
Mecanizados CNC y anodizados
 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,629,97,125,136,37,,,,,,,,,Rojo,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035246-1.jpg?context=bWFzdGVyfHJvb3R8OTE2MDd8aW1hZ2UvanBlZ3xhR1kyTDJoaU1pOHhNREk0TkRnek9ETXpPRFUyTXpBdk9EQXdWM2c0TURCSVh6RXdNelV5TkRZdE1TNXFjR2N8Mjc4ZWQ3NjNkYjhiZmE1N2ExODJjZmFiNzkyZDI1NjcyYzY3OTdkODNlNzU3YzJiNTU5NjViYzY1ZjNjOTc0MA,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035243,448819,SCYZF,SCAR,SCAR RUBBER KILLERS BLU,Casquillo de tija SCAR azul,23.09,19.08,12.40,3701691108415,3,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> 
<style type=""text/css"">
.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}
</style> 
</head> 
<body> 
<ul> 
<li>Diseñados para reemplazar las abrazaderas triples montadas en barra de goma de serie</li>
<li>Proporciona control directo y previene la torsión de la barra al caer</li>
<li>Paquete de 4 conos sólidos</li>
<li>Mecanizados CNC y anodizados</li>
</ul> 
<p> </p>
</body> 
</html>","
 
 
  
 
 
 
 
Diseñados para reemplazar las abrazaderas triples montadas en barra de goma de serie
Proporciona control directo y previene la torsión de la barra al caer
Paquete de 4 conos sólidos
Mecanizados CNC y anodizados
 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,371,91,134,126,22,,,,,,,,,Azul,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035243-1.jpg?context=bWFzdGVyfHJvb3R8MTAyODc1fGltYWdlL2pwZWd8YUdNMkwyaGlPUzh4TURJNE5EZ3pPRE14T0Rrd01qSXZPREF3VjNnNE1EQklYekV3TXpVeU5ETXRNUzVxY0djfDZhYjlhY2RiZjg3MjkzZDhmNDc3MWRkODY2ODZkODI5NjQ4OTBkNjM1ZGQ0OGIxYWIyNjVkOTk4YjRiYmU3YTQ,https://api.mybihr.com/medias/800Wx800H-1035243-2.jpg?context=bWFzdGVyfHJvb3R8MjcxMTUxfGltYWdlL2pwZWd8YUdJNEwyaGpZaTh4TURJNE5UWTVNVFUzTnprMk1UUXZPREF3VjNnNE1EQklYekV3TXpVeU5ETXRNaTVxY0djfDcxMDdmYjQwZDMwMDNlNzFhMmExZGZmMGVhODk0ZmNiNjEzZjI2Njg0ODZkNjBiNjM1Y2U3ZjhlOGFiMWJlMmE,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035244,448817,SCKTM,SCAR,SCAR RUBBER KILLERS ORA,Casquillo de tija SCAR naranja,23.09,19.08,12.40,X001PTM7XB,1,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> 
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> 
</head> 
<body> 
<ul> 
<li>Diseñado para reemplazar las abrazaderas de triple montura de caucho</li>
<li>Proporciona control directo y previene el giro del manubrio al caer</li>
<li>Paquete de 4 conos sólidos</li>
<li>Mecanizado CNC y anodizado</li>
</ul> 
<p> </p>
</body> 
</html>","
 
 
  
 
 
 
 
Diseñado para reemplazar las abrazaderas de triple montura de caucho
Proporciona control directo y previene el giro del manubrio al caer
Paquete de 4 conos sólidos
Mecanizado CNC y anodizado
 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,371,67,134,126,22,,,,,,,,,Naranja,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035244-1.jpg?context=bWFzdGVyfHJvb3R8MTg4NzU5fGltYWdlL2pwZWd8YURnNUwyaGtNaTh4TURJNE5UWTVNVFU1TnpZeU1qSXZPREF3VjNnNE1EQklYekV3TXpVeU5EUXRNUzVxY0djfDljZTM0NmRlMDY2ZTNjYTIxMDkwOWJkZWUzYTNmYjIyZjdkNmIzY2VkNjI1Njk3NGQ4MzQ2NzUxODFkOTk5NDg,https://api.mybihr.com/medias/800Wx800H-1035244-2.jpg?context=bWFzdGVyfHJvb3R8MTI0OTE5fGltYWdlL2pwZWd8YUdaaUwyaGtaUzh4TURJNE5UWTVNVFl4TnpJNE16QXZPREF3VjNnNE1EQklYekV3TXpVeU5EUXRNaTVxY0djfGI3MDBiY2U5MTI0NjdjNzIzYTM0Y2MwNTUyY2Y3NmU4Mzk1OTczYTJjYjBkMWY0ZWY0OWQzNTk5ZjEwMDY1N2Y,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1035242,448816,SCKXF,SCAR,SCAR RUBBER KILLERS BLU,Casquillo de tija SCAR azul,23.09,19.08,12.40,3701691108392,3,8714109090,0,1,"<p data-isautotranslation=""1""></p><html> 
<head> 
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title> 
<style type=""text/css"">.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}</style> 
</head> 
<body> 
<ul> 
<li>Diseñado para reemplazar las abrazaderas triples de goma montadas en el manillar</li>
<li>Proporciona control directo y previene la torsión del manillar al caerse</li>
<li>Paquete de 4 conos sólidos</li>
<li>Mecanizado CNC y anodizado</li>
</ul> 
<p> </p>
</body> 
</html>","
 
 

  
 
 
 
 
Diseñado para reemplazar las abrazaderas triples de goma montadas en el manillar
Proporciona control directo y previene la torsión del manillar al caerse
Paquete de 4 conos sólidos
Mecanizado CNC y anodizado
 
 
 
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,398,93,122,136,24,,,,,,,,,Azul,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1035242-1.jpg?context=bWFzdGVyfHJvb3R8MTM0MDU3fGltYWdlL2pwZWd8YUdaaUwyaGpOQzh4TURJNE5UWTVNVFUxT0RNd01EWXZPREF3VjNnNE1EQklYekV3TXpVeU5ESXRNUzVxY0djfDhiZjY5NzNjNjVkN2VjNjY2MTgwYTFlYjUxNzE2ZjZiMzE2NWQ5MjI2ODA4NzRjNWZlMTQwNjYyYjZhM2Q5NTE,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1125362,,SCKTHG,SCAR,"SCAR RUBBER KILLERS KTM HVA BLU, BLU",Casquillos de tija SCAR - negro,23.09,19.08,12.40,3701691108354,3,8714109090,0,1,"<ul>
<li>Sustituye a los espaciadores de goma originales</li>
<li>Permiten un control preciso y evitan la torsi&oacute;n del manillar en caso de ca&iacute;da</li>
<li>4 piezas c&oacute;nicas</li>
<li>Mecanizado CNC y anodizado</li>
</ul>","
Sustituye a los espaciadores de goma originales
Permiten un control preciso y evitan la torsión del manillar en caso de caída
4 piezas cónicas
Mecanizado CNC y anodizado
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,388,62,133,127,23,,,,,,,,,Negro,,Aluminio,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1125362-1.jpg?context=bWFzdGVyfHJvb3R8NjUyNjN8aW1hZ2UvanBlZ3xhRFJpTDJoa01pOHhNREk0TlRnMU1EVTRNVFF3TkRZdk9EQXdWM2c0TURCSVh6RXhNalV6TmpJdE1TNXFjR2N8N2Y4MzFlMzZhZjU2M2JiMjczNDg3YzRlOGQ2NTVjMDE2YWIzYThlYzA1Njk0NmRmMTI4MTEwMDIwYTVlNTc0Zg,https://api.mybihr.com/medias/800Wx800H-1125362-2.jpg?context=bWFzdGVyfHJvb3R8MTMzODA5fGltYWdlL2pwZWd8YURJeEwyZzRNeTh4TURJNE5UZzFNRFl3TnpZeE9UQXZPREF3VjNnNE1EQklYekV4TWpVek5qSXRNaTVxY0djfGYzZjk1NDhmZDZmZjRkZDViZTc0OGY5MTFlZjMyMzFlZTQ1ZjcxN2FhYjNjNmFjYjg2NjIwZDRkNjIzZjIwNTg,https://api.mybihr.com/medias/800Wx800H-1125362-3.jpg?context=bWFzdGVyfHJvb3R8NTc4MDl8aW1hZ2UvanBlZ3xhRGd6TDJnM01pOHhNREk0TlRnMU1EWTFNelE1TkRJdk9EQXdWM2c0TURCSVh6RXhNalV6TmpJdE15NXFjR2N8NjE0MzMzZTFmOGM1NzU2Nzg1NzI0ZGFiY2FjYzdkYTYyNDQ0NjM5ZDY4NzgxYWI1YjFkMmViMGQwZTVhNmViZg,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1048369,1048369,SP31,SCAR,"SCAR BAR MOUNT 28,6MM +30-45MM","Torretas de manillar SCAR Ø28,6mm regulables (No OEM)",70.48,58.25,37.86,3701691108279,2,8714109090,0,1,"<ul>
	<li>Mecanizado CNC</li>
	<li>Para manillares de Ø28,6mm</li>
	<li>Diseñado para tijas triple clamp SCAR</li>
	<li>Cuatro opciones de altura incluidas (30/35/40/45mm)</li>
</ul>","
	Mecanizado CNC
	Para manillares de Ø28,6mm
	Diseñado para tijas triple clamp SCAR
	Cuatro opciones de altura incluidas (30/35/40/45mm)
",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,388,375,122,86,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1048369-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTE3MTd8aW1hZ2UvanBlZ3xhR015TDJnd1ppOHhNRGczTURBd05UWTVORFE1TkM4eE1EUTRNelk1TFRGZk9EQXdWM2c0TURCSXw0NTRhNGJiNmJmMzMzNDRjNWI1M2RiYjE5MzdlNDFjMmQxYTg0OGEwYjVlMDk3ZGYxMDM4ZjYxOTYxYWI5ZDFi,,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
1048370,,P63,SCAR,"SCAR BAR MOUNT 28,6MM +30MM",Torretas de manillar SCAR Ø28.6mm +30mm,75.63,62.50,40.63,3701691108255,0,8714109090,0,1,"<p data-isautotranslation=""1""></p><html>
<head>
<meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8"">
<title> </title>
<style type=""text/css"">
.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}
</style>
</head>
<body>
<p>Diseñados para ser montados en las abrazaderas triples de la marca, pueden ser utilizados para controlar con precisión la parte frontal de la motocicleta.</p>
<p> </p>
<ul>
<li>Soportes de Manillar de Motocross</li>
<li>Aluminio 6082 T6 Mecanizado CNC</li>
<li>Elevación del manillar de 30mm</li>
<li>Diseñados para ser montados en las abrazaderas triples de la marca, pueden ser utilizados para controlar con precisión la parte frontal de la motocicleta.</li>
</ul>
<p> </p>
<p>Información adicional: Este kit no contiene una arandela de ajuste.</p>
</body>
</html>","



 



Diseñados para ser montados en las abrazaderas triples de la marca, pueden ser utilizados para controlar con precisión la parte frontal de la motocicleta.
 

Soportes de Manillar de Motocross
Aluminio 6082 T6 Mecanizado CNC
Elevación del manillar de 30mm
Diseñados para ser montados en las abrazaderas triples de la marca, pueden ser utilizados para controlar con precisión la parte frontal de la motocicleta.

 
Información adicional: Este kit no contiene una arandela de ajuste.

",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,,,,,,530,353,129,111,37,,,,,,,,,Negro,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1048370-1.jpg?context=bWFzdGVyfHJvb3R8NTM4OTJ8aW1hZ2UvanBlZ3xhRGhtTDJnME1pOHhNREk0TkRnek9EUTFOalV5Tnpndk9EQXdWM2c0TURCSVh6RXdORGd6TnpBdE1TNXFjR2N8NDIxNGVhZDBiZDE0Zjg3MDZmYjM1MTExM2MwNDkyNWRhNmUwZGRjZWE5NjQwMzkwYzg1OTJlOTllNmFjMDQ0YQ,https://api.mybihr.com/medias/800Wx800H-1048370-2.jpg?context=bWFzdGVyfHJvb3R8MzM4MTAzfGltYWdlL2pwZWd8YURFd0wyZ3dZeTh4TURJNE5UWTVNakUzTkRNek9UQXZPREF3VjNnNE1EQklYekV3TkRnek56QXRNaTVxY0djfDBmOTJmZTgwMzViZTg5YmRkMTM1Y2Y5ZWZhZjVmOTM1ZjM1Njk4NjI3OGY1YWY4ZThhMzlmMGNjZGQ0YWRkMDQ,,,,,,https://static.bihr.pro/eBihr/Pictures/SCAR-pictures.zip,,,Spain Warehouse (Parts)
