PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Compuesto de neumático,Diámetro de la llanta,Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,DeliveryPlant
9006436,,11120090,HEIDENAU,HEIDE TIRE K63 80/80-16,Neumático HEIDENAU K63 80/80-16 M/C 46J TL,73.21,60.50,37.51,4027694120902,0,4011400000,0,1,"<p><strong>Manejabilidad y agarre en mojado</strong></p>
<p>Un patr&oacute;n neutro que hace que el neum&aacute;tico tome bien las curvas y sea estable en las rectas. Un surco bien pensado permite una buena dispersi&oacute;n del agua y un gran rendimiento en mojado sin importar el tiempo que haga.</p>
<p><strong>Longevidad</strong></p>
<p>Gracias a la resistencia del compuesto y a la construcci&oacute;n de Heidenau, el K63 puede utilizarse durante todo el a&ntilde;o con confianza y comodidad durante muchos kil&oacute;metros.</p>","
Manejabilidad y agarre en mojado

Un patrón neutro que hace que el neumático tome bien las curvas y sea estable en las rectas. Un surco bien pensado permite una buena dispersión del agua y un gran rendimiento en mojado sin importar el tiempo que haga.

Longevidad

Gracias a la resistencia del compuesto y a la construcción de Heidenau, el K63 puede utilizarse durante todo el año con confianza y comodidad durante muchos kilómetros.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,25281,2480,530,530,90,80,80,"Scooter, ciclomotor",,16,X-Ply,Neumáticos de motocicleta y scooter,,46,J < 100 km/h,,K63,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006436-1.jpg?context=bWFzdGVyfHJvb3R8Mzg2MjZ8aW1hZ2UvanBlZ3xhRGhtTDJneU1TOHlPVGN6TnpRek5EUTBOemt3TWk4NE1EQlhlRGd3TUVoZk9UQXdOalF6TmkweExtcHdad3w5NmM1YmRlM2RhN2MxNGZmNTNjODE2ZmVkYzkzODljZWVjZWQ4NmMyNDIxZWMyNDA1OThkMjRmMWEzM2Y3ODE4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006429,,11120051,HEIDENAU,HEIDE TIRE K62 120/70-10,Neumático HEIDENAU K62 REINF 120/70-10 54M TL,85.91,71.00,44.02,4027694120513,0,4011400000,0,1,"<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en funci&oacute;n de la aplicaci&oacute;n o el tama&ntilde;o. El K62 es una versi&oacute;n modificada del K66 para que funcione mejor con los scooters de menor tama&ntilde;o que se adaptan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.</p>
<p><strong>Manejabilidad y longevidad</strong></p>
<p>El patr&oacute;n de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con m&aacute;s goma en la carretera, una vida m&aacute;s larga.</p>","
Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación o el tamaño. El K62 es una versión modificada del K66 para que funcione mejor con los scooters de menor tamaño que se adaptan a estas medidas.

Agarre en mojado

Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.

Manejabilidad y longevidad

El patrón de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con más goma en la carretera, una vida más larga.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,24037,3200,430,430,130,70,120,"Scooter, ciclomotor",,10,X-Ply,Neumáticos de motocicleta y scooter,,54,M < 130 km/h,,K62,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006429-1.png?context=bWFzdGVyfHJvb3R8NDQ5OTU2fGltYWdlL3BuZ3xhRE5rTDJneE1DOHlPVGN6TWpBMU1UTTFNell6TUM4NE1EQlhlRGd3TUVoZk9UQXdOalF5T1MweExuQnVad3w3YzQzM2YxZDcyMjhhNTNmNzI0ZGJlYmJjODkwOTJjOTVhZTRkN2QxNDFjMzZlNTU0Y2I5ZDM2NGE4OWEwYmUx,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006411,,11120073,HEIDENAU,HEIDE TIRE K58 MOD. 140/70-12,Neumático HEIDENAU K58 MOD. REINF 140/70-12 65P TL,106.48,88.00,54.56,4027694120735,0,4011400000,0,1,"<p><strong>K58 Mod.</strong></p>
<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en funci&oacute;n de la aplicaci&oacute;n. El K58 Mod. es una versi&oacute;n modificada del K58 para que funcione mejor con los scooters de tama&ntilde;o medio y las motos peque&ntilde;as como las Groms y las Z125 que se ajustan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los grandes bloques de la banda de rodadura y los surcos adicionales proporcionan una gran tracci&oacute;n sin importar el tiempo que haga.</p>
<p><strong>Manejo</strong></p>
<p>A pesar de su aspecto de tacos, el K58 ofrece una conducci&oacute;n s&oacute;lida y c&oacute;moda, en la calle o en la tierra.</p>","
K58 Mod.

Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación. El K58 Mod. es una versión modificada del K58 para que funcione mejor con los scooters de tamaño medio y las motos pequeñas como las Groms y las Z125 que se ajustan a estas medidas.

Agarre en mojado

Los grandes bloques de la banda de rodadura y los surcos adicionales proporcionan una gran tracción sin importar el tiempo que haga.

Manejo

A pesar de su aspecto de tacos, el K58 ofrece una conducción sólida y cómoda, en la calle o en la tierra.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,39015,3890,510,510,150,70,140,"Scooter, ciclomotor",,12,X-Ply,Neumáticos de motocicleta y scooter,,65,P < 150 km/h,,K58 MOD.,Trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006411-1.jpg?context=bWFzdGVyfHJvb3R8Nzg2NDB8aW1hZ2UvanBlZ3xhRGt3TDJnNE5DOHlPVGN6TnpReU5UVXdNakl6T0M4NE1EQlhlRGd3TUVoZk9UQXdOalF4TVMweExtcHdad3wyNTI2M2YwY2I5YWIyOTI0ZDZmM2FjYzczNjZiNzE1ZjY5NTgyNmY2N2ZhZTNhZDlkMTFjNzA0YjhjYWRlZDM0,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006473,,11120185,HEIDENAU,HEIDE TIRE K80 SR 90/90-12,Neumático HEIDENAU K80 SR 90/90-12 54M TL,81.68,67.50,41.85,4027694121855,0,4011400000,0,1,"<p><strong>Conozca el K80 SR</strong></p>
<p>Nuevo en la gama Heidenau, el K80 SR combina un moderno dise&ntilde;o de la banda de rodadura con una carcasa de nuevo desarrollo. esta nueva carcasa hace que el neum&aacute;tico sea estable y tenga una gran respuesta. Si te gusta llevar tu moto al l&iacute;mite, este es tu neum&aacute;tico.</p>
<p><strong>La goma</strong></p>
<p>Esta resistente carcasa est&aacute; recubierta de un compuesto m&aacute;s adherente para aportar un nuevo nivel de tracci&oacute;n a la gama de scooters. Prep&aacute;rate para una gran maniobrabilidad y un rendimiento de frenado duradero.</p>","
Conozca el K80 SR

Nuevo en la gama Heidenau, el K80 SR combina un moderno diseño de la banda de rodadura con una carcasa de nuevo desarrollo. esta nueva carcasa hace que el neumático sea estable y tenga una gran respuesta. Si te gusta llevar tu moto al límite, este es tu neumático.

La goma

Esta resistente carcasa está recubierta de un compuesto más adherente para aportar un nuevo nivel de tracción a la gama de scooters. Prepárate para una gran maniobrabilidad y un rendimiento de frenado duradero.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,20102,2670,460,460,95,90,90,"Scooter, ciclomotor",,12,X-Ply,Neumáticos de motocicleta y scooter,,54,M < 130 km/h,,K80 SR,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006473-1.jpg?context=bWFzdGVyfHJvb3R8NDcwOTh8aW1hZ2UvanBlZ3xhRGt3TDJnNU9TOHlPVGN6TnpRME1URXpNalUzTkM4NE1EQlhlRGd3TUVoZk9UQXdOalEzTXkweExtcHdad3w1NTMxOTRmMzI2M2M2NzBlMzU1ZTQxOTdmY2I0Yzc4MmFiYjM1N2ZlZjViMWMyM2FjMTNiM2JiYmU1OGVmZjcw,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006380,,11120017,HEIDENAU,HEIDE TIRE K38 3.50-10,Neumático HEIDENAU K38 REINF 3.50-10 59M TL,70.18,58.00,35.96,4027694120179,0,4011400000,0,1,"<p><strong>Gran manejo en seco o en mojado</strong></p>
<p>El moderno caucho y la construcci&oacute;n del K38 hacen que el neum&aacute;tico funcione m&aacute;s all&aacute; de su apariencia cl&aacute;sica.</p>","
Gran manejo en seco o en mojado

El moderno caucho y la construcción del K38 hacen que el neumático funcione más allá de su apariencia clásica.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,16641,2460,430,430,90,,3.50,"Scooter, ciclomotor",,10,X-Ply,Neumáticos de motocicleta y scooter,,59,M < 130 km/h,,K38,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006380-1.jpg?context=bWFzdGVyfHJvb3R8NTA5Nzd8aW1hZ2UvanBlZ3xhR1l6TDJnNU1DOHlPVGN6TWpBMk56a3pOREl6T0M4NE1EQlhlRGd3TUVoZk9UQXdOak00TUMweExtcHdad3xmYTQyMTBjOGZlNTMwNjhkMDY0MGVjMmJkMjNiOGFiZWU2MWZiODc3ZTg5MjZjODg2MGM5MDZiYWExZWU3OTk1,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006404,,11120033,HEIDENAU,HEIDE TIRE K58 90/90-10,Neumático HEIDENAU K58 90/90-10 50J TL,67.16,55.50,34.41,4027694120339,0,4011400000,0,1,"<p><strong>La banda de rodadura</strong></p>
<p>El patr&oacute;n de bloques de diamante del K58 con siping a&ntilde;adido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, h&uacute;meda o seca.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto de Heidenau y a su estudiado dise&ntilde;o, la K58 se puede conducir con confianza sin importar el tiempo que haga.</p>","
La banda de rodadura

El patrón de bloques de diamante del K58 con siping añadido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, húmeda o seca.

Agarre en mojado

Gracias al resistente compuesto de Heidenau y a su estudiado diseño, la K58 se puede conducir con confianza sin importar el tiempo que haga.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,18490,2500,430,430,100,90,90,"Scooter, ciclomotor",,10,X-Ply,Neumáticos de motocicleta y scooter,,50,J < 100 km/h,,K58,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006404-1.jpg?context=bWFzdGVyfHJvb3R8NjY2OTh8aW1hZ2UvanBlZ3xhREptTDJnellpOHlPVGN6TnpReU1qUTFORGd4TkM4NE1EQlhlRGd3TUVoZk9UQXdOalF3TkMweExtcHdad3xjZmNkYjk2Y2NjYmU1MjlhOTE4N2Y3OGMyNzQyMTJlMGE3MGRhMDY2OTdhMTc0ODRmYWU4N2EwMGFkYTRlYzI0,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006449,,11120002,HEIDENAU,HEIDE TIRE K75 3.50-8,Neumático HEIDENAU K75 3.50-8 46M TL,63.53,52.50,32.55,4027694120025,5,4011400000,0,1,"<p><strong>La K75</strong></p>
<p>Gran perfil redondeado para el ciclista que busca rendimiento.</p>
<p><strong>La goma</strong></p>
<p>El compuesto de Heidenau tiene la tracci&oacute;n y la resistencia para durar muchos kil&oacute;metros.</p>","
La K75

Gran perfil redondeado para el ciclista que busca rendimiento.

La goma

El compuesto de Heidenau tiene la tracción y la resistencia para durar muchos kilómetros.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,12321,2010,370,370,90,,3.50,"Scooter, ciclomotor",,8,X-Ply,Neumáticos de motocicleta y scooter,,46,M < 130 km/h,,K75,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006449-1.jpg?context=bWFzdGVyfHJvb3R8MzkzODl8aW1hZ2UvanBlZ3xhREE1TDJnd1pDOHlPVGN6TnpRek9UVTFPVGN4TUM4NE1EQlhlRGd3TUVoZk9UQXdOalEwT1MweExtcHdad3xhNjMyMGMxMTdiN2E4NzI4MmE1MmQ3NTkwNzAzNWJjMzhmZWFkZWY4OTdiNzc0YjI4NGM2YjFjNmFkN2ZlNDQ2,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006554,,11120180,HEIDENAU,HEIDE TIRE K80 SR 3.50-10,Neumático HEIDENAU K80 SR 3.50-10 59M TL,71.39,59.00,36.58,4027694121800,2,4011400000,0,1,"<p>Nuevo en la gama Heidenau, el K80 SR combina un moderno diseño de la banda de rodadura con una carcasa de nuevo desarrollo. Esta nueva carcasa está hecha para un neumático estable que tiene una gran retroalimentación.</p>
<p>Esta carcasa resistente está recubierta de un compuesto más adherente para aportar un nuevo nivel de tracción a la gama de scooters. Gran maniobrabilidad y rendimiento de frenado duradero.</p>","
Nuevo en la gama Heidenau, el K80 SR combina un moderno diseño de la banda de rodadura con una carcasa de nuevo desarrollo. Esta nueva carcasa está hecha para un neumático estable que tiene una gran retroalimentación.

Esta carcasa resistente está recubierta de un compuesto más adherente para aportar un nuevo nivel de tracción a la gama de scooters. Gran maniobrabilidad y rendimiento de frenado duradero.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,19360,2660,440,440,100,,3.50,"Scooter, ciclomotor",,10,X-Ply,Neumáticos de motocicleta y scooter,,59,M < 130 km/h,,K80 SR,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006554-1.jpg?context=bWFzdGVyfHJvb3R8NDcwOTh8aW1hZ2UvanBlZ3xhRGcwTDJoak9DOHpNVFUxTlRReU5Ua3lOekU1T0M4NE1EQlhlRGd3TUVoZk9UQXdOalUxTkMweExtcHdad3xhNzM3MzViMGUzMDM1Mzk1MTNjNWRiYmRiYWQ2YmFmODIwYjY2NTJhOTFjNjE3NzM3MDA4NzM0NDFhZGNiZDY2,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006440,,11120170,HEIDENAU,HEIDE TIRE K66 LT 120/70-12,Neumático HEIDENAU K66 LT REINF 120/70-12 58S TL,100.43,83.00,51.46,4027694121701,0,4011400000,0,1,"<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en funci&oacute;n de la aplicaci&oacute;n. El K66LT es una versi&oacute;n modificada del K66 para que funcione mejor con los scooters de tama&ntilde;o medio y las motos peque&ntilde;as como las Groms y las Z125 que se ajustan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los cambios en el siping mantienen al K66LT en el pavimento sin importar el tiempo que haga.</p>
<p><strong>Manejabilidad y longevidad</strong></p>
<p>El patr&oacute;n de bloques chevron de la K66LT ofrece un manejo seguro en todas las condiciones de la carretera, y con m&aacute;s goma en la carretera, una vida m&aacute;s larga.</p>","
Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación. El K66LT es una versión modificada del K66 para que funcione mejor con los scooters de tamaño medio y las motos pequeñas como las Groms y las Z125 que se ajustan a estas medidas.

Agarre en mojado

Los cambios en el siping mantienen al K66LT en el pavimento sin importar el tiempo que haga.

Manejabilidad y longevidad

El patrón de bloques chevron de la K66LT ofrece un manejo seguro en todas las condiciones de la carretera, y con más goma en la carretera, una vida más larga.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,27648,3520,480,480,120,70,120,"Scooter, ciclomotor",,12,X-Ply,Neumáticos de motocicleta y scooter,,58,S < 180 km/h,,K66 LT,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006440-1.jpg?context=bWFzdGVyfHJvb3R8NTE5OTh8aW1hZ2UvanBlZ3xhREkwTDJoaE5DOHlPVGN6TnpRek5qQXlNRGMyTmk4NE1EQlhlRGd3TUVoZk9UQXdOalEwTUMweExtcHdad3w4Njk0NTFjYzMyMGE1ODFiODhjYzA1ZTc1MjlkNWU3NjkyNzA1NWViNzZlMWJmZTliY2I5MWNjZDIzYmJiNDg1,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006403,,11120018,HEIDENAU,HEIDE TIRE K58 3.50-10,Neumático HEIDENAU K58 REINF 3.50-10 59M TL,70.18,58.00,35.96,4027694120186,0,4011400000,0,1,"<p><strong>Banda de rodadura y agarre en mojado</strong></p>
<p>El patr&oacute;n de diamante del K58R y su fant&aacute;stico compuesto hacen que sea posiblemente el mejor neum&aacute;tico de competici&oacute;n para scooters en mojado del mercado. En condiciones duras o suaves, en mojado o en seco. Elija para ganar, elija Heidenau</p>","
Banda de rodadura y agarre en mojado

El patrón de diamante del K58R y su fantástico compuesto hacen que sea posiblemente el mejor neumático de competición para scooters en mojado del mercado. En condiciones duras o suaves, en mojado o en seco. Elija para ganar, elija Heidenau",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,16641,2340,430,430,90,,3.50,"Scooter, ciclomotor",,10,X-Ply,Neumáticos de motocicleta y scooter,,59,M < 130 km/h,,K58,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006403-1.jpg?context=bWFzdGVyfHJvb3R8NjY2OTh8aW1hZ2UvanBlZ3xhR0V4TDJneVpDOHlPVGN6TnpReU1qQTJNVFU1T0M4NE1EQlhlRGd3TUVoZk9UQXdOalF3TXkweExtcHdad3wzYzEzMTkzNzkwMzUyNDY1NTgyOGFlN2Y1YmJjNmI5M2U5ZWJhZGRlZmRhOWVmN2ZiYzI0NDU3MjA5OWY3YWI4,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006434,,11160071,HEIDENAU,HEIDE TIRE K62 130/60-13,Neumático HEIDENAU K62 130/60-13 M/C 60P TL,105.27,87.00,53.94,4027694160717,0,4011400000,0,1,"<p>Heidenau suele realizar cambios en los perfiles de la banda de rodadura en funci&oacute;n de la aplicaci&oacute;n o el tama&ntilde;o. El K62 es una versi&oacute;n modificada del K66 para que funcione mejor con los scooters de menor tama&ntilde;o que se adaptan a estas medidas.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.</p>
<p><strong>Manejabilidad y longevidad</strong></p>
<p>El patr&oacute;n de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con m&aacute;s goma en la carretera, una vida m&aacute;s larga.</p>","
Heidenau suele realizar cambios en los perfiles de la banda de rodadura en función de la aplicación o el tamaño. El K62 es una versión modificada del K66 para que funcione mejor con los scooters de menor tamaño que se adaptan a estas medidas.

Agarre en mojado

Los cambios en el perfil de la banda de rodadura mantienen al K62 en el pavimento sin importar el tiempo que haga.

Manejabilidad y longevidad

El patrón de bloques chevron de la K62 proporciona un manejo seguro en todas las condiciones de la carretera, y con más goma en la carretera, una vida más larga.",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,28717,3290,470,470,130,60,130,Scooter todas las estaciones (M+S),,13,X-Ply,Neumáticos de motocicleta y scooter,,60,P < 150 km/h,,K62,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006434-1.png?context=bWFzdGVyfHJvb3R8NDQ5OTU2fGltYWdlL3BuZ3xhRFpoTDJobE15OHlPVGN6TWpBMU16TXhPVGN4TUM4NE1EQlhlRGd3TUVoZk9UQXdOalF6TkMweExuQnVad3xjZTNlODllMTRkZTA5YzViNWVmZTk4NzBiYWNmMWU1ZDRkY2U1YjJhMjliNDI5MTE0NTM3NTU1ZTcxZmQ1Y2Vh,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006400,,11160139,HEIDENAU,HEIDE TIRE K58 110/70-12,Neumático HEIDENAU K58 110/70-12 56M TL M+S SNOWTEX,94.38,78.00,48.36,4027694161394,0,4011400000,0,1,"<p><strong>La banda de rodadura</strong></p>
<p>El patrón de bloques de diamante del K58 con siping añadido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, húmeda o seca.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto de Heidenau y a su estudiado diseño, la K58 se puede conducir con confianza sin importar el tiempo que haga.</p>
<p><strong>NEUMÁTICOS DE INVIERNO SNOWTEX</strong></p>
<p>La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.</p>
<p><strong>Condiciones técnicas de uso:</strong></p>
<ul>
	<li>Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.</li>
	<li>Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.</li>
	<li>Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.</li>
</ul>
","
La banda de rodadura

El patrón de bloques de diamante del K58 con siping añadido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, húmeda o seca.

Agarre en mojado

Gracias al resistente compuesto de Heidenau y a su estudiado diseño, la K58 se puede conducir con confianza sin importar el tiempo que haga.

NEUMÁTICOS DE INVIERNO SNOWTEX

La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.

Condiciones técnicas de uso:

	Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.
	Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.
	Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.

",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,22275,2870,450,450,110,70,110,Scooter todas las estaciones (M+S),,12,X-Ply,Neumáticos de motocicleta y scooter,,56,M < 130 km/h,Mud and Snow,K58,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006400-1.jpg?context=bWFzdGVyfHJvb3R8NjY2OTh8aW1hZ2UvanBlZ3xhRGN4TDJnNFlTOHlPVGN6TnpReU1EZzRNVGsxTUM4NE1EQlhlRGd3TUVoZk9UQXdOalF3TUMweExtcHdad3w0YWM0YWEwZTIzMGUwOWRkMThkZDBmOGUzYWZjMWU0NTY2ZTZiMzIzOTlmNjY2MDcxN2Q5OWJiMzZjY2E0ZDYz,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
9006399,,11160066,HEIDENAU,HEIDE TIRE K58 110/70-11,Neumático HEIDENAU K58 110/70-11 45M TL M+S SNOWTEX,93.17,77.00,47.74,4027694160663,0,4011400000,0,1,"<p><strong>La banda de rodadura</strong></p>
<p>El patrón de bloques de diamante del K58 con siping añadido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, húmeda o seca.</p>
<p><strong>Agarre en mojado</strong></p>
<p>Gracias al resistente compuesto de Heidenau y a su estudiado diseño, la K58 se puede conducir con confianza sin importar el tiempo que haga.</p>
<p><strong>NEUMÁTICOS DE INVIERNO SNOWTEX</strong></p>
<p>La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.</p>
<p><strong>Condiciones técnicas de uso:</strong></p>
<ul>
	<li>Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.</li>
	<li>Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.</li>
	<li>Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.</li>
</ul>
","
La banda de rodadura

El patrón de bloques de diamante del K58 con siping añadido proporciona un manejo seguro en todas las condiciones de la carretera. Ya sea rugosa o lisa, húmeda o seca.

Agarre en mojado

Gracias al resistente compuesto de Heidenau y a su estudiado diseño, la K58 se puede conducir con confianza sin importar el tiempo que haga.

NEUMÁTICOS DE INVIERNO SNOWTEX

La superficie de la banda de rodadura de los neumáticos Snowtex ® está formada por un compuesto de caucho de sílice de alta calidad, adecuado para las temperaturas invernales. Esto garantiza una gran elasticidad a baja temperatura, lo que proporciona el agarre y la tracción necesarios en la carretera incluso con nieve y hielo. En este material especial se integran fibras sintéticas de estructura, tamaño y textura variables, lo que permite un aumento significativo del comportamiento de agarre en carreteras frías y mojadas.

Condiciones técnicas de uso:

	Los neumáticos Snowtex deben circular con la presión de aire habitual para neumáticos estándar.
	Debido a la rugosidad de la superficie, los neumáticos pueden cargarse al máximo sin ninguna limitación de su capacidad de adherencia desde el primer kilómetro.
	Los neumáticos de invierno Snowtex llevan la etiqueta M+S en el flanco del neumático.

",TIRES & ACCESSORIES,SCOOTER,SCOOTER TIRE X-PLY,20339,2590,430,430,110,70,110,Scooter todas las estaciones (M+S),,11,X-Ply,Neumáticos de motocicleta y scooter,,45,M < 130 km/h,Mud and Snow,K58,Delantero/trasero,TL - Tubeless,https://api.mybihr.com/medias/800Wx800H-9006399-1.jpg?context=bWFzdGVyfHJvb3R8NjY2OTh8aW1hZ2UvanBlZ3xhREV4TDJnNU9DOHlPVGN6TnpReU1EUTRPRGN6TkM4NE1EQlhlRGd3TUVoZk9UQXdOak01T1MweExtcHdad3w3NGE3NTQ4ZTY2MzFlNGExN2Y1MWY0MzNiY2I3MzhiZDE3Mzk4YmFlYzI2OWE1YWNjZjNjMzIyNGEyZGM4MTMx,,,,,https://static.bihr.pro/eBihr/Pictures/HEIDENAU-pictures.zip,Spain Warehouse (Tires)
