PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Acabado,V-Color,V-Colores,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Color,Composición,Embalaje,Homologación,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,Picture7,AllPicturesZIP,DeliveryPlant
1114013,,FRTCR125YA0022R,FRESCO,FRESC EXHAUST PIPE RAW,Bufanda escape FRESCO Raw - acero,290.40,240.00,156.00,3125230102267,1,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,34020,1703,564,290,208,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/1114013-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTAwNDQwfGltYWdlL2pwZWd8YURCbUwyZzROUzh4TkRjek1EVTBNakE0T0RJeU1pOHhNVEUwTURFekxURmZPREF3VjNnNE1EQkl8ZDRjZTFmNmQ4NzA0ZTMzZDIzNjRmYjdmODgxYTExZGFmZjIwNDIxNzA5ODQ3M2ZhN2FkM2IwYWExN2QzMTNlYw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1110059,,VINT125KX8889S,FRESCO,FRESC ALUMINIUM SILENCER CARBY VINT,Silenciador FRESCO Vintage,181.50,150.00,97.50,1124125088176,0,8714109090,0,1,"<ul>
<li>Dise&ntilde;o original y ligero.</li>
<li>Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.</li>
<li>Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.</li>
<li>El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.</li>
<li>La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.</li>
</ul>","
Diseño original y ligero.
Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.
Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.
El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.
La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,8881,889,444,241,83,,,Acero,,,,No homologado,https://api.mybihr.com/medias/800Wx800H-1110059-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NDB8aW1hZ2UvanBlZ3xhRGd5TDJnd1l5ODVPREF4TVRrME1qVTRORE0xTUM4NE1EQlhlRGd3TUVoZk1URXhNREExT1MweExtcHdad3xkYjA1MGQ3NmFmN2ZmMDYxOTdlZTM2MWY2NzcxODg5YTdlOGY4MTU2NWIwNjNkYmMwZGY4YjRjZGYyYTVkNTBj,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1110058,,VINT250KX8889S,FRESCO,FRESC ALUMINIUM SILENCER CARBY VINT,Silenciador FRESCO Vintage,181.50,150.00,97.50,1124258889176,0,8714109090,0,1,"<ul>
<li>Dise&ntilde;o original y ligero.</li>
<li>Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.</li>
<li>Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.</li>
<li>El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.</li>
<li>La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.</li>
</ul>","
Diseño original y ligero.
Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.
Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.
El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.
La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,5437,979,464,126,93,,,Acero,,,,No homologado,https://api.mybihr.com/medias/800Wx800H-1110058-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NDB8aW1hZ2UvanBlZ3xhRFV5TDJneE15ODVPREF4TVRrME1qTTROemMwTWk4NE1EQlhlRGd3TUVoZk1URXhNREExT0MweExtcHdad3wwNDFkYTVjMDU2YzY4MTMxYTdjMTMwMjllMGRkOThmZTVmNDBhM2RkZTc0ODZiODEyYTY3NGU0Y2NlYTZjYmY3,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1114012,,FRTCR125YA0022F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,350.90,290.00,188.50,5625112500221,1,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,36433,1756,580,302,208,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1114012-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhREJpTDJnd01TODVPREF4TVRrME1qazNOelUyTmk4NE1EQlhlRGd3TUVoZk1URXhOREF4TWkweExtcHdad3w3Njc0MTM4MDI2ZjllYmEwMTI0YjQwZjQ1Y2JmNjg3ZGY4OGUxZTQwMTZjOTAyMTlhZmQ3MWRhOWIzNWQ0Yzgx,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1114015,,FRTCR125YA0022OTCA,FRESCO,FRESC ALUMINIUM SILENCER CARBY,Silenciador FRESCO Carby - Aluminio / carbono,248.05,205.00,133.25,3101252202222,1,8714109090,0,1,"<p>El silenciador &quot;Carby&quot; combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Dise&ntilde;o innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida &uacute;til</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansi&oacute;n original</li>
	<li>Viene completo con la fijaci&oacute;n de goma antivibratoria</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibratoria
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,11960,1268,560,181,118,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1114015-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YUdZNEwyaG1ZaTg1T0RBeE1qUTJOVGs0TnpZeE5DODRNREJYZURnd01FaGZNVEV4TkRBeE5TMHhMbXB3Wnd8Mjg5ZTBkY2NmNWNiMWViNzRiY2Q1MjE2YzRhYzdjZjEyYjJmNGIzOWY1YTAxODYxZmY4ZDlmZTU1NGUwMDg0Yg,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1121020,,FRTEN300TM0019OTCA,FRESCO,FRESC ALUMINIUM SILENCER CARBY,Silenciador FRESCO Carby aluminio / carbono,248.05,205.00,143.50,3103002019203,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,14461,1862,677,178,120,Carbono,Aluminio,Acero inoxidable,,,,,https://api.mybihr.com/medias/800Wx800H-1121020-1.jpg?context=bWFzdGVyfHJvb3R8MTAxMzU1fGltYWdlL2pwZWd8YURoaUwyaGlOUzg1T0RBeE1qUTJOakU0TkRJeU1pODRNREJYZURnd01FaGZNVEV5TVRBeU1DMHhMbXB3Wnd8ZTUwYWQ4NjMwYjI0ZjdjNTBjMDI1ODdkY2I0MWFlZTQwNzZlZjkzZTFlM2U4ZTUxOTA3NGI2MTdjZGU0MjExNQ,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1125329,,FRTEN300KT0024OTCA/W,FRESCO,FRESC EXHAUST CARBY MUFFLER,Silenciador FRESCO Carby aluminio bianco/carbono,254.10,210.00,147.00,3103001120245,0,8714109090,0,1,"<p>El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.</p>
<ul>
	<li>Diseño innovador y ligero</li>
	<li>El material fonoabsorbente de alta calidad garantiza una larga vida útil</li>
	<li>Cumple con las normas de ruido de la FIM</li>
	<li>Compatible con la expansión original</li>
	<li>Viene completo con la fijación de goma antivibración</li>
</ul>","
El silenciador ""Carby"" combina la ligereza del aluminio, la robustez del acero inoxidable y la flexibilidad de la fibra de carbono.

	Diseño innovador y ligero
	El material fonoabsorbente de alta calidad garantiza una larga vida útil
	Cumple con las normas de ruido de la FIM
	Compatible con la expansión original
	Viene completo con la fijación de goma antivibración
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,30618,2560,210,180,810,Carbono,Aluminio,,Aluminio & Carbono,Aluminio,por unidad,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1125329-1.jpg?context=bWFzdGVyfHJvb3R8NjcxODJ8aW1hZ2UvanBlZ3xhREprTDJoaE1TODVPREF4TWpRMk5qYzNOREEwTmk4NE1EQlhlRGd3TUVoZk1URXlOVE15T1MweExtcHdad3w3NjhkMTllNWE1N2M1YWJiMmI4MjJhNTFkNmIwMGEzMjE0YWUzYmM0MDI5ZjIwNTNjY2M5NWIxN2EwYmVlZDI1,https://api.mybihr.com/medias/800Wx800H-1125329-2.jpg?context=bWFzdGVyfHJvb3R8NjUzMDd8aW1hZ2UvanBlZ3xhRFZrTDJnNVlTODVPREF4TWpRMk5qazNNRFkxTkM4NE1EQlhlRGd3TUVoZk1URXlOVE15T1MweUxtcHdad3wzOWFkNDU0NzNhNGNmYjkxMGJmYWI1Yjk2NTg4MzA2NzAwN2I0MTRhNWJlODkzYmE3NGUwZGVkZGI3OWZlYjYz,https://api.mybihr.com/medias/800Wx800H-1125329-3.jpg?context=bWFzdGVyfHJvb3R8NDIxMjF8aW1hZ2UvanBlZ3xhR1kwTDJnMFlpODVPREF4TWpRMk56RTJOekkyTWk4NE1EQlhlRGd3TUVoZk1URXlOVE15T1MwekxtcHdad3w0NGRjZDA1NGJlZDRlOGU1YjE1OGUxMWY3OWUyODhkZDY0YTA3Mjg4YTgyZjE4M2I5MGY1ZmMyMWYxNDlkNTQ5,https://api.mybihr.com/medias/800Wx800H-1125329-4.jpg?context=bWFzdGVyfHJvb3R8NTAwMzJ8aW1hZ2UvanBlZ3xhREkwTDJnME5TODVPREF4TWpRMk56TTJNemczTUM4NE1EQlhlRGd3TUVoZk1URXlOVE15T1MwMExtcHdad3wyMWI2OTZiYTIxZTM2M2YxZTA0ZDI1N2IzMTMxMWQzMDZiMzBjYTQ3OGMyZGZkMmY4ODMyOTAyNGY0ZDlhMGZk,https://api.mybihr.com/medias/800Wx800H-1125329-5.jpg?context=bWFzdGVyfHJvb3R8MTIwMzYzfGltYWdlL2pwZWd8YURVMEwyZ3paUzg1T0RBeE1qUTJOelUyTURRM09DODRNREJYZURnd01FaGZNVEV5TlRNeU9TMDFMbXB3Wnd8NDcyZTQ1Mjg5MmQ5Zjk4ZGI2MjgwN2NjNzZiNWQxNDdkYjE5NzZjMDliMzdlYThkNzc2MjNhOTJkMjE5MzJhNQ,https://api.mybihr.com/medias/800Wx800H-1125329-6.jpg?context=bWFzdGVyfHJvb3R8MTQ0MDA1fGltYWdlL2pwZWd8YURrMkwyZ3pOeTg1T0RBeE1qUTJOemMxTnpBNE5pODRNREJYZURnd01FaGZNVEV5TlRNeU9TMDJMbXB3Wnd8MDRiYTFhYzhhNmIyNjc0ZTJkYmMyN2NmMmU3NjYwYzM3YWVmN2EwYzI5ZjY3ZjIyMTM4Y2JjNzcxNzViZGViOQ,https://api.mybihr.com/medias/800Wx800H-1125329-7.jpg?context=bWFzdGVyfHJvb3R8MTg4NDY3fGltYWdlL2pwZWd8YUdNM0wyZ3pNQzg1T0RBeE1qUTJOemsxTXpZNU5DODRNREJYZURnd01FaGZNVEV5TlRNeU9TMDNMbXB3Wnd8ZjVkNThkNDRjMmExNWRmMWJkMDRjYTZhMDBiZjdhYTk3Yzc3NzlhMmVlNGM0NDFlYjFhMmE4ZjcwNmNhZjkxMw,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1125327,,FRTEN300KT0024C,FRESCO,FRESC EXHAUST STEEL CHROME,Bufanda escape FRESCO Chrome - acero cromado,350.90,290.00,203.00,5030011024387,0,8714109090,0,1,"<p>La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.</p> <ul> <li>El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo.</li> <li>Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor.</li> <li>Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima.</li> <li>Compatible con el silenciador original.</li> </ul>","
La bufanda de escape FRESCO Chrome está fabricada con chapas de acero de grosor variable. Esta característica proporciona mayor protección en las partes más expuestas a daños y mantiene un buen sonido en el sistema de escape.  El recubrimiento exterior en níquel + cromo garantiza una gran resistencia a las inclemencias del tiempo. Diseño optimizado para reducir el volumen y mantener la bufanda muy cerca del motor. Para la versión Enduro, la bufanda suaviza la entrega de potencia del motor sin penalizar la potencia máxima. Compatible con el silenciador original. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,65722,2565,674,398,245,,,Cromo,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1125327-1.jpg?context=bWFzdGVyfHJvb3R8OTM1NzB8aW1hZ2UvanBlZ3xhRE0zTDJoa1pDODVPREF4TVRrME5URTBNREkxTkM4NE1EQlhlRGd3TUVoZk1URXlOVE15TnkweExtcHdad3wzNzY5MGQ0OGNkMTJkNmJmZWE5NzI2YTEwOTM0ZTk4MmY4YTcxZjMzZDA2YTQzN2EwNTI3Mzg3NGMzYjc2ODkx,https://api.mybihr.com/medias/800Wx800H-1125327-2.jpg?context=bWFzdGVyfHJvb3R8ODM1NDB8aW1hZ2UvanBlZ3xhRFk1TDJoa015ODVPREF4TVRrME5UUXdNak01T0M4NE1EQlhlRGd3TUVoZk1URXlOVE15TnkweUxtcHdad3wzZTlmMDkyYmYzMTI5ZGY1YzhlMzkzZmQ3NWM4MTY2MGExYzNkMzhjZjk4YzY2Y2JjYTM5N2M2ODI3YmMyNTY0,https://api.mybihr.com/medias/800Wx800H-1125327-3.jpg?context=bWFzdGVyfHJvb3R8NTc0NzR8aW1hZ2UvanBlZ3xhREpqTDJoak9DODVPREF4TVRrME5UYzVOVFl4TkM4NE1EQlhlRGd3TUVoZk1URXlOVE15TnkwekxtcHdad3xjYjg3NzhmYWQ1ZmIwMTAyZDJmYWNjMjIwYjg4NGJiYzk2MWM5MGZiNTAyMjc0NTZhODc0MzZkMzlhMjI0NDNi,https://api.mybihr.com/medias/800Wx800H-1125327-4.jpg?context=bWFzdGVyfHJvb3R8ODc1OTh8aW1hZ2UvanBlZ3xhR1l6TDJnM01pODVPREF4TVRrME5qRTRPRGd6TUM4NE1EQlhlRGd3TUVoZk1URXlOVE15TnkwMExtcHdad3wzMTQ2NDJmNTIwYjVkNzQ2NzEzNjlmNjJmNTE1MjE0ZGYyOTdjNjExMzI5YmI4ZDgzMTlkNWFjMTA1YjVmNGUy,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1125328,,FRTEN300KT0024R,FRESCO,FRESC EXHAUST STEEL RAW,Bufanda escape FRESCO Raw - acero,322.67,266.67,186.67,5030011024189,0,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,68801,2612,620,411,270,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1125328-1.jpg?context=bWFzdGVyfHJvb3R8OTg4MjN8aW1hZ2UvanBlZ3xhREV6TDJnMk5pODVPREF4TVRrME5qVXhOalV4TUM4NE1EQlhlRGd3TUVoZk1URXlOVE15T0MweExtcHdad3xmZDE2ZjM4NmMzYjVjZDhiNzQ5MzJkOWJjOTM1ODMwYjI2ZDJjMTFmYzI3M2RkYzgwOTEwNjIxODA5NTY2YzA0,https://api.mybihr.com/medias/800Wx800H-1125328-2.jpg?context=bWFzdGVyfHJvb3R8OTQ4NDB8aW1hZ2UvanBlZ3xhRGsxTDJnMVpTODVPREF4TVRrME5qYzNPRFkxTkM4NE1EQlhlRGd3TUVoZk1URXlOVE15T0MweUxtcHdad3wyZTZhOGJhYjljNWM3MzQ0ZDE1OGEyYjJiZjQ1MzhmYWUyMTlkY2RlMjliNWI3OTdlNjgxNTE3MjdiMTQ1Njhl,https://api.mybihr.com/medias/800Wx800H-1125328-3.jpg?context=bWFzdGVyfHJvb3R8NzUyMzd8aW1hZ2UvanBlZ3xhR1psTDJoaE55ODVPREF4TWpRMk5qVTNOelF6T0M4NE1EQlhlRGd3TUVoZk1URXlOVE15T0MwekxtcHdad3w5YWQxNDRiMjU4YmE4NjE0MTZkNGVmMjdiZTYwM2UwMjZlNjA4OTliZDc4NWE4ZmU5NjEyMDUwMjliMzE2NDUz,https://api.mybihr.com/medias/800Wx800H-1125328-4.jpg?context=bWFzdGVyfHJvb3R8ODAzMzl8aW1hZ2UvanBlZ3xhRFEwTDJnd05DODVPREF4TVRrME56VTJOVEE0Tmk4NE1EQlhlRGd3TUVoZk1URXlOVE15T0MwMExtcHdad3xmZjY5NzMzM2Q2MmI2NmU1NjhiYTk0ODA0NTE1OTMyNzM0YTA5MjhjMWE0MTdiNzg5NDNhZWUxYzViOGEzMzcz,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1110057,,VINT125CR0080S,FRESCO,FRESC ALUMINIUM SILENCER CARBY VINT,Silenciador FRESCO Vintage,181.50,150.00,105.00,3161258000178,0,8714109090,1,1,"<ul>
<li>Dise&ntilde;o original y ligero.</li>
<li>Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.</li>
<li>Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.</li>
<li>El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.</li>
<li>La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.</li>
</ul>","
Diseño original y ligero.
Los componentes optimizan el flujo de gases, aumentan el rendimiento y cumplen la normativa sobre ruido de la FIM.
Combina la resistencia del acero inoxidable, la ligereza del aluminio y la flexibilidad de la fibra de carbono.
El silenciador se adapta al tubo delantero de serie y el tubo delantero se adapta al silenciador de serie.
La calidad de los materiales utilizados hace que sea un producto de alto rendimiento, fiable y duradero.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,1,1,10,10,10,,,Acero,,,,No homologado,https://api.mybihr.com/medias/800Wx800H-1110057-1.jpg?context=bWFzdGVyfHJvb3R8NDQ2NDB8aW1hZ2UvanBlZ3xhREJtTDJneFlTODVPREF4TVRrME1qRTVNVEV6TkM4NE1EQlhlRGd3TUVoZk1URXhNREExTnkweExtcHdad3xmNzkxODI2ODE1OGU3MWQ3NmQxNzYyMDljYmY3NmJlZTM5Zjg5ZWM5NTZiODdlODJhMWFhOTkzMDkwYTI0OWVj,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,France Warehouse (Parts)
1123554,,FRTEN200BE0020F,FRESCO,FRESC EXHAUST PIPE FACTORY,Bufanda escape FRESCO Factory - acero,350.90,290.00,203.00,5030020002079,0,8714109090,0,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,51834,2319,533,389,250,,,Acero,,,,Homologación FIM,https://api.mybihr.com/medias/800Wx800H-1123554-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhR1ZsTDJoaVppODVPREF4TVRrME5ETTFNemd5TWk4NE1EQlhlRGd3TUVoZk1URXlNelUxTkMweExtcHdad3wxYWI1OGRhODhiMGNhNDNlNDM1YzZlNTFlYzk0MDE3N2UwOTQzZmQ3NTkwZjIzODE3NDk3MjA0NTE2M2I2Nzkw,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1127038,,VINT250YZ0091EX,FRESCO,FRESC EXHAUST STEEL FACTORY,Bufanda escape FRESCO Factory - acero,412.80,341.16,238.81,2526250009153,0,8714109090,1,1,"<p>El escape Factory es de chapa de acero de grosor variable. Esta caracter&iacute;stica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.</p>
<ul>
<li>Sistema de escape artesanal.</li>
<li>Aspecto atractivo y dimensiones reducidas para evitar colisiones.</li>
<li>Permite aumentar la potencia en todo el rango de funcionamiento.</li>
<li>Se puede montar en el silenciador original.</li>
</ul>","
El escape Factory es de chapa de acero de grosor variable. Esta característica permite una mayor resistencia de las piezas expuestas a impactos y mantiene una excelente resonancia del sistema de escape.

Sistema de escape artesanal.
Aspecto atractivo y dimensiones reducidas para evitar colisiones.
Permite aumentar la potencia en todo el rango de funcionamiento.
Se puede montar en el silenciador original.
",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,53156,2582,675,375,210,,,Acero,,,,No homologado,https://api.mybihr.com/medias/800Wx800H-1127038-1.jpg?context=bWFzdGVyfHJvb3R8OTYwNzR8aW1hZ2UvanBlZ3xhR1JoTDJnME55ODVPREF4TVRrMU1UQXpPRFE1TkM4NE1EQlhlRGd3TUVoZk1URXlOekF6T0MweExtcHdad3w5NWVkY2E4YjEwNzBhYWNjNWRiNDg4YjFkZjU3N2M2NjA1NDAwNjE2ODU4ZmIyODFjZDhiODM2NjE5Nzk1MmQ5,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
1147670,,VINT125CR9091EX,FRESCO,FRESC EXHAUST STEEL  FACTORY VINTAGE,Bufanda escape FRESCO Vintage Factory - acero,350.90,290.00,203.00,3161259091502,3,8714109090,0,1,<p>El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.</p> <ul> <li>Diseño optimizado para reducir el espacio ocupado.</li> <li>Compatible con los silenciadores originales.</li> </ul>,"
El escape Raw está fabricado en chapas de acero con espesores variables. Esta característica permite una mayor resistencia en las partes expuestas a golpes y mantiene una excelente resonancia del sistema de escape.  Diseño optimizado para reducir el espacio ocupado. Compatible con los silenciadores originales. ",VEHICLE PARTS & ACCESSORIES,ACCESSORIES,ACC. EXHAUST,,,,36596,1910,555,283,233,,,Acero,,,,,https://api.mybihr.com/medias/800Wx800H-1147670-1.jpg?context=bWFzdGVyfHJvb3R8NzcyMzV8aW1hZ2UvanBlZ3xhRE0zTDJoaFpDODVPREF4TWpNME16VTVPVEV6TkM4NE1EQlhlRGd3TUVoZk1URTBOelkzTUMweExtcHdad3w4ZTY5YzliNDUxMWQ1OGNhZWI3NWFiOTg5ZjE5NDYwYzUyMDU0MWY4ZWM1MjU0ZmY3ZWYwZjhjYWFjODQ2ZGZl,,,,,,,https://static.bihr.pro/eBihr/Pictures/FRESCO-pictures.zip,Spain Warehouse (Parts)
