PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Composición,Composición del kit,Diámetro int/ext (mm/mm),Embalaje,Espesor (mm),Picture1,Picture2,Picture3,AllPicturesZIP,DeliveryPlant
1018358,,F2715AC,NEWFREN,NEWFR PLATE FRICTION,Kit de discos + separadores de embrague NEWFREN Standard,138.30,114.30,74.30,8025832276197,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1406,921,184,182,42,,,,por unidad,,https://api.mybihr.com/medias/1018358-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDUwMzl8aW1hZ2UvanBlZ3xhRGcyTDJoa09TODRPVE00TXpZME9Ua3pOVFkyTHpFd01UZ3pOVGd0TVY4NE1EQlhlRGd3TUVnfDhkNjA2M2E4NzllMGQ2ZTcwODlhNmY2YWUwNjI5NzM5NWQxZjJiZDFkMmQ5YWEyNTAyYTdkZmMzNTE5NDc3MDg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018359,,F2716A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,90.63,74.90,48.69,8025832276234,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,780,337,164,164,29,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018359-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdRekwyaGlNQzg0TVRRMk9UWTRNemcxT1RRNE5pODRNREJYZURnd01FaGZNVEF4T0RNMU9TMHhMbXB3Wnd8OGM1YzAxMGY5ZmNjODc1ZTZkNjQ0ZjQ4ZmZiMTJhZWQxMzI0YWIxZTI3ZjRhYTMxMzUyZmEyZTEyZWEzZGZjNw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018361,,F2720A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,90.63,74.90,48.69,8025832276418,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,726,336,164,164,27,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018361-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURSbUwyaG1aaTg0TVRRMk9UWTROREExTmpBNU5DODRNREJYZURnd01FaGZNVEF4T0RNMk1TMHhMbXB3Wnd8NmY4OTY3NTA4MWM2ZDE0YjkwMTYxZDdmY2M3ZTI1ODA4MDcxOWU1OGNlNzY1Yjk3MDhjMGI1NTU0MWQ4NjA0Yg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018364,,F2811A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,47.80,39.50,25.68,8025832038542,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,474,179,134,131,27,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018364-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURJeUwyaG1NeTg0TVRRMk9UWTRORFEwT1RNeE1DODRNREJYZURnd01FaGZNVEF4T0RNMk5DMHhMbXB3Wnd8NjVhYzllOWRkM2Q4YjA0MDUxYzRhNjYwYjc2MzUyZTFkMTc3NjE5NjM0NjIwOGYzZmZiNDAxODRhYjc5YzkwYg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018367,,F2815A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,57.96,47.90,31.14,8025832038641,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,691,223,147,147,32,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018367-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURneUwyaGxOUzg0TVRRMk9UWTRORGcwTWpVeU5pODRNREJYZURnd01FaGZNVEF4T0RNMk55MHhMbXB3Wnd8ODBmNzdlYjU5MDVmMmVhYzVlY2I4MTZkNTNiYjY5ZDU1ZjQ4NGU5MjYwNTVmYTFiN2U1NmUyOGVjMGZiNjQ5Mg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018369,,F2830A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,84.46,69.80,45.37,8025832038856,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,687,289,146,147,32,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018369-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURRNUwyZzVNQzg0TVRRMk9UWTROVEl6TlRjME1pODRNREJYZURnd01FaGZNVEF4T0RNMk9TMHhMbXB3Wnd8MjViYWY0Yzc4N2U1NjhlYmJiYTEyNzhhOWRjMTE2MjU3YjNlZDk2NjU2ZDkxMTA1YTI1YzM4OTlmZTlhNjJlYw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018373,,F2845A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,98.86,81.70,53.11,8025832159469,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,866,325,165,164,32,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018373-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdWaUwyZzNZaTg0TVRRMk9UWTROVGd5TlRVMk5pODRNREJYZURnd01FaGZNVEF4T0RNM015MHhMbXB3Wnd8NDFhZDQ2NWM2NjkwMDVjMDg2NTBhYjZlNjhjNTFlMmEwNzUxNTMwOTcwODkxZjlmZDM5ZjYzYTJhZmJiZTkyNw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018380,,F2926A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,89.66,74.10,48.17,8025832221951,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,691,301,147,147,32,Orgánica,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1018380-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURVMEwyZ3hNaTg0TVRRMk9UWTROamd3T0RZd05pODRNREJYZURnd01FaGZNVEF4T0RNNE1DMHhMbXB3Wnd8OTI1M2E5YTdlYTMwZGRkYWYyMWM3ZGQwOGRhNGZhYjBlNTBkN2U5OTkwNDZkNjQ2ZTIyYzU0ZmE5ZGZlOWJjNA,https://api.mybihr.com/medias/800Wx800H-1018380-2.jpg?context=bWFzdGVyfHJvb3R8MTkyNTQzfGltYWdlL2pwZWd8YURNd0wyaGpNeTh6TXpJMk5UZzNNekF5TnpFd01pODRNREJYZURnd01FaGZNVEF4T0RNNE1DMHlMbXB3Wnd8NGM0YjBiMTE3YjNjNDUyZTZjM2ZjN2E0NzE0ZjYzMTg2YjUxODU0ODY0MDYxMzlmNzc1NmM4MGIxYWE0YmYzMA,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018382,,F2933A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,70.06,57.90,37.64,8025832277958,3,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,722,250,163,164,27,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018382-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdZM0wyZzBNaTg0TVRRMk9UWTROekl3TVRneU1pODRNREJYZURnd01FaGZNVEF4T0RNNE1pMHhMbXB3Wnd8ZTg1NDU1M2ZjZGM4MTAzOTQzNDQ3ODUwY2Q1ZDVmYjcyNjFhNDJiMTg4NmVlNzViM2EzY2M4ODFiNjAyYWYwYQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018383,,F2933AC,NEWFREN,NEWFR PLATE STEEL&FRICTIONS,Kit de discos + separadores de embrague NEWFREN Standard,110.96,91.70,59.61,8025832277965,4,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,903,622,164,162,34,,,,por unidad,,https://api.mybihr.com/medias/1018383-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjA4NTZ8aW1hZ2UvanBlZ3xhRFkwTDJneE55ODRPVEF3T0RRNE1ESTFOak13THpFd01UZ3pPRE10TVY4NE1EQlhlRGd3TUVnfDJjOWYwNTU0ODcxNWM3NTI1ODY5MjgyNjY5MjU5NTczN2FkODMwMWRjY2EzN2E1NmIyMTA2M2RjNTdlN2RiNmQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018346,,F2647A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,80.59,66.60,43.29,8025832038153,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,914,316,164,164,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018346-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdSbEwyZ3pNaTg0TVRRMk9UWTRNakk0TmpZeU1pODRNREJYZURnd01FaGZNVEF4T0RNME5pMHhMbXB3Wnd8NGNhYTE4YzIyNzc0ZGIwYjQwZjA2MjA5MWQwOTg5ZDhhMmZkYmE3NjY5OTkyZTA2ODlhZTg0M2U0MTIxYjQ0Yw,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018347,,F2654A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,103.70,85.70,55.71,8025832038207,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1325,429,182,182,40,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018347-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUdGbUwyZ3pPUzg0TVRRMk9UWTRNalE0TXpJek1DODRNREJYZURnd01FaGZNVEF4T0RNME55MHhMbXB3Wnd8ZjcwYmZkODcyMzYxMDM4NThkYWIxNzZmMmJhZGNiNGY5NmFmY2JhZWE5YWJiYTI4YzIyYjgwNzExZGNhOGM2ZQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018349,,F2687A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,70.06,57.90,37.64,8025832275022,0,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,914,264,164,164,34,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018349-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YUROakwyZzBOeTg0TVRRMk9UWTRNamczTmpRME5pODRNREJYZURnd01FaGZNVEF4T0RNME9TMHhMbXB3Wnd8ODA2OThkYzY5M2M2NzM0YjIyMjdkOTU5NGZhYjcxOGY4ZmY2MjE2N2JhOTM5MGE0ZjQ0NGY4ZGE4OGMyNWU3MQ,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018352,,F2703R,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Performance,183.07,151.30,98.35,8025832275770,1,8714105000,0,1,"<p><strong>PERFORMANCE LINE</strong></p>
<p>V&aacute;lidos tambi&eacute;n para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero tambi&eacute;n para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricci&oacute;n, utilizados en los discos conductores del embrague en ba&ntilde;o de aceite, es el Paper Carbon. Los discos conducidos (separadores) est&aacute;n fabricados en un acero especial que asegura la m&aacute;xima resistencia y ausencias de deformaciones.</p>","
PERFORMANCE LINE

Válidos también para el uso deportivo. La gama Performance ha sido pensada para un uso en carretera intensivo, pero también para uso deportivo para soportar las altas exigencias y para dar prestaciones de alto nivel. Los materiales de fricción, utilizados en los discos conductores del embrague en baño de aceite, es el Paper Carbon. Los discos conducidos (separadores) están fabricados en un acero especial que asegura la máxima resistencia y ausencias de deformaciones.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1056,323,163,162,40,Orgánica,,,"por unidad & ",,https://api.mybihr.com/medias/800Wx800H-1018352-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURjMUwyZzVZeTg0TVRRMk9UWTRNekkyT1RZMk1pODRNREJYZURnd01FaGZNVEF4T0RNMU1pMHhMbXB3Wnd8N2EzZTY0YzM4MTAwNmQ1MDJhZDg4MmViNGMyNDFiZTRlYTMxMDMwNjllNjNjN2Q1ZTI5NTlkZDI4ZmFiMjM5NQ,https://api.mybihr.com/medias/800Wx800H-1018352-2.jpg?context=bWFzdGVyfHJvb3R8MTkyNTQzfGltYWdlL2pwZWd8YURaa0wyZzFZeTh6TXpJNU56TTBOalkxT0RNek5DODRNREJYZURnd01FaGZNVEF4T0RNMU1pMHlMbXB3Wnd8ZTI4MjM0YzQxZTExNTAwMzJkOTkxYTNmMWRhY2FhOWI1NzI0YjMyN2U0NTc3MGU5OTY5ZjkxZjg3OTU1NDNlMA,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
1018296,,F1704A,NEWFREN,NEWFR PLATE FRICTION,Kit de discos de embrague NEWFREN Standard,130.08,107.50,69.88,8025832165859,1,8714105000,0,1,"<p><strong>OE-STANDARD LINE</strong></p>
<p>Est&aacute;n dise&ntilde;ados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricci&oacute;n de los discos es org&aacute;nico. El compuesto del material org&aacute;nico se elige en funci&oacute;n del tipo y la utilizaci&oacute;n de la motocicleta, optimizando as&iacute; el rendimiento, aunque dentro de las directrices del fabricante.</p>","
OE-STANDARD LINE

Están diseñados para sustituir al embrague OE, manteniendo las mismas prestaciones y durabilidad. Los juegos de discos de embrague OE-Standard se fabrican con materiales de primera calidad. Son productos extremadamente fiables. El material de fricción de los discos es orgánico. El compuesto del material orgánico se elige en función del tipo y la utilización de la motocicleta, optimizando así el rendimiento, aunque dentro de las directrices del fabricante.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,1532,486,184,185,45,Orgánica,,,por unidad,,https://api.mybihr.com/medias/800Wx800H-1018296-1.jpg?context=bWFzdGVyfHJvb3R8Mjk5NTcyfGltYWdlL2pwZWd8YURoaEwyZzJaaTg0TVRRMk56UXhNalkwTXpnM01DODRNREJYZURnd01FaGZNVEF4T0RJNU5pMHhMbXB3Wnd8ZjMzMzczZjJiNmZkMzEyMDkwOWM5ZmMwNWY1ODZmODZiNTEyYjkxZWQ3MjNiMTcwMGIzMTJlOWEwNmM4ZjNjZg,,,https://static.bihr.pro/eBihr/Pictures/NEWFREN-pictures.zip,Spain Warehouse (Parts)
