PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 1 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Cantidad,Composición,Construcción,Diámetro exterior (mm),Diámetro interior (mm),Embalaje,Número de pistones,Posición,Tipo de producto,Picture1,Picture2,Picture3,Picture4,Picture5,Picture6,AllPicturesZIP,Document1,DeliveryPlant
1039640,93887,28-1071,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1071,106.37,87.91,52.75,28-1071,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,479,336,121,99,40,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039640-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTkzMzh8aW1hZ2UvanBlZ3xhRGhtTDJnME9DODVNREV5TmpZek5qZ3hNRFUwTHpFd016azJOREF0TVY4NE1EQlhlRGd3TUVnfGIwM2QzZmFmYjk2ZjJkZDBiZTViMzYxMDQyZGJmM2MxOTgxYmJhMjQxMjUzZTRjMWNkNjg1YjRiZjA5Nzk5ODI,https://api.mybihr.com/medias/1039640-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YUdReUwyZzBNUzg1TURFeU5qWXpPRGMzTmpZeUx6RXdNemsyTkRBdE1sODRNREJYZURnd01FZ3w2Njc3MmJkNjliZGNiMDgyOWI1MjVjZDk0NjM0MDcwODQxNmE2MjRiYTNjODljZDNlNDcwZjFmMmI0ZWQ1Yjhh,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039642,17216,28-1073,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1073,104.99,86.77,52.06,17216,7,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,845,316,127,121,55,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039642-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjQ2Mjh8aW1hZ2UvanBlZ3xhR0U1TDJnd1l5ODVNREV5TmpZME1EYzBNamN3THpFd016azJOREl0TVY4NE1EQlhlRGd3TUVnfDdiMjhkZjEyNzU3OThhODQ5ZDVkZmQxMmFjY2Y3NmRhYzIyNjBjMTRmOGUxOTkxMTU1OGMwMDZiMGEzODJhNzY,https://api.mybihr.com/medias/1039642-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURjNUwyZ3hNeTg1TURFeU5qWTBNamN3T0RjNEx6RXdNemsyTkRJdE1sODRNREJYZURnd01FZ3w3YTcxNTViY2JkMWUwZDgxMzQ4NGMxZDVjMWI5YzZmYjBhNDA2NmE0NDdhZDBhZmE3ODdjZjUxZGI1MDY3ZTJm,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039644,34275,28-1076,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit de rodamientos de basculante All Balls 28-1076,106.37,87.91,52.75,28-1076,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,717,331,116,103,60,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1039644-1.jpg?context=bWFzdGVyfHJvb3R8OTI2Mjh8aW1hZ2UvanBlZ3xhR0l3TDJnelpDODRNVEU1TURFME16WTFOVGsyTmk4NE1EQlhlRGd3TUVoZk1UQXpPVFkwTkMweExtcHdad3xiNWMxYmVkMTI1MzkxNjBiNjBjY2RmZTAwYTViOWQwZjZiNDFjMjMwMDQzNzExMGEwZmFiNmIwMzIzY2U4Y2Yx,https://api.mybihr.com/medias/1039644-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURBM0wyZ3lNUzg1TURFeU5qWTBOalkwTURrMEx6RXdNemsyTkRRdE1sODRNREJYZURnd01FZ3wwM2JkMzliZGFlMDBiYmM0MGM4YzhkYWE2YmM5YzMzNjllZDdiMDI1MDlhYmIxM2FjZjAxMjE4MTZjYjY4Mjlm,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039649,17218,28-1087,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1087,110.79,91.56,54.94,17218,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,732,261,127,120,48,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039649-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjM3MDV8aW1hZ2UvanBlZ3xhRGxsTDJnNFlTODVNREV5TmpZMU5qUTNNVE0wTHpFd016azJORGt0TVY4NE1EQlhlRGd3TUVnfDgzYTFjYjM1NGU1YTM2MmQ3M2FlMTEzMDFmYTUzM2VmNzFjMjYxOTA0NWI3YjJiYjRiNjI2NTkyYTI1NjczYzk,https://api.mybihr.com/medias/1039649-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURabEwyZzVNUzg1TURFeU5qWTFPRFF6TnpReUx6RXdNemsyTkRrdE1sODRNREJYZURnd01FZ3wyODU3NTQyN2RhMDIzYTYwOTgzNGM4Mzk5OWEzMmMwMjIwOTc4ZjZhOWQ0MjdjY2I5NzA2NmY1YzRkZjBlMWIw,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039650,17219,28-1088,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1088,114.54,94.66,56.80,17219,9,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,508,291,105,121,40,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039650-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjU2Nzl8aW1hZ2UvanBlZ3xhR1ZoTDJoa1ppODVNREV5TmpZMk1EUXdNelV3THpFd016azJOVEF0TVY4NE1EQlhlRGd3TUVnfDAxMmY1YmFhZTI4N2M0YzA0MDMwMjBjNmI3MjZiMDk2M2YxMjdkNWQ0M2FhMzM3NjcxMDhlYTNkNmY2ZWRhMTg,https://api.mybihr.com/medias/1039650-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YUdFM0wyaGxOaTg1TURFeU5qWTJNak0yT1RVNEx6RXdNemsyTlRBdE1sODRNREJYZURnd01FZ3wzOTNkNDk5ZTQzNThhMDA0Zjc5OGNmZjExZGE1YjJkNGI0Y2FmYWUxYzViMTVmZjRkOTU4YTRhODdjMzQzNTJm,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039651,17220,28-1089,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1089,90.46,74.76,44.86,17220,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,392,271,97,119,34,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1039651-1.jpg?context=bWFzdGVyfHJvb3R8OTI2Mjh8aW1hZ2UvanBlZ3xhRFU0TDJneFpTODRNVEU1TURFME5ESTBOVGM1TUM4NE1EQlhlRGd3TUVoZk1UQXpPVFkxTVMweExtcHdad3wwOWZlNzBiMDc4NTk1OTlhNDM0ODBhYjM2MTNjZWM0NGEyZGNmNTE3MzNhZGQ0OTdhZTYyZWI0NGEzNjZlMTRk,https://api.mybihr.com/medias/1039651-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURRNEwyaG1OQzg1TURFeU5qWTJOak13TVRjMEx6RXdNemsyTlRFdE1sODRNREJYZURnd01FZ3wzY2M2NGI3Y2Q1MzFhZjBjMWJmNzdkODY1OTRmM2NlM2E1MmY4YjVjYTk1YThmODFmNzQ4OTI3MmRjNzQyMDVm,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039575,34223,27-1153,ALL BALLS,ALLBA LINKAGE BEARING KIT,"Kit de rodamientos, retenes y casquillos de bieleta All Balls 27-1153",130.62,107.95,64.77,27-1153,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm linkage kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm linkage kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,998,527,126,120,66,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039575-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTg4ODh8aW1hZ2UvanBlZ3xhRGN6TDJnME1DODRPVFk1T1RFMk9EUXlNREUwTHpFd016azFOelV0TVY4NE1EQlhlRGd3TUVnfDg5Y2M3YWZlOWY2MTEzZWM0YmI2NDU2MDE2NTdkMDhhYTk0YjVjZjNiYmY0Y2E3OTc0ZmI1ZWQzZDQzYmNhMjI,https://api.mybihr.com/medias/1039575-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI3MjQyfGltYWdlL2pwZWd8YUdSaUwyZzRaUzg0T1RZNU9URTNNRE00TmpJeUx6RXdNemsxTnpVdE1sODRNREJYZURnd01FZ3w4MDZlN2E4ZTE3NzczNjM2YTczNDQxODZiODViYTkwMGRhYWY4Njc3NmJhOTA0N2JjOThiOTcyYmE4OTgyNjlk,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039576,34224,27-1154,ALL BALLS,ALLBA LINKAGE BEARING KIT,"Kit de rodamientos, retenes y casquillos de bieleta All Balls 27-1154",118.40,97.85,58.71,27-1154,12,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm linkage kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm linkage kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,530,245,119,106,42,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039576-1-800Wx800H?context=bWFzdGVyfHJvb3R8NjI4MDB8aW1hZ2UvanBlZ3xhR0ZqTDJnNU5TODRPVFk1T1RFM01qTTFNak13THpFd016azFOell0TVY4NE1EQlhlRGd3TUVnfDcwOTg0YjI2ZTM4YmMxMzMxODE4MTBlMGE5NWMzNmYxNmQ2MzFhNmJjYWZmM2U4M2FmNTNjZWVjMjY1ODliZDY,https://api.mybihr.com/medias/1039576-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTI3MjQyfGltYWdlL2pwZWd8YURkaUwyZzVZeTg0T1RZNU9URTNORE14T0RNNEx6RXdNemsxTnpZdE1sODRNREJYZURnd01FZ3w1ZWI4Njk4OTE2NGZhNmNiMGM3ZGFiMTUwODNiMjY5NzFmYTA3NzU4MDlmYTBiOTViMmE5ZDc5YTk3ZDkwNzM5,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039662,17224,28-1116,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1116,102.93,85.07,51.04,17224,26,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,728,421,119,102,60,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039662-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTUzMzR8aW1hZ2UvanBlZ3xhRGRqTDJobE15ODRPVFk1T1RRM09UQTJNRGM0THpFd016azJOakl0TVY4NE1EQlhlRGd3TUVnfDE0ZWE5NTNlODYwMjdiNjNhOWMxOWFhZGMzZWZmYmU0MmJiOTYwZTBhMjQzZDc1MjUwOTVkNzA5YjM0YTNmMzI,https://api.mybihr.com/medias/1039662-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURBeEwyZzVOUzg0T1RZNU9UUTRNVEF5TmpnMkx6RXdNemsyTmpJdE1sODRNREJYZURnd01FZ3xhYzliYzJjNDkzYjYyNzA2MzVhMjhkZTc2ZWI5ODg3NzFmZDc5YWE2ZTk1MzljMDIyNWQxYjQ5ZDRlZmVkNzk4,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039683,17232,28-1158,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit rodamientos de basculante All Balls 28-1158,102.93,85.07,51.04,17232,11,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!</p><p> </p><ul> <li>Swing arm bearing kit</li><li>For a high quality renewing</li><li>Contains all parts and seals for your bike</li></ul> </body> </html>","       All Balls offers the Industry's most comprehensive line of bearing & seal kits, drive line and suspension kits.  Whether you ride on or off road, ATV's or UTV's we have you covered with the bearings and drive line components you need to handle any abuse you can dish out!  Swing arm bearing kitFor a high quality renewingContains all parts and seals for your bike  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,620,282,124,102,49,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039683-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTcyMzh8aW1hZ2UvanBlZ3xhRFkyTDJobFpDODRPVFk1T1RVMU56Y3dNems0THpFd016azJPRE10TVY4NE1EQlhlRGd3TUVnfDUyZjljYThkYjBiYTc5MzY5YTUwOGI5YjZjNTVlZWQxY2RmNWQ0MzkyYTQ5MTBiMjBiMTA4ZGNlN2U5MWYxNmU,https://api.mybihr.com/medias/1039683-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YUdFNUwyaGxOaTg0T1RZNU9UVTFPVFkzTURBMkx6RXdNemsyT0RNdE1sODRNREJYZURnd01FZ3w5ZWI5Y2U0ZmYzYWE5ZDNhZGNkMzk5YzQ3OTg5NThjOTU0YTIyMjZmNjY2ODY3MjAyYmNmNWI3ZTY1OTlkYmQx,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
1039684,34309,28-1159,ALL BALLS,ALLBA SWINGARM BEARING KIT,Kit de rodamientos de basculante All Balls 28-1159,104.99,86.77,52.06,28-1159,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>ALL BALLS bearings are manufactured specifically for reconditioning swing arms. These components are placed under great stress when riding for leisure or in competition use and combine reliability with performance.</p><p> </p><ul> <li>Kit includes bearings, needle roller cages and spacers</li><li>Refurbishes the articulation between the frame and the swing arm</li><li>Guarantee of reliability and longevity</li></ul> </body> </html>","       ALL BALLS bearings are manufactured specifically for reconditioning swing arms. These components are placed under great stress when riding for leisure or in competition use and combine reliability with performance.  Kit includes bearings, needle roller cages and spacersRefurbishes the articulation between the frame and the swing armGuarantee of reliability and longevity  ",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. SERVICE PARTS,999,402,122,126,65,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1039684-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTA4NjB8aW1hZ2UvanBlZ3xhREprTDJnNU9DODRPVFk1T1RVMk1UWXpOakUwTHpFd016azJPRFF0TVY4NE1EQlhlRGd3TUVnfGZhMmRlMTljYWFiMTdjMDgyZjRiY2FmYmQ5MjI5MTc4MGNkOWY4YzdhMDE1OTk1MGRhYWQyNDM5OTVjNjlkM2U,https://api.mybihr.com/medias/1039684-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTMxMTMyfGltYWdlL2pwZWd8YURWa0wyZzVNUzg0T1RZNU9UVTJNell3TWpJeUx6RXdNemsyT0RRdE1sODRNREJYZURnd01FZ3xlODVkNzMwYWZhZjM2OTRiNDU4M2UwYWRmYjI3YmM5ZjY0ZDJhMjE1M2YzY2I3NzM2OTFkN2RjYTE0YWQzYTll,,,,,https://static.bihr.pro/eBihr/Pictures/ALL_BALLS-pictures.zip,,Spain Warehouse (Parts)
