PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,V-Colores,V-Diámetro de pistón,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Acabado de la tapa del silenciador,Acabado del silenciador de escape,Acabado del tubo,Altura (mm),Anchura (mm),Ángulo ( ° ),Calidad de la correa,Calidad de los muelles,Capacidad (ml/l),Color,Composición,Compresión de pistón,Diámetro del extremo delantero del tubo,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Embalaje,Especificaciones,Gas Emissions Approval,Homologación,Homologación de emisiones acústicas,Kit de catalizador de escape opcional,Longitud (mm),Nº de rodillos,Nº de segmentos,Número de filtro,Peso (g),Peso (kg),Posición,Relación de compresión,Sobremedida,Tipo de motor,Tipo de pistón,Tolerancia,Uso recomendado,Versión de filtro,Voltaje,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,Document2,Document3,Document4,Document5,Document6,DeliveryPlant
1109254,,243.110,POLINI,POLIN SPRINGS COMPRESSION,Muelle de empuje POLINI +34% - Kymco / SYM,25.00,20.66,13.43,8054705119712,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,1,1,10,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1109254-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODMxMjd8aW1hZ2UvanBlZ3xhR1JtTDJnMVpTOHhNall3TURBME9USTNNRGd4TkM4eE1UQTVNalUwTFRGZk9EQXdWM2c0TURCSXwyOTdmMjkwNzY4ZGM1MzEwZDUwODVmYWRkYjQ3NDc1Njg5NzBmYmNjODM1NmM0MGRmMjZjNjQ1MTNkMzhmNTBl,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012342,PLN242078,242.078,POLINI,"POLIN ROLLERS 19MMX15,5/8,1G","Rodillos de variador POLINI 19x15,5mm 8,1gr",15.50,12.81,6.90,242.078,6,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,151,72,53,92,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012342-1.jpg?context=bWFzdGVyfHJvb3R8ODMyNjV8aW1hZ2UvanBlZ3xhRGhtTDJoall5ODJPRFV5TkRZeE5UY3lPVEU0TWk4NE1EQlhlRGd3TUVoZk1UQXhNak0wTWkweExtcHdad3xhOTQyMDEyZjcwZjgwYzU5MzkwMTk2ZTI2YWVlNTNhNDg5MDNlMzM1ZDQ0MTViZDgwMDZjNjNkOWJiNGIzMWE5,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1107213,,241.758,POLINI,POLIN POLIN VARIATOR HI-SPEED,Variador POLINI Hi-Speed 12 rodillos - Honda SH 350,236.00,195.04,126.78,8054705119989,2,8714109090,0,1,"<p>Variator supplied with roller set 25x11 7,3g</p>","
Variator supplied with roller set 25x11 7,3g",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,6519,2182,311,223,94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1107213-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTQ2NDYxfGltYWdlL2pwZWd8YURsbUwyZzRZUzh4TWpNNU9EUTJOVE14T0RrME1pOHhNVEEzTWpFekxURmZPREF3VjNnNE1EQkl8YmQzN2Q4YjllODZmZWEzM2NlNDhhZDNhYzcwMWM1YTQyODUxMDUyYWNmYTlmYThhMTE3YTBjMWE3ZmNiM2EzNQ,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012385,PLN242400,242.400,POLINI,"POLIN ROLLERS BOX 15MMX12/2,5-3-3,5-4G","Caja de rodillos POLINI 15x12mm 2,5-3-3,5-4gr - 24 piezas",26.50,21.90,14.24,242.400,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,312,102,80,156,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012385-1.jpg?context=bWFzdGVyfHJvb3R8MTAwMjE0fGltYWdlL2pwZWd8YURjekwyaG1OUzgyT0RVeU5EWXhNREF5TnpVMU1DODRNREJYZURnd01FaGZNVEF4TWpNNE5TMHhMbXB3Wnd8NWNhYjViYjEwMGFhNDQxMTkwMjNhZmU1NGU4NGQwYmQ3ODk0Mzg2MGIwNTVmNzZlN2Y3MWNkMTljYTgxNjQxYw,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012382,PLN242352,242.352,POLINI,POLIN ROLLERS 20MMX17/8G,Rodillos de variador POLINI 20x17mm 8gr,17.00,14.05,7.71,242.352,2,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,152,72,55,92,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012382-1.jpg?context=bWFzdGVyfHJvb3R8NzAwODF8aW1hZ2UvanBlZ3xhRFZqTDJnMU9DODJPRFV5TkRZeU9UWTRPRE0xTUM4NE1EQlhlRGd3TUVoZk1UQXhNak00TWkweExtcHdad3xjZmZiZmJkNWIwNmEyYmUwOTQ5ZDNkNGQ3MDFjZmQ3ZTVmYjMwMjU1YmZhZGM3OTBmN2NhMDE3NGQzYWViODdl,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012403,PLN1700301,170.0301,POLINI,POLIN SPAREPARTS GEARS,Tapa de transmisión POLINI Yamaha / Minarelli Horizontal cárter largo,128.50,106.20,79.65,8054705041129,0,8714109090,0,1,"<p>La nueva tapa de transmisión Polini Evolution fundida en aluminio, ha sido desarrollada para los pilotos de scooter 50cc más exigentes.</p>
<p>Respecto al cárter original, se distingue por permitir el montaje sobre cojinetes del eje intermedio y del eje de rueda. Esta característica mejora notablemente la fiabilidad y las prestaciones, puesto que elimina los problemas de deslizamiento de los dos ejes de transmisión que, en el cárter original, se deslizan directamente sobre el material de la cubierta.</p>
<p>Se suministra con retén en FKM (Fluorocarbon rubber) con inserto en PTFE (Polytetrafluoroethylene) de bajo coeficiente de fricción, específico para reducir cualquier tipo de fricción y favorecer el deslizamiento del eje primario y del O-Ring que sustituye al original, para facilitar posibles labores de mantenimiento.</p>
<p>La tapa de transmisión Evolution se puede montar utilizando tanto las relaciones de cambio originales como las relaciones largas y permite el montaje de varios tipos de variadores mejorados.</p>
<p>El diseño es muy agresivo y Racing gracias al color negro y a la inscripción Polini Evolution grabada en relieve.</p>
<p>Diseñado específicamente para para motores Yamaha-Minarelli horizontal con cárter largo.</p>","
La nueva tapa de transmisión Polini Evolution fundida en aluminio, ha sido desarrollada para los pilotos de scooter 50cc más exigentes.

Respecto al cárter original, se distingue por permitir el montaje sobre cojinetes del eje intermedio y del eje de rueda. Esta característica mejora notablemente la fiabilidad y las prestaciones, puesto que elimina los problemas de deslizamiento de los dos ejes de transmisión que, en el cárter original, se deslizan directamente sobre el material de la cubierta.

Se suministra con retén en FKM (Fluorocarbon rubber) con inserto en PTFE (Polytetrafluoroethylene) de bajo coeficiente de fricción, específico para reducir cualquier tipo de fricción y favorecer el deslizamiento del eje primario y del O-Ring que sustituye al original, para facilitar posibles labores de mantenimiento.

La tapa de transmisión Evolution se puede montar utilizando tanto las relaciones de cambio originales como las relaciones largas y permite el montaje de varios tipos de variadores mejorados.

El diseño es muy agresivo y Racing gracias al color negro y a la inscripción Polini Evolution grabada en relieve.

Diseñado específicamente para para motores Yamaha-Minarelli horizontal con cárter largo.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,1102,484,144,174,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012403-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODc1NjN8aW1hZ2UvanBlZ3xhR1l5TDJnMVlTOHhOVFF4TkRNME16TXpOVGsyTmk4eE1ERXlOREF6TFRGZk9EQXdWM2c0TURCSXwzYjdiNWM5NGE1Y2U0N2QwOWZhOGY1MjUyMjJhMmYwM2Y4ODI2Y2Y4ZGEzZjU3N2IxMjdkZGMyNDllY2M2NzBj,https://api.mybihr.com/medias/1012403-2-800Wx800H?context=bWFzdGVyfHJvb3R8MTM4NzI0fGltYWdlL2pwZWd8YURZMEwyZzBaQzh4TlRReE5ETTBNemN5T1RFNE1pOHhNREV5TkRBekxUSmZPREF3VjNnNE1EQkl8NTk0MzM3NjEwYjIwZDI5MGIyNWQxMGFlMTE5YzQ0NGM2Yzc0NTUwMGViOTdmZDFjNzRkM2IxOTE4MmY4NTM2OQ,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012411,PLN2440124,244.0124,POLINI,POLIN SPAREPARTS,Polea fija de aluminio POLINI motor Minarelli,99.00,81.82,61.37,244.0124,1,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,787,142,155,145,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012411-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDA5NDV8aW1hZ2UvanBlZ3xhR1l5TDJobU15OHhOVFF4TkRNME5qZzNORGt4TUM4eE1ERXlOREV4TFRGZk9EQXdWM2c0TURCSXwwODNlZDM1ZmZiYmEyNTljNDAxMGY4Y2VjOGMwM2EyYmNlNTlkMjJlNDFjZjcxNDgyMDZhYWY0YWY5MjQ4YTI2,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1114953,,242.396,POLINI,"POLIN ROLLERS 25X16 G. 17,0","Rodillos de variador POLINI 25X16 G. 17,0",35.50,29.34,19.07,8054705119804,1,8714102000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,222,162,138,46,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1114953-1.jpg?context=bWFzdGVyfHJvb3R8Njg3MDN8aW1hZ2UvanBlZ3xhREV3TDJnNVlTODJPRFEyTVRNMU1qYzNPVGd3Tmk4NE1EQlhlRGd3TUVoZk1URXhORGsxTXkweExtcHdad3xjNDQ5OWYzNjRkMzE2OWExZWI4MzlhNjUxMzNjY2JjNjAwOWY1MzUzZTE4YTgzMzUzODZjZGJjZDk0Mzg5Zjg3,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012470,PLN241714,241.714,POLINI,POLIN VARIATOR HI-SPEED,Variador Polini HI-SPEED YAMAHA T-MAX 500 (241714),218.50,180.58,117.38,8054705075445,2,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,6544,1898,227,310,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012470-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA2MzQyfGltYWdlL2pwZWd8YURNeUwyaGtNQzh4TlRReE5ETTNNREUwTURFNU1DOHhNREV5TkRjd0xURmZPREF3VjNnNE1EQkl8YzE1YjQ3ZTBhMjk1NmEwYzk0M2EyNTZkYzI5MjQxZjJkMzI3MDk2NDg0ZjIwZmY2YTVhMmZhMGY0YjZlZmYzZg,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012462,PLN241688,241.688,POLINI,POLIN VARIATOR,Variador Polini YAMAHA ZUMA-BW'S 125 4T (241688),155.50,128.51,83.53,8054705075179,0,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,6113,1110,223,308,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012462-1-800Wx800H?context=bWFzdGVyfHJvb3R8OTkwNDN8aW1hZ2UvanBlZ3xhREU1TDJnNU55OHhOVFF4TkRNMk5qazVORFEyTWk4eE1ERXlORFl5TFRGZk9EQXdWM2c0TURCSXwxOWZjNGY5Y2U1MDMwYWRhY2M3Y2RlODdiOTEyNTkyY2RkN2FjNTJiMjVhOGI4Y2U2N2EzYjhlYzNmNjNjZTBi,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012341,PLN242077,242.077,POLINI,"POLIN ROLLERS 19MMX15,5/9,1G","Rodillos de variador POLINI 19x15,5mm 9,1gr",15.50,12.81,8.33,242.077,4,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,152,76,55,92,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012341-1.jpg?context=bWFzdGVyfHJvb3R8ODMyNjV8aW1hZ2UvanBlZ3xhRFJrTDJoa015ODJPRFV5TkRZeE5UVXpNalUzTkM4NE1EQlhlRGd3TUVoZk1UQXhNak0wTVMweExtcHdad3xiYzM1ZjdkZmVmMDcwMDRmYjM2OTg3MGY2ZjRlNjZmNTkyY2RmYTZmZjE0MDdiOTA2ZDlmNGMzNjhlY2IxMjEz,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012338,PLN242066,242.066,POLINI,"POLIN ROLLERS 16MMX13/6,3G","Rodillos de variador POLINI 16x13mm 6,3gr",14.50,11.98,7.79,242.066,8,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,157,60,55,92,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012338-1.jpg?context=bWFzdGVyfHJvb3R8NTc1MTR8aW1hZ2UvanBlZ3xhRGN6TDJneFpTODJPRFV5TkRZeE1qRXlORGN3TWk4NE1EQlhlRGd3TUVoZk1UQXhNak16T0MweExtcHdad3wyOGUxOWQyMDIwYTczMTM4ZDQ2NjY0NGQzYWE5MTU1Y2MwNDM1NzA4ZDZiNjFiMzBhNWMxZmJjM2YwYTU0NWRm,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012427,PLN2710006,271.0006,POLINI,POLIN SPAREPARTS SCREW,Bulón Polini Ø12X40 271.0006,12.00,9.92,7.44,8054705084065,1,8714109090,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,77,24,49,63,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012427-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzY0NDd8aW1hZ2UvanBlZ3xhRFV4TDJnMlpTOHhOVFF4TkRNMU16RTJOak0yTmk4eE1ERXlOREkzTFRGZk9EQXdWM2c0TURCSXxjNmNlYWNiMjI3ZmJiNTIwZTRhNWViYmQxNjA0MGZjOTBiNDk2MGJiYmJhYTQ0NzZjYzZhODY5YzkxNDk1YzNi,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012404,PLN1700305,170.0305,POLINI,POLIN SPAREPARTS,Tapa var. yamaha/min.horiz.negro Polini 170.0305,218.50,180.58,135.44,170.0305,2,8714109090,0,1,"Tapa variador POLINI Evolution MINARELLI-YAMAHA horizontal largo:<br>Hermoso y tecnológico<br>Polini presenta el nuevo CARTER EVOLUTION, disponible para el motor Minarelli-Yamaha horizontal largo refrigerado por agua.<br>Con soluciones técnicas muy avanzadas, sus características principales son dos:<br>La más importante se refiere al árbol primario con polea conducida del variador, para lo cual Polini ha diseñado un funcionamiento añadido al del cárter, de forma que se pueda introducir un cojinete suplementario que funcione sobre un perno que debe atornillarse al propio árbol. Gracias a este vínculo suplementario se limita notablemente la flexión del perno, que estaba totalmente suelto originalmente.<br>La segunda es la creación de algunos puntos de admisión y escape de aire para aumentar la refrigeración del grupo variador. Para eliminar las impurezas en el<br>punto de admisión de aire se ha introducido una espuma de filtrado del gramaje, situada dentro de un transportador especialmente diseñado para esto.<br>Gracias a estas evoluciones técnicas se eliminan las molestas vibraciones del grupo variador Minarelli, y se consigue aprovechar el recorrido completo de la correa sobre el variador. En los motores preparados para la competición se notará también un importante incremento de la velocidad.<br>","Tapa variador POLINI Evolution MINARELLI-YAMAHA horizontal largo:Hermoso y tecnológicoPolini presenta el nuevo CARTER EVOLUTION, disponible para el motor Minarelli-Yamaha horizontal largo refrigerado por agua.Con soluciones técnicas muy avanzadas, sus características principales son dos:La más importante se refiere al árbol primario con polea conducida del variador, para lo cual Polini ha diseñado un funcionamiento añadido al del cárter, de forma que se pueda introducir un cojinete suplementario que funcione sobre un perno que debe atornillarse al propio árbol. Gracias a este vínculo suplementario se limita notablemente la flexión del perno, que estaba totalmente suelto originalmente.La segunda es la creación de algunos puntos de admisión y escape de aire para aumentar la refrigeración del grupo variador. Para eliminar las impurezas en elpunto de admisión de aire se ha introducido una espuma de filtrado del gramaje, situada dentro de un transportador especialmente diseñado para esto.Gracias a estas evoluciones técnicas se eliminan las molestas vibraciones del grupo variador Minarelli, y se consigue aprovechar el recorrido completo de la correa sobre el variador. En los motores preparados para la competición se notará también un importante incremento de la velocidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,6970,1448,176,495,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012404-1-800Wx800H?context=bWFzdGVyfHJvb3R8NDg3ODZ8aW1hZ2UvanBlZ3xhR1UzTDJnd055OHhOVFF4TkRNME5ERXlNak01T0M4eE1ERXlOREEwTFRGZk9EQXdWM2c0TURCSXxhYjk5YzBmNGJmMzE5OTE1N2Q4YmI5ZWJhYTI0M2UwNDU5YTA4MGU5MDAzZmZhMDI0ZDFjOTE1MDM5NWMzMmYw,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012349,PLN242116,242.116,POLINI,"POLIN ROLLERS 17MMX12/6,7G","Rodillos de variador POLINI 17x12mm 6,7gr",15.00,12.40,8.06,242.116,1,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,157,64,55,92,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012349-1.jpg?context=bWFzdGVyfHJvb3R8NzQ0Mjd8aW1hZ2UvanBlZ3xhR1ZpTDJobE15ODJPRFV5TkRZeE5UQTNNemd5TWk4NE1EQlhlRGd3TUVoZk1UQXhNak0wT1MweExtcHdad3xhZWM3OGRlNjgzOWYwOTFiNzUzYTc0M2U1ZTkyNGIxYjE3MDY1OTFhMmNmMTI5NTQxYmEzMDc1ZTJjMzNmZWMx,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012395,PLN242421,242.421,POLINI,"POLIN ROLLERS BOX 19MMX15,5/3,5-4-4,5-5G","Caja de rodillos POLINI 19x15,5mm 3,5-4-4,5-5gr - 24 piezas",28.00,23.14,12.58,242.421,3,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,312,108,80,156,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012395-1.jpg?context=bWFzdGVyfHJvb3R8Nzk5Njh8aW1hZ2UvanBlZ3xhREJoTDJnNE9DODJPRFV5TkRZeE1URTBNVFkyTWk4NE1EQlhlRGd3TUVoZk1UQXhNak01TlMweExtcHdad3wyY2E1NzVmNTdlYjQzZDY2N2MyODdhMjU1YTE0M2ZlMDQ4MWY1M2RiYTkwOGM1YjlhMWYxMjI0ODVhOWQ2NzY3,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012353,PLN242126,242.126,POLINI,"POLIN ROLLERS 15MMX12/6,5G","Rodillos de variador POLINI 15x12mm 6,5gr",11.50,9.50,5.19,8054705076565,4,8714105000,0,1,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,Los rodillos POLINI son la solución perfecta para quienes buscan un calibrado específico para su transmisión. Los diferentes pesos de los rodillos permiten variar la relación de transmisión con una precisión de décimas de gramo.,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,159,64,55,93,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1012353-1.jpg?context=bWFzdGVyfHJvb3R8NjQ5NDJ8aW1hZ2UvanBlZ3xhREl6TDJnMFlpODJPRFV5TkRZeE16RXdOemMwTWk4NE1EQlhlRGd3TUVoZk1UQXhNak0xTXkweExtcHdad3wwYWQ5MDc4MTM5YzBjODFhNWJiN2E4NzQ0NDFjNWMyZTE0NWE4ZTBjMzkxNjUyYmM2MmJmYjMyNzMxMGZlOGE3,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012410,PLN2440123,244.0123,POLINI,POLIN SPAREPARTS,Semipolea fija piaggio zip de alu. Polini 244.0123,99.00,81.82,61.37,244.0123,0,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,792,140,156,145,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012410-1-800Wx800H?context=bWFzdGVyfHJvb3R8NTY0OTV8aW1hZ2UvanBlZ3xhRFkxTDJobE5pOHhOVFF4TkRNME5qUTRNVFk1TkM4eE1ERXlOREV3TFRGZk9EQXdWM2c0TURCSXxkYzFjMGMxNmIxNDU5ODkwY2RjODI5NDZjMjBjMTc0NmVjODVkYzdkMGMyMzYxMGQ0NGQ4ZDZmMTZjN2IzMmY0,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
1012417,PLN245010,245.010,POLINI,POLIN SPAREPARTS,Kit de muelles de embrague POLINI,18.00,14.88,9.67,8054705080029,2,8714102000,0,1,,,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. CLUTCH,,,,75,34,43,76,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1012417-1-800Wx800H?context=bWFzdGVyfHJvb3R8ODU5MzN8aW1hZ2UvanBlZ3xhRFprTDJneFl5OHhOVFF4TkRNME9USXpOREl3Tmk4eE1ERXlOREUzTFRGZk9EQXdWM2c0TURCSXw2ODE3YTJkY2FlYTc5MzdjZjhjNTYxNWYzZjE1MGQ2ZGYzZDc1YmU3MmQxYmRmODdkMzIxNDlkZDFkZmMzZmNl,,,,,https://static.bihr.pro/eBihr/Pictures/POLINI-pictures.zip,,,,,,,Spain Warehouse (Parts)
