PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Cantidad,Diámetro Ø (mm),Especificaciones,Espesor (mm),Rango de uso,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,Document1,DeliveryPlant
1006573,46287,5PK890224,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,24MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,24 mm",12.29,10.16,6.60,8430525462878,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,38,100,69,78,7,,,,,,https://api.mybihr.com/medias/1006573-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR0U1TDJneE15ODRPRGN6TmpFMU1UWXpOREl5THpFd01EWTFOek10TVY4NE1EQlhlRGd3TUVnfGM4OTVlYWYxY2JmMWMxMjc0NmU3YzAyODM4NGYwZDQyYjc0MzRkYjAzYzJiZDU4ZDM1MDU2YTg5YzM3YmY3MTg,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006574,46288,5PK890228,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,28MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,28 mm",12.29,10.16,6.60,8430525462885,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,100,63,78,4,,,,,,https://api.mybihr.com/medias/1006574-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhREl4TDJneFppODRPVFExTmprNE56TTBNVEV3THpFd01EWTFOelF0TVY4NE1EQlhlRGd3TUVnfGYwYzVmZjhkMjIyZjg4NDU1ZTBjYzM3MjgwNTZiNmY0MmY1ZWRjNTYwZjUyNTA2MTNiNTA4NjQ0N2ZjMzhmYmY,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006577,46291,5PK890240,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,40MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,4 mm",11.27,9.31,6.05,8430525462915,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,60,2,88,76,9,,,,,,https://api.mybihr.com/medias/1006577-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhR1ZtTDJnNU5TODRPVEkwTkRjeU16UTBOakEyTHpFd01EWTFOemN0TVY4NE1EQlhlRGd3TUVnfGFjMzE5Mjc1OWQxNjg5ZTQyZWI4MTM4NzkxNGEyOTVhNjU4NWI0MzBlOWExOGI2ZjZjYzE5MWI4MjMwNWVmZTU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006580,46294,5PK890252,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,52MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,52 mm",12.29,10.16,6.60,5PK890252,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,31,8,74,25,17,,,,,,https://api.mybihr.com/medias/800Wx800H-1006580-1.jpg?context=bWFzdGVyfHJvb3R8NTE0MTh8aW1hZ2UvanBlZ3xhRE5tTDJnNVpTODVPRGd5TURBME56azVORGt4TUM4NE1EQlhlRGd3TUVoZk1UQXdOalU0TUMweExtcHdad3xlNDEyZTA4NjE1MGI2Mjg0MGE1MThhYzM3NTcwYTBjNjBkMTJiYzIxYmU2YmExYzU4MDQxNjAyMTlmNjM4NGQ1,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006582,46296,5PK890260,HOT CAMS,"HOTCA VALVE SHIM 8,9X2,60MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 2,6 mm",12.29,10.16,6.60,8430525462960,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,21,7,69,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006582-1.jpg?context=bWFzdGVyfHJvb3R8NTUyNDJ8aW1hZ2UvanBlZ3xhREEyTDJnME9TODVPRGd5TURBME9ETTRPREV5Tmk4NE1EQlhlRGd3TUVoZk1UQXdOalU0TWkweExtcHdad3xlZGRlY2ExYTg2OWQ4MDY0YjVmYzZhMDA0OGFkMjY5ODQxYzlhZjUwOTlhZTNkODg1ZGRlNTMxZTlkOGY5NTdk,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006585,46299,5PK948130,HOT CAMS,"HOTCA VALVE SHIM 9,48X1,30MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø9,48 x 1,3 mm",11.27,9.31,6.05,8430525462991,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,38,100,71,76,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006585-1.jpg?context=bWFzdGVyfHJvb3R8NTMwMHxpbWFnZS9qcGVnfGFHRTRMMmd6TkM4NU9EZ3lNREEwT0RrM056azFNQzg0TURCWGVEZ3dNRWhmTVRBd05qVTROUzB4TG1wd1p3fDc1YjA0NmI2MTQ1MGIzZDdiYjc3MmRjYTEzZmFiNDg4OGY1OTQxMDRlNDVkYWU5ZTY0Yzk3ZTYwNWQwNWQwNGQ,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006529,46243,5PK748200,HOT CAMS,"HOTCA VALVE SHIM 7,48X2,00MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 2 mm",11.27,9.31,6.05,8430525462434,4,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,14,100,47,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006529-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFESXlMMmhqTnk4NU9EZ3lNREEwTWpJNU16STNPQzg0TURCWGVEZ3dNRWhmTVRBd05qVXlPUzB4TG1wd1p3fGJiYjgzNjA5YWQ5ZjNhZmQxYjZmMDM2ZjBhZmJhNzQzZDAxODEyZjM4NjM0YTZjMGM4N2JkN2U4MWJkNzhlOTA,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006533,46247,5PK748220,HOT CAMS,"HOTCA VALVE SHIM 7,48X2,20MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 2,2 mm",11.27,9.31,6.05,8430525462472,7,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,20,100,65,76,4,,,,,,https://api.mybihr.com/medias/800Wx800H-1006533-1.jpg?context=bWFzdGVyfHJvb3R8NTA5NTR8aW1hZ2UvanBlZ3xhRFZqTDJnMk5DODVPRGd5TURBME16QTNPVGN4TUM4NE1EQlhlRGd3TUVoZk1UQXdOalV6TXkweExtcHdad3w1NjVlNjY4NmFmZmJjZGMwMGY5Yjg0NTE2NzYzNDQzMzM3MmI1NTkxOWFmYjM5ODcwNWY1ZWZjNzJkNDFiMmE1,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006535,46249,5PK748230,HOT CAMS,"HOTCA VALVE SHIM 7,48X2,30MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 2,3 mm",11.27,9.31,6.05,8430525462496,5,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,18,100,94,48,4,,,,,,https://api.mybihr.com/medias/1006535-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRE0zTDJoaE9TODRPRFUxT0RRek1UYzJORGM0THpFd01EWTFNelV0TVY4NE1EQlhlRGd3TUVnfDJhM2E0ODhkN2NmMWU0MDk2YjMwYWQwNWU5MjE2MDNjNWUxODFjNTlmNGUwYTAyYzljYmZmNDQ2ZDNlZjM3NWI,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006537,46251,5PK748240,HOT CAMS,"HOTCA VALVE SHIM 7,48X2,40MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 2,4 mm",11.27,9.31,6.05,8430525462519,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,32,100,96,48,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006537-1.jpg?context=bWFzdGVyfHJvb3R8NTkzMjN8aW1hZ2UvanBlZ3xhR1psTDJnMFppODVPRGd5TURBME16WTJPVFV6TkM4NE1EQlhlRGd3TUVoZk1UQXdOalV6TnkweExtcHdad3xhNzMwNzllMTVjOWM0ODUzOWRjNDc2YThhMGQ4ZjIxYmU1YTQ2NmM5ZTFlZDgyZWEzZTFhYjc2NDk4N2RmZTlm,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006538,46252,5PK748245,HOT CAMS,"HOTCA VALVE SHIM 7,48X2,45MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 2,45 mm",11.27,9.31,6.05,509653,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,19,100,97,48,4,,,,,,https://api.mybihr.com/medias/1006538-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGd3TDJneE9TODRPRGN6TXpJM01qWXpOemMwTHpFd01EWTFNemd0TVY4NE1EQlhlRGd3TUVnfDBmODRhNWQ3MmU2ODcyM2IxMmZlMmM3YzE5NWMzNWQ0Y2Y5YTY2ZWYzNDI0ODI4NDlhYmFjYTA0YTZjMjFkZjU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006549,46263,5PK748300,HOT CAMS,"HOTCA VALVE SHIM 7,48X3,00MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 3 mm",11.27,9.31,6.05,8430525462632,0,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,106,7,76,58,24,,,,,,https://api.mybihr.com/medias/800Wx800H-1006549-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFEY3lMMmczWXk4NU9EZ3lNREEwTlRRek9UQXdOaTg0TURCWGVEZ3dNRWhmTVRBd05qVTBPUzB4TG1wd1p3fDEyODU5MmI5MmYxM2NhZjdiMmE3MjY1Njg4MzY5NjlmZGIyMmFhYzUyZDgzYzJjNTljOTUyMjhlYzI3YTA4MmQ,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006555,46269,5PK748330,HOT CAMS,"HOTCA VALVE SHIM 7,48X3,30MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 3,3 mm",11.27,9.31,6.05,8430525462694,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,43,100,100,48,9,,,,,,https://api.mybihr.com/medias/800Wx800H-1006555-1.jpg?context=bWFzdGVyfHJvb3R8NDY4M3xpbWFnZS9qcGVnfGFEUmlMMmhrWmk4NU9EZ3lNREEwTmpJeU5UUXpPQzg0TURCWGVEZ3dNRWhmTVRBd05qVTFOUzB4TG1wd1p3fDdiMjg0ZTdlMjRmYWY2Y2M0NjBkMDIyZGIzNTI3YTg3NzhmNzY5N2YzYTVlODdlYmNkNmQyNDhmZTU4NzJhZTU,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006558,46272,5PK748345,HOT CAMS,"HOTCA VALVE SHIM 7,48X3,45MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø7,48 x 3,45 mm",11.27,9.31,6.05,8430525462724,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,22,13,72,22,14,,,,,,https://api.mybihr.com/medias/800Wx800H-1006558-1.jpg?context=bWFzdGVyfHJvb3R8ODY0NjV8aW1hZ2UvanBlZ3xhR0U1TDJobU15ODVPRGd5TURBME5qZ3hOVEkyTWk4NE1EQlhlRGd3TUVoZk1UQXdOalUxT0MweExtcHdad3w0YzRlODZhMDZlMDNjZTQ5MjAwNzU5Mjk1ZjcyMGY5YjM5NjdiMTQ4ZTMxYjY2NmQyZDFkNGZhNDM5MGY5ZGUy,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006561,46275,5PK890176,HOT CAMS,"HOTCA VALVE SHIM 8,9X1,76MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 1,76 mm",12.29,10.16,6.60,8430525462755,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,28,5,73,32,12,,,,,,https://api.mybihr.com/medias/1006561-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhREV6TDJoa1pTODRPVEE0TXpFNE1ERTFOVEU0THpFd01EWTFOakV0TVY4NE1EQlhlRGd3TUVnfDc3YTAwNjNiZGNkNTdmY2VjZjliZTI2MWQzMWU2ZmVhNzY4MjcwMGZjMTE3NTM2NDI2ODEyOTk2ZTAwM2UzMmI,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006562,46276,5PK890180,HOT CAMS,"HOTCA VALVE SHIM 8,9X1,80MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 1,8 mm",12.29,10.16,6.60,8430525462762,1,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,22,100,72,78,4,,,,,,https://api.mybihr.com/medias/1006562-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTc3NDh8aW1hZ2UvanBlZ3xhRGRtTDJnMllTODRPVEkwTVRVMU5UYzJNelV3THpFd01EWTFOakl0TVY4NE1EQlhlRGd3TUVnfDM3NTZmY2RhOTZlYThjMTdjYWFiMDg2ZTIxOTA4YjA1NTA1ZWJkMGMzYzE4Mzc0ZDI3OTVlNzU5OTlmN2Q0YWY,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006563,46277,5PK890184,HOT CAMS,"HOTCA VALVE SHIM 8,9X1,84MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 1,84 mm",12.29,10.16,6.60,8430525462779,2,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,23,7,75,22,14,,,,,,https://api.mybihr.com/medias/800Wx800H-1006563-1.jpg?context=bWFzdGVyfHJvb3R8NjUyNDB8aW1hZ2UvanBlZ3xhREZrTDJoaU55ODVPRGd5TURBME56SXdPRFEzT0M4NE1EQlhlRGd3TUVoZk1UQXdOalUyTXkweExtcHdad3xmYTA4YTY4Y2M5NGMzMWM4NjFiZGEzNzEwZWYxNGRiNGMxMjUxYTllYTBhNTlhZTEyYzQ4NjI3YTdiY2QyNzdi,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
1006564,46278,5PK890188,HOT CAMS,"HOTCA VALVE SHIM 8,9X1,88MM","Pastillas de reglaje Hot Cams (Set 5pcs) Ø8,9 x 1,88 mm",12.29,10.16,6.60,8430525462786,3,8714109090,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.</p><p> </p></body> </html>","       Hot Cams is an American company specialising in the design and manufacturing of high-performance cam components. The 5-valve shim kits are designed for replacing or adjusting your camshaft in order to improve your motorbike’s performance.  ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,36,100,70,73,7,,,,,,https://api.mybihr.com/medias/800Wx800H-1006564-1.jpg?context=bWFzdGVyfHJvb3R8NTY4NDN8aW1hZ2UvanBlZ3xhRFJqTDJoaU1DODVPRGd5TURBME56UXdOVEE0Tmk4NE1EQlhlRGd3TUVoZk1UQXdOalUyTkMweExtcHdad3w1YmY3M2UzMzczZWU3MWYzMjNiNDg5MWQ0MTY2ZDIyMmQxZGQyNDI1MmFhYmEwOGJiZTc5OTQzMDVjM2Y2ZGU5,,,,https://static.bihr.pro/eBihr/Pictures/HOT_CAMS-pictures.zip,,Spain Warehouse (Parts)
