PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),Altura del neumático (perfil),Anchura del neumático,Categoría de neumático,Clasificación de capas,Compuesto de neumático,Diámetro de la llanta,Espesor (mm),Estructura de neumático,Familia de neumáticos,Homologación,Índice de carga del neumático (IC),Índice de velocidad (CV),Marcajes,Modelo,Posición,Sin cámara o tipo de cámara,Tierra,Tipo de cámara de aire,Tipo de válvula,Unidades por caja,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
9004539,69220,71505663,KENDA,"KENDA TUBE 3,00-8 JS87C 1,3MM",Cámara KENDA SCOOT (3.00-8 EP-1.3 mm) Válvula JS-87C,11.00,9.09,9.09,8430525692206,13,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,878,300,130,90,75,,3.00,,,,8,,,,,,,,,,,,,JS87C,,https://api.mybihr.com/medias/9004539-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRE0yTDJnM1lpODRPVGsxTWpneE1UQTVNREl5THprd01EUTFNemt0TVY4NE1EQlhlRGd3TUVnfDk1YmQ4ZDgxNDA3YjE2NjI4YTFjMGUzMmQ1OWU2NGI3NDJkYWU4YzQyZWEwNGFjZDkyNWI2YjZjMmY4MTQ4YTk,https://api.mybihr.com/medias/800Wx800H-9004539-2.jpg?context=bWFzdGVyfHJvb3R8MzUzNzZ8aW1hZ2UvanBlZ3xhRFZtTDJoaFlTODJPRFUxTXpFek1qUTBNVFl6TUM4NE1EQlhlRGd3TUVoZk9UQXdORFV6T1MweUxtcHdad3wwNGU3OTE0YjcyMjFmMTA5ODcxNzYzNDJjOTM0YjQyMzI4OWM1NWNhM2I2MzJiNDEwZTBkYTQ5ODAyMjczM2Ji,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004542,69234,72405251,KENDA,"KENDA TUBE 18X8,50/9,50-8 TR6",Cámara KENDA ATV (18X8.50/9.50-8 ) Válvula TR-6,30.30,25.04,25.04,4717294989794,1,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,4212,1000,260,180,90,18,8.50 & 9.50,,,,8,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004542-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR1JqTDJneE15ODRPVGsxTWpneU1Ea3lNRFl5THprd01EUTFOREl0TVY4NE1EQlhlRGd3TUVnfDA4ZGI3YTI1YTdjMzVhMGM2NGUzNzE5YjNmODZlZDA2Y2MzMzFjZDcyNjdhMjgzOTljMmM0NzIwNjNjOTgyM2E,https://api.mybihr.com/medias/800Wx800H-9004542-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhR1kzTDJnek9TODJPRFUxTXpFek16WXlNVEkzT0M4NE1EQlhlRGd3TUVoZk9UQXdORFUwTWkweUxtcHdad3xkNThmYTRlYjQyZmRiZDAzYTI3YzliMTQ1NmM2NDRlNDg5M2ExYzM4NzE0OWQ5YWVlMGJlNGU3ZDhlOGI1Mjhk,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004544,69217,73605263,KENDA,"KENDA TUBE 22X11,00-9 TR6",Cámara KENDA ATV (22X11.00-9 ) Válvula TR-6,39.91,32.98,32.98,8430525692176,10,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,4212,1250,260,180,90,22,11,,,,9,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004544-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRGd3TDJnd01DODRPVGsxTWpneU5qZ3hPRGcyTHprd01EUTFORFF0TVY4NE1EQlhlRGd3TUVnfGE0Yzg5YzUxYjJjYTVkZGI4ZGRkMWYxZmU1MDljN2Q4OWNjMjM4YmZlOGJkM2U5OWZmNmI0ODRkMDE0NDUyY2M,https://api.mybihr.com/medias/800Wx800H-9004544-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhR05sTDJneU9DODJPRFUxTXpFek5EUXdOemN4TUM4NE1EQlhlRGd3TUVoZk9UQXdORFUwTkMweUxtcHdad3w5MzhhZjI1YWE2MDA0NGJmZGYxODQ4YzdlZDhjYzc2YzU5ZWY2ZTBiYTg3MWU1YjlmNmE0MmQzYjc2YmFkNGZh,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004543,69225,73605214,KENDA,"KENDA TUBE 20X10,00-9 TR6",Cámara KENDA ATV (20X10.00-9 ) Válvula TR-6,39.49,32.64,32.64,8430525692251,11,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,4212,1250,260,180,90,20,10,,,,9,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004543-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhREJsTDJnd1lTODRPVGsxTWpneU16VTBNakEyTHprd01EUTFORE10TVY4NE1EQlhlRGd3TUVnfGQ4NDMxZjU5NWJmZDYxZDg0NTJmYTkxYzIzYzRhYjkzZTAxM2ZmZjI5ODUxMTgwYjUzMjE4NDllZjVhYmQ4NzU,https://api.mybihr.com/medias/800Wx800H-9004543-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhRFF3TDJneFlpODJPRFUxTXpFek5EQXhORFE1TkM4NE1EQlhlRGd3TUVoZk9UQXdORFUwTXkweUxtcHdad3w5ZGZiZTU0OTQyNDUzNzdlNjQyODA5YzM4NmYxMzkyYjI3MmI0ZTQ1Y2ExY2IzYTFkZjYzNTUwYTAxYzM3OGFh,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004546,69245,76105238,KENDA,"KENDA TUBE 15X6,00-6 TR6",Cámara KENDA ATV (15X6.00-6 ) Válvula TR-6,17.19,14.21,14.21,8430525692459,6,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1260,400,140,120,75,15,6,,,,6,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004546-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR0poTDJnMU5TODRPVGsxTWpnek1EYzFNVEF5THprd01EUTFORFl0TVY4NE1EQlhlRGd3TUVnfDU2OGY1ZDA2MDViOGM5MDk3N2U3NWI1YjQwMTE0NzZkMDQxMDU0ZjU3Mzk0MWY2MjU3NDRiYmViYjFjNjZiZTY,https://api.mybihr.com/medias/800Wx800H-9004546-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhRFU0TDJnNE9TODJPRFUxTXpFek5URTVOREUwTWk4NE1EQlhlRGd3TUVoZk9UQXdORFUwTmkweUxtcHdad3w4Y2Q4NTc1Yjk3YmNlYmY1MTBlMjg1YmZhZjgyZWQwN2ZmOWY2ODY2OWRhMzIxNjRiMzJiZGVhZGNiYTNlMGYw,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004547,69246,76105436,KENDA,"KENDA TUBE 15X6,00-6 TR13",Cámara KENDA GARDEN (15X6.00-6 ) Válvula TR-13,17.19,14.21,14.21,8430525692466,3,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1305,350,145,120,75,15,6,,,,6,,,,,,,,,,,,,TR13,,https://api.mybihr.com/medias/9004547-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRGhoTDJnMVl5ODRPVGsxTWpnek1qY3hOekV3THprd01EUTFORGN0TVY4NE1EQlhlRGd3TUVnfDc2NmNkNDIzN2ZlNWI5ZDIyNzAyYTA4NTk3NWQ1ZDI4ZjJiOTI0OTc0YzQ0MDMxMDNkNmE4MDA4YzQzYWUyZjE,https://api.mybihr.com/medias/800Wx800H-9004547-2.jpg?context=bWFzdGVyfHJvb3R8MzIyMzh8aW1hZ2UvanBlZ3xhR1UxTDJnNU5pODJPRFUxTXpFek5UVTROek0xT0M4NE1EQlhlRGd3TUVoZk9UQXdORFUwTnkweUxtcHdad3wxMGRjZTgxZTdmMzY5OThhYzIxZjIwZGFiZjRkMWY5OGU0OGY1NWU1YmJhOTFkMTVhOWU0MTk5NWUyMDEzNzIx,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004549,69216,76505247,KENDA,"KENDA TUBE 22X8,00-10 TR6",Cámara KENDA ATV (22X8.00-10 ) Válvula TR-6,34.00,28.10,28.10,8430525692169,1,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,4212,1150,260,180,90,22,8,,,,10,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004549-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhREUzTDJnMllTODRPVGsxTWpnek5qWTBPVEkyTHprd01EUTFORGt0TVY4NE1EQlhlRGd3TUVnfGNiM2ZjYjFkNDY1NzFiZjc5NTZkOWYwNDU5OWM1ZjAxN2YwZTIyZGJhNzFjNTFhMDlmMTA3NzE4NmUzZDQ1ZDc,https://api.mybihr.com/medias/800Wx800H-9004549-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhR0ptTDJobU9TODJPRFUxTXpFek5qTTNNemM1TUM4NE1EQlhlRGd3TUVoZk9UQXdORFUwT1MweUxtcHdad3xmN2Q2NDk2MjZmYWM3NGY2YTkyMDkxYjE1MGJjYzM5ZTI2ZmNlZmZlZjM3MGJhMGRmOWM5ODhiNDliYTU4MmM4,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004554,69209,84105402,KENDA,"KENDA TUBE 130/90-15 TR6 1,3MM",Cámara KENDA ROAD (130/90-15 EP-1.3 mm) Válvula TR-6,25.60,21.16,21.16,4717954445660,13,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1547,650,165,125,75,90,130,,,,15,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004554-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRGRtTDJoa1lTODRPVGsxTWpnME9EUTBOVGMwTHprd01EUTFOVFF0TVY4NE1EQlhlRGd3TUVnfGZjYTY4NDI1ZmZmMmM1OWUyYjUxMDQwZWViMmU5NDJiZDM0OWVkZDc0YmY4YWZmMWU4ZDYxY2Y5YzAwN2E4YWM,https://api.mybihr.com/medias/800Wx800H-9004554-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhREV6TDJnek15ODJPRFUxTXpFek9ETXpPVGczTUM4NE1EQlhlRGd3TUVoZk9UQXdORFUxTkMweUxtcHdad3w3ZWE4Nzc3OTBiY2FiOTVhM2U5ZjZjY2UxMDVmZGUzYzA4ZmUzN2MyNDU3OTJmOTEyN2FkNGQ3MGMwZDdiZTRm,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004522,69205,65505281,KENDA,"KENDA TUBE 2,75/3,00-17 TR4 1,3MM",Cámara KENDA ROAD (2.75/3.00-17 EP-1.3 mm) Válvula TR-4,14.60,12.07,12.07,8430525692053,13,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,819,450,130,90,70,,2.75 & 3.00,,,,17,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004522-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR1EwTDJnMk5TODRPVGsxTWpjNE1UVTVPVEF5THprd01EUTFNakl0TVY4NE1EQlhlRGd3TUVnfDNmOGVmMDQ0YTdmMzNjNGQwZmQ0NTVmZjZiZGQ3M2Y1N2JmNTZkZDBhNWU0YjlhOTgxMmUxYTliNjQ4MTFkOTI,https://api.mybihr.com/medias/800Wx800H-9004522-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhRFZsTDJnek1pODJPRFUxTXpFeU5UYzFOamsxT0M4NE1EQlhlRGd3TUVoZk9UQXdORFV5TWkweUxtcHdad3w2YjYzYjMzZGZiZTk3M2UxZWY2ZjkwMDQ2ZTllMThmNzg0NThhYjAwY2U1YzFlM2FkMWNhOWIxNDQ5MzRlMTRh,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004532,69214,68805274,KENDA,"KENDA TUBE 2,75/3,00-19 TR4 1,3MM",Cámara KENDA ROAD (2.75/3.00-19 EP-1.3 mm) Válvula TR-4,16.40,13.55,13.55,8430525692145,10,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1148,450,150,90,85,,2.75 & 3.00,,,,19,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004532-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRE16TDJneE9DODRPVGsxTWpjNU56TXlOelkyTHprd01EUTFNekl0TVY4NE1EQlhlRGd3TUVnfGUzMjUzNDg0MzllYTE2MzNmMWM2NTI4YjYwNjdkMjA0OGUzMGRkNjE4YzBhNWQzZmI0ZmExZWQyODkxNWE2M2I,https://api.mybihr.com/medias/800Wx800H-9004532-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhRE5tTDJnNFpTODJPRFUxTXpFeU9UWTRPVEV4T0M4NE1EQlhlRGd3TUVoZk9UQXdORFV6TWkweUxtcHdad3wwOTc1Zjk0OWMyNjM2YTJmMTc2ZmUxM2ZlZDUzYmZhODQ4NTU3OGE2MGM2N2IzOTM4N2ZmOTRkZWY5MGMyMDA1,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004534,69212,69105278,KENDA,"KENDA TUBE 3,25/3,50-19 TR4 1,3MM",Cámara KENDA ROAD (3.25/3.50-19 EP-1.3 mm) Válvula TR-4,17.50,14.46,14.46,8430525692121,8,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1040,500,130,100,80,,3.25 & 3.50,,,,19,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004534-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR05rTDJobE5DODRPVGsxTWpnd01USTFPVGd5THprd01EUTFNelF0TVY4NE1EQlhlRGd3TUVnfDAwMzNhMDNlMjQ3MzAwOGFlNzk5YTdkZjcxYjJmZjI0OTc4OGY3Y2YxYWJlOWZjOGQ1MGZmYzBlMGRmNTZhMmM,https://api.mybihr.com/medias/800Wx800H-9004534-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhRFZtTDJnNE1pODJPRFUxTXpFek1EUTNOVFUxTUM4NE1EQlhlRGd3TUVoZk9UQXdORFV6TkMweUxtcHdad3w1OTFiNDJlYjEzNDk4ODIxODQ0ZTg2OGY1YzUzMmY2ODQ1MGFkYmFiMWVmYzk4ODY0MWMwMGVlMjBlZTk4MTk0,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004523,69243,65805244,KENDA,"KENDA TUBE 3,00/3,50-17 TR4 2,4MM",Cámara KENDA OFF ROAD (3.00/3.50-17 EP-2.4 mm) Válvula TR-4,24.41,20.17,20.17,8430525692435,10,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Reforzada, grosor 2,4 mm.</p>","
Cámara Kenda
  
- Reforzada, grosor 2,4 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1960,850,175,140,80,,3.00 & 3.50,,,,17,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004523-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhREF6TDJnMVppODRPVGsxTWpjNE16VTJOVEV3THprd01EUTFNak10TVY4NE1EQlhlRGd3TUVnfDc4NjEzYmM3ZGQxNmFmZTE1Zjc4NjZiYjcwNWUzNmRkZTQ2OGQwNjVjNTAyOTNiNGYxODBmNzBlYTdmYjZhOGY,https://api.mybihr.com/medias/800Wx800H-9004523-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhR1ZsTDJneU1pODJPRFUxTXpFeU5qRTFNREUzTkM4NE1EQlhlRGd3TUVoZk9UQXdORFV5TXkweUxtcHdad3wwOTM3OWE0YzVjYjZmNGMwNGFkMTE2ZTQxZGVlODMzOTgyOTEwY2Y0NDRiOTg5Y2VmNjRkZmJmZmNmYzc1MTEw,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004535,69254,69305266,KENDA,"KENDA TUBE 4,00/4,50-19 TR6 1,3MM",Cámara KENDA ROAD (4.00/4.50-19 EP-1.3 mm) Válvula TR-6,21.70,17.93,17.93,8430525692541,3,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1594,700,170,125,75,,4.00 & 4.50,,,,19,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004535-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR1prTDJoa1pDODRPVGsxTWpnd016SXlOVGt3THprd01EUTFNelV0TVY4NE1EQlhlRGd3TUVnfGQwNWFjNTVlMDJiYjAxYTMzZWQ1OTFkZWJjNDhhNTg0NTEzYTQzMzA1OGY3ZTIxOWExN2RkZWU3OWMyMGEyYmE,https://api.mybihr.com/medias/800Wx800H-9004535-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhR1ZrTDJnNFppODJPRFUxTXpFek1EZzJPRGMyTmk4NE1EQlhlRGd3TUVoZk9UQXdORFV6TlMweUxtcHdad3xiNThhZjFlMWEzN2Y4N2Y4NDhjNDIzYWFjMzVhYzdlNzEwNTZjN2U2Zjc2MjU0ZTExNzY5YmRkMmVlMzQxYzk5,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004536,69194,69505287,KENDA,"KENDA TUBE 3,00/3,25-21 TR4 1,3MM",Cámara KENDA ROAD (3.00/3.25-21 EP-1.3 mm) Válvula TR-4,19.30,15.95,15.95,8430525691940,4,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1260,550,140,100,90,,3.00 & 3.25,,,,21,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004536-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRE5tTDJoa055ODRPVGsxTWpnd05URTVNVGs0THprd01EUTFNell0TVY4NE1EQlhlRGd3TUVnfDI0NTIwMTA4MDUzMWZjNWVhZjk4N2U2NGQ3MGNmNzVmMjMyN2Q1YzdiYTljODc0YjNkNjNlZWE1NDM0OGRiYmI,https://api.mybihr.com/medias/800Wx800H-9004536-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhRE01TDJobE5TODJPRFUxTXpFek1USTJNVGs0TWk4NE1EQlhlRGd3TUVoZk9UQXdORFV6TmkweUxtcHdad3xhZGFiZDYwMDlmNzEwMzcyNmEzMWU2ZDk5MDk3NTEyOTdkM2FlZWE4ZTc2NGIwNzFmZDRjYzE4MDQ2YzVlMTE5,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004520,69198,65206476,KENDA,"KENDA TUBE 70/100-17 TR4 2,4MM",Cámara KENDA OFF ROAD (70/100-17 EP-2.4 mm) Válvula TR-4,17.50,14.46,14.46,8430525691988,10,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Reforzada, grosor 2,4 mm.</p>","
Cámara Kenda
  
- Reforzada, grosor 2,4 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1203,484,146,103,80,100,70,,,,17,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004520-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhREJrTDJoaVlpODRPVGsxTWpjM056WTJOamcyTHprd01EUTFNakF0TVY4NE1EQlhlRGd3TUVnfDc0MzdmNjNhZDI1Mjg2ZTU2NDUyNTY4MWM5ZGM3YWFjMzRjNWQ5ODkwZDU3MDJjZTkxMDYwYWE4MDQxZmMyMjA,https://api.mybihr.com/medias/800Wx800H-9004520-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhREkwTDJnNU5TODJPRFUxTXpFeU5EazNNRFV5Tmk4NE1EQlhlRGd3TUVoZk9UQXdORFV5TUMweUxtcHdad3xhYmNlODUwNzI4NjU0ZWE2YjE4MmFhNGMxODVmYmJiMzU2NGUzMmNiZTIwNThjMGViMmFhNTBjNGQ1YTE3MzNi,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004506,69250,60606498,KENDA,"KENDA TUBE 2,50/2,75-10 TR4 2,4MM",Cámara KENDA OFF ROAD (2.50/2.75-10 EP-2.4 mm) Válvula TR-4,14.60,12.07,12.07,8430525692503,8,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Reforzada, grosor 2,4 mm.</p>","
Cámara Kenda
  
- Reforzada, grosor 2,4 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1120,350,140,100,80,,2.50 & 2.75,,,,10,,,,,,,,,,,,,TR4,,https://api.mybihr.com/medias/9004506-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhR1UzTDJnMU9DODRPVGsxTWpjMU1ERTBNVGMwTHprd01EUTFNRFl0TVY4NE1EQlhlRGd3TUVnfDc4ZGEyYWUyNGU0ZWRkMjdmMDQ4OGQwYmE4YzA0M2E0ZDMzOWIyY2NmNTNjMmFhMzc4NjdlMDBmNjY1ZjhlYzg,https://api.mybihr.com/medias/800Wx800H-9004506-2.jpg?context=bWFzdGVyfHJvb3R8MzE2MDR8aW1hZ2UvanBlZ3xhR1ZtTDJnNVlTODJPRFUxTXpFeE9UUTJOVFV3TWk4NE1EQlhlRGd3TUVoZk9UQXdORFV3TmkweUxtcHdad3w3NTc3YWM4NThjOWM1NjY5NDJhYjZjN2IxODUxYTBlYTU1MDIyZGUwMjQ3N2M5NzFjYWEyYzc0YTZlNWMzYjUx,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
9004509,69237,61605283,KENDA,"KENDA TUBE 130/60-13 TR6 1,3MM",Cámara KENDA SCOOT (130/60-13 EP-1.3 mm) Válvula TR-6,22.60,18.68,18.68,8430525692374,10,4013900000,0,1,"<p>Cámara Kenda</p><p>  <br></p><p>- Standard, grosor 1,3 mm.</p>","
Cámara Kenda
  
- Standard, grosor 1,3 mm.",TIRES & ACCESSORIES,ACCESSORIES,TIRE ACC. INNER TUBE,1762,600,145,135,90,60,130,,,,13,,,,,,,,,,,,,TR6,,https://api.mybihr.com/medias/9004509-1-800Wx800H?context=bWFzdGVyfHJvb3R8NzgyNzl8aW1hZ2UvanBlZ3xhRFEwTDJnMlpDODRPVGsxTWpjMU5qQXpPVGs0THprd01EUTFNRGt0TVY4NE1EQlhlRGd3TUVnfDMxNTA1NDVkNzYyNjk2MmZjMDQ2MjFkM2E4Y2JiOGQ3MzU4NWU3NzlmNzM5OTc3OTQ2ZTU0N2E2NGVkMDUzNWQ,https://api.mybihr.com/medias/800Wx800H-9004509-2.jpg?context=bWFzdGVyfHJvb3R8Mjk4NzJ8aW1hZ2UvanBlZ3xhR1V6TDJnME5pODJPRFUxTXpFeU1EWTBOVEUxTUM4NE1EQlhlRGd3TUVoZk9UQXdORFV3T1MweUxtcHdad3xiYTU2ODU3ZDhkODdlODYyYWMwNzAwZjUzNTc1YTVjM2Y3NDljMzM5ZTkzZGUxMThmOTg1NTc4MjMwMTAzMmIy,,,https://static.bihr.pro/eBihr/Pictures/KENDA-pictures.zip,Spain Warehouse (Tires)
