PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Guardapolvo] Altura 2 (mm),[Guardapolvo] Diámetro exterior (Ømm),[Guardapolvo] Diámetro interior (Ømm),[Retén] Altura 1 (mm),[Retén] Altura 2 (mm),[Retén] Diámetro exterior (Ømm),[Retén] Diámetro interior (Ømm),Altura (mm),Anchura (mm),Cantidad,Conexión eléctrica,Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Diseño,Embalaje,Entre centro,Eslabones de cadena,Espesor (mm),Longitud (mm),Número de fases,Output,Posición,Rango de uso,Referencias OEM,Technology,Tipo de producto,Voltaje,Picture1,Picture2,Picture3,Picture4,AllPicturesZIP,DeliveryPlant
1003734,650011,CMR-301-8,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (8 piezas) - GSX750F GSXR1100 CMR-301-8,21.78,18.00,10.80,8430525878525,2,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Eight in pack</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeEight in pack",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,205,37,67,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003734-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgzMzJ8aW1hZ2UvanBlZ3xhR0poTDJneU1pODRPRGN6TXpVMk16azBOVEkyTHpFd01ETTNNelF0TVY4NE1EQlhlRGd3TUVnfDBlNDJiYWRjNzM1NTUzNzUyNGYwZTFmMTFjMTFkNTVmYTFmZjNkMmEwMGZmOTc2ZTE4YjI4NTE4ZTIyNGQ4Y2E,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016473,650018,CSP-401-4,TOURMAX,TOURM SEAL CAMSHAFT,Chaveta árbol de levas TOURMAX - Kawasaki Z1000,13.31,11.00,6.60,CSP-401-4,0,4016930090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><p>Junta de media luna.</p><p>Para la tapa del &aacute;rbol de levas de f&aacute;brica.</p><p>Se venden por pares.</p>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.
Junta de media luna.
Para la tapa del árbol de levas de fábrica.
Se venden por pares.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,181,28,61,63,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016473-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTA0OTQ0fGltYWdlL2pwZWd8YUdVekwyaGlNeTg0T1RVeU9UVXlOamcwTlRjMEx6RXdNVFkwTnpNdE1WODRNREJYZURnd01FZ3xiNTU1ZDc1NjlmODQ4MjQ2ZGMzNWMwNmRlZWE5MGIyZTY5YTBjMzZjY2QxMTYyMmI3ZWY5NmE3ZjA0ZmExZGY3,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1107457,,CMR-203R-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX,9.68,8.00,5.20,650014,53,4016930090,0,1,"<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p>
<ul>
	<li>Cylinder head cover screw seals</li>
	<li>To recondition the top end of the engine</li>
	<li>High thermal resistance over time</li>
	<li>Supplied in pairs</li>
</ul>","
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.

	Cylinder head cover screw seals
	To recondition the top end of the engine
	High thermal resistance over time
	Supplied in pairs
",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,94,18,151,78,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1107457-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk1NDV8aW1hZ2UvanBlZ3xhREkxTDJoa015OHhOVGMzT1RVNU9URTFOVEl6TUM4eE1UQTNORFUzTFRGZk9EQXdWM2c0TURCSXw4NjY4ZWIzMjU3ZGUwNGMxOTJmOWYyNDQ5YWVlM2Q3MWEyMmUzOWE3OWYxN2Y2ZmU1Yjk3ZWFmOWRhNTE3NTRm,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016455,601535,HCG-408,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Kawasaki KZ1000,10.89,9.00,5.40,HCG-408,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,753,78,400,269,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016455-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdaaUwyaG1OQzg0T1RRMU9EQTRNRGd3T1RJMkx6RXdNVFkwTlRVdE1WODRNREJYZURnd01FZ3xjN2YzNWYyMDBiN2VhMTZhZTU5OTkxMDRjMzE0NDg5NWEwOGQ3M2JhNTVhODM3ZTE1ZmIwMDliODY0MTFkYzc5,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016450,601529,HCG-402,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Kawasaki KZ750,7.26,6.00,3.60,HCG-402,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,764,81,403,271,7,,,,,,,,,,,,,,,,,por unidad,,,,,,,,,,,,,https://api.mybihr.com/medias/1016450-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURSaUwyZzBNUzg0T1RZNU1ERTNPVGd6TURBMkx6RXdNVFkwTlRBdE1WODRNREJYZURnd01FZ3w3ZGNhYTNlYTc0YmU1MDk3YTI2MTBkOTljZjViOTg4MGNlYjRhZGU3MWM0N2FjMmY0YTA1YzBkOTE3NDA5M2Q5,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003730,650006,CMR-105-4,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (4 piezas) - Honda VT125 XL125 XRV650 XLV700 GL1200 CMR-105-4,4.84,4.00,2.40,8430525878488,0,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in sets of 4</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in sets of 4",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,190,23,64,63,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003730-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzgzMzJ8aW1hZ2UvanBlZ3xhR05tTDJoaFpDODRPVEkwTkRBeE16WTVNVEU0THpFd01ETTNNekF0TVY4NE1EQlhlRGd3TUVnfGEyOWRhZThjZDRiMGE5NDhhMzM4NmQ2ZWJmMGFmOThkYzgxMzQ1YjZiZDU2NmMwYjAyY2FjMThkOGE4NGIzZmI,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003727,650016,CMR-205-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (2 piezas) - R6 R1 FJR1300 CMR-205-2,9.68,8.00,4.80,8430525878457,7,8714109090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in pairs</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in pairs",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,181,22,64,63,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003727-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk2NDd8aW1hZ2UvanBlZ3xhRGhsTDJneE9DODRPRGN6TmprNU16YzNNVGd5THpFd01ETTNNamN0TVY4NE1EQlhlRGd3TUVnfDE1ZTJiMDU2YmM1ZDgxMzhlMzg3MjQxMDEzYzFiMmRhMjI3Y2JiZTFjNDZmZDgwYTMxMWM2ZWMxZTQyYTExOTg,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003707,601536,HCG-417,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX,20.00,16.53,9.92,HCG-417,0,8484100090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Rocker cover seal kit</li><li>High thermal resistance over time</li><li>Includes 2 gaskets</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Rocker cover seal kitHigh thermal resistance over timeIncludes 2 gaskets",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2517,121,410,279,22,,,,,,,,,,,,,,,,,por unidad,,,,,,,,,,,,,https://api.mybihr.com/medias/1003707-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdSaUwyaGtaaTg0T1RRMU56WTBNak0zTXpReUx6RXdNRE0zTURjdE1WODRNREJYZURnd01FZ3xkMzY0NWQzNzkwZWFkZTg1ZTE1Y2M4NDI1N2Y4MDM4YzJkNmI4ZDUwOTk1YTZjZWY2OThjZjI3N2NkNzE4MDQ5,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016441,601542,HCG-201,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Yamaha XJ650,12.10,10.00,6.00,HCG-201,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,849,77,399,304,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016441-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURGakwyZ3lOaTg0T1RZNU1ERTNNVGsyTlRjMEx6RXdNVFkwTkRFdE1WODRNREJYZURnd01FZ3xiYjg5MmVlODk2NDdhMmU2Y2Y0YWU4NDY0ZjlhMTA1NTY1MjI5NTlhZDIzZjZkODU2ZGQxNTBkNDNkMmFlN2Qy,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016460,650321,WMS-902,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX - Kawasaki,31.46,26.00,15.60,WMS-902,14,8714109090,0,1,<p>Gran resistencia t&eacute;rmica Rendimiento y fiabilidad.</p>,"
Gran resistencia térmica Rendimiento y fiabilidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,192,34,63,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016460-1.jpg?context=bWFzdGVyfHJvb3R8OTMwNjR8aW1hZ2UvanBlZ3xhR0kzTDJneE1DOHpNekV6TVRNMU5qUTROemN4TUM4NE1EQlhlRGd3TUVoZk1UQXhOalEyTUMweExtcHdad3w1OGExNDk5Zjg5ZjNjNjE5NzNlZDYxZjU0YjFjY2ZlMGE1YTgwZDY5ODFkMzMxYTA4NzdlNDU1OWUyNDJjMDUz,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016462,650323,WMS-904,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX - Suzuki,31.46,26.00,15.60,WMS-904,25,8409910090,0,1,<p>Gran resistencia t&eacute;rmica Rendimiento y fiabilidad.</p>,"
Gran resistencia térmica Rendimiento y fiabilidad.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,98,20,62,48,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1016462-1.jpg?context=bWFzdGVyfHJvb3R8OTQ2MzZ8aW1hZ2UvanBlZ3xhREl5TDJnMU1pOHpNekV6TVRNMU56STNOREUwTWk4NE1EQlhlRGd3TUVoZk1UQXhOalEyTWkweExtcHdad3w4MGIzZWFkZDZhMDBlMDQ3MzgyZTlmMDE0NDJlZmM4NTY4MzY0ODU5Njk5MzJlY2RkNzVkNGY1YzQ0MDk4N2Nj,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1016453,601532,HCG-406,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - Kawasaki KZ900,35.01,28.93,17.36,HCG-406,0,8484100090,0,1,<p>Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.</p><ul><li>Kit de junta de la tapa de balancines</li><li>Gran resistencia al calor con el paso del tiempo</li><li>Incluye 2 juntas.</li></ul>,"
Las juntas de motor Tourmax te permiten volver a recuperar el sellado de tu motor a un precio asequible.Kit de junta de la tapa de balancinesGran resistencia al calor con el paso del tiempoIncluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,771,91,402,274,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1016453-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURCbUwyZzNaQzg0T1RBNE16QXhOamszTURVMEx6RXdNVFkwTlRNdE1WODRNREJYZURnd01FZ3xjMTI0MGE2YWU2Zjg5ODI1NjA1YzZmODI5YTAwYmQxODc1MzViYWM5Y2E4ZDQ3N2ZkMzIwMzk1NTAyMzViMjk2,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003725,650014,CMR-203-2,TOURMAX,TOURM SCREW SEAL CYLINDER HEAD COVER,Gomas guía de culata TOURMAX (2 piezas) - FZ6 Fazer YZF600 R6 YZF1000 R1 TDM 900 CMR-203-2,6.99,5.78,3.47,8430525878433,0,4016930090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Cylinder head cover screw seals</li><li>To recondition the top end of the engine</li><li>High thermal resistance over time</li><li>Supplied in pairs</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Cylinder head cover screw sealsTo recondition the top end of the engineHigh thermal resistance over timeSupplied in pairs",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,187,18,64,65,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003725-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTk2NDd8aW1hZ2UvanBlZ3xhRGN3TDJoalppODRPRFUxTVRBd05qVXpOVGs0THpFd01ETTNNalV0TVY4NE1EQlhlRGd3TUVnfGYzM2NkOGQ4ZTYxYjk3ZjUzZDg2Y2ZiN2UyYjRhNWUzODBmNzM0ODQ3Yzg5MmY4YmY4MzI2MTM5MWViNmNhYzk,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003708,601531,HCG-421,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX,26.50,21.90,13.14,HCG-421,0,8484100090,0,1,<p>Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.</p><ul><li>Rocker cover seal kit</li><li>High thermal resistance over time</li><li>Includes 2 gaskets</li></ul>,"
Tourmax engine gaskets enable the engine to be resealed at a good quality/price ratio.Rocker cover seal kitHigh thermal resistance over timeIncludes 2 gaskets",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,2391,110,404,269,22,,,,,,,,,,,,,,,,,por unidad,,,,,,,,,,,,,https://api.mybihr.com/medias/1003708-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YURrekwyaG1OQzg0T0RVMU1EazFNVFE0TlRjMEx6RXdNRE0zTURndE1WODRNREJYZURnd01FZ3w5ODVmYjE1ZDk5NDI5NjU5ZjBlMTliYmQ4MzIxYjE3YTI0NTEyMjRmMWU4NGM1MGQ5ZDFmZWVhYWQ0MzdmNjE2,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003709,601521,HCG-101,TOURMAX,TOURM GASKET CYLINDER HEAD COVER,Junta tapa de balancines TOURMAX - CB750K Four,7.89,6.52,3.91,HCG-101,14,8484100090,0,1,<p>Las juntas de motor Tourmax permiten volver a sellar el motor con una buena relación calidad/precio.</p><p><br></p><p>Kit de juntas de tapa del balancín </p><p>Gran resistencia térmica a lo largo del tiempo </p><p>Incluye 2 juntas.</p>,"
Las juntas de motor Tourmax permiten volver a sellar el motor con una buena relación calidad/precio.

Kit de juntas de tapa del balancín 
Gran resistencia térmica a lo largo del tiempo 
Incluye 2 juntas.",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,760,53,551,197,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003709-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTI1NzE5fGltYWdlL2pwZWd8YUdReUwyaG1NUzg0T1RBeE56WTVOVEkzTXpJMkx6RXdNRE0zTURrdE1WODRNREJYZURnd01FZ3xjMDU4ODllNzdhNjY1NGRhNTNjNmViY2Y4NjFhYzZlMDQxM2EwOWI3NGJkNmU5ZDQzMGU5OTQ5ODk1YWFhNGI1,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003712,650326,WMS-907,TOURMAX,TOURM GASKET WATER PUMP,Junta bomba de agua mecánica TOURMAX,27.83,23.00,13.80,WMS-907,10,8409910090,0,1,"<html><head><meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title></title><style type=""text/css"">.cs37063928{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.csE8AC24F0{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style></head><body><ul><li>Highly resistant to heat</li><li>Performance and reliability</li></ul></body></html>",Highly resistant to heatPerformance and reliability,VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. BEARING&GASKET,196,40,64,65,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/800Wx800H-1003712-1.jpg?context=bWFzdGVyfHJvb3R8OTI5NjN8aW1hZ2UvanBlZ3xhREUzTDJnM1ppOHpNekV6TURrek5ESXdOalE1TkM4NE1EQlhlRGd3TUVoZk1UQXdNemN4TWkweExtcHdad3w5NWRkODgzMjhmODEwMWI5OWJlMjY5YmY4OTg0YjEwYzlhMTdkMjkwMGMwMjhhODBkODdjNWEyZjU4MDI4MGY1,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003678,070982,CMM-U082,TOURMAX,TOURM TIMING CHAIN 82 LINKS,Cadena de distribución TOURMAX 82 pasos - CRF50F '04-08 CRF70F '04-08 CMM-U082,15.73,13.00,7.80,8430525877443,3,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,228,85,190,60,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003678-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhRFUzTDJnM01pODRPVEkwTURnME5UWTRNRGswTHpFd01ETTJOemd0TVY4NE1EQlhlRGd3TUVnfDc2ODQ4ZDUyZTA5NWVlNjIwNzM0YjZkYzM0YmI5NDNiMWFhMzViY2E1YzM2OWE0ZTk5MGZhN2Y5MmY0YzQ3Yzg,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003679,070911,CMM-U110,TOURMAX,TOURM TIMING CHAIN 110 LINKS,Cadena de distribución TOURMAX 110 pasos - XV250 Virago 1989-98 CMM-U110,21.78,18.00,10.80,70911,6,7315111000,0,1,"<html> <head> <meta http-equiv=""Content-Type"" content=""text/html; charset=utf-8""><title> </title> <style type=""text/css"">.cs95E872D0{text-align:left;margin:0pt 0pt 0pt 0pt;}.csA7555675{color:#000;background-color:transparent;font-weight:normal;font-style:normal;}.cs4FC7BF42{text-align:left;margin:0pt 0pt 0pt 0pt;list-style-type:disc;color:#000;background-color:transparent;font-weight:normal;font-style:normal;}</style> </head> <body> <p>Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.</p><p> </p><ul> <li>For a standard replacement</li><li>Highly resistant to heat and wear</li><li>Very good quality-price ratio</li><li>Silent timing chain is supplied closed</li></ul> <p> </p></body> </html>","       Tourmax timing chains have a specification identical to that of the original equipment and are perfectly suited to ""standard"" reconditioning.  For a standard replacementHighly resistant to heat and wearVery good quality-price ratioSilent timing chain is supplied closed   ",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,173,108,192,60,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003679-1-800Wx800H?context=bWFzdGVyfHJvb3R8MzM3OTB8aW1hZ2UvanBlZ3xhR0kwTDJnM1l5ODRPVE00TnpZeE5URTVNVE0wTHpFd01ETTJOemt0TVY4NE1EQlhlRGd3TUVnfDFmNmI5ZjE4MTQ0ZmVhYmUwM2FjMzVmYjQ3MzI4NTEwZTViOTFkNTA2NDViMDg1YTJmNWM1ZjUzYWQ5MTQ5ZmU,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003701,5025295,V25-295T/2,TOURMAX,"TOURM VALVE SHIM 25X2,95MM","Pastillas de reglaje TOURMAX - Set 2 piezas Ø25X2,95",8.47,7.00,4.20,8430525876088,2,8409910090,0,1,"Bag of two valve shims 25x2,95mm thick","Bag of two valve shims 25x2,95mm thick",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,12,100,75,55,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003701-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4MDR8aW1hZ2UvanBlZ3xhRGczTDJoalpDODRPVFE0T1RreU5EUXlNems0THpFd01ETTNNREV0TVY4NE1EQlhlRGd3TUVnfGIzM2EwMWRmZWZlNTQyMTNhNGE0ZTFlMjUzN2EyNzUyZTQ5MGU1YjljNjk0ODBjNGU4ZjdjNTI5ZDkwNmRiNGI,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
1003703,5029235,V29-235T/2,TOURMAX,"TOURM VALVE SHIM 29X2,35MM","Pastillas de reglaje TOURMAX - Set 2 piezas Ø29X2,35",19.00,15.70,9.42,8430525876101,2,8409910090,0,1,"Bag of two valve shims 29x2,35mm thick","Bag of two valve shims 29x2,35mm thick",VEHICLE PARTS & ACCESSORIES,ENGINE PARTS,ENG. TOP ENGINE,6,5,32,32,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://api.mybihr.com/medias/1003703-1-800Wx800H?context=bWFzdGVyfHJvb3R8MTY4MDR8aW1hZ2UvanBlZ3xhRFkxTDJneU1TODRPRFUxTURrek1UZ3lORGswTHpFd01ETTNNRE10TVY4NE1EQlhlRGd3TUVnfGRjMGI5OGY0MGMzODI1N2Q3YmNjY2RhMGJkZmI1M2E1MTJiYWY3MzgzODVkMTFlM2UxZjU5Mzg0MTZlNzNhYjg,,,,https://static.bihr.pro/eBihr/Pictures/TOURMAX-pictures.zip,Spain Warehouse (Parts)
