PartNumber,OldPartNumber,SupplierProductCode,Brand,ProductName,Designation,RetailPriceIncludingTax,RetailPriceExcludingTax,BaseDealerPriceExcludingTax,BarCode,StockValue,CommodityCode,OnDemand,DropShipping,HtmlDescription,Description,Category1,Category2,Category3,V-Color,Volume (cm³),Weight (g),Length (mm),Width (mm),Height (mm),[Pastillas de freno] Altura 2 (mm),[Pastillas de freno] Anchura 2 (mm),[Pastillas de freno] Espesor 2 (mm),Altura (cm),Altura (mm),Anchura (cm),Anchura (mm),Capacidad (ml/l),Capacidad de portaequipajes (L),Capacidad/litros (L),Color,Color de manguera,Composición,Construcción,Depósito,Diámetro de orificio (mm),Diámetro exterior (mm),Diámetro int/ext (mm/mm),Diámetro interior (mm),Diámetro Ø (mm),Distancia entre centros,Embalaje,Espesor (mm),Fabricación,Forma de disco de freno,Homologación,Longitud (cm),Número de orificios,Número de pistones,Posición,Tipo,Tipo de disco,Tipo de pastilla de freno,Tipo de portaequipajes,Uso,Picture1,Picture2,Picture3,Picture4,Picture5,AllPicturesZIP,Document1,DeliveryPlant
1035578,78B40813,78B40813,BREMBO,BREMB BRAKE DISC ORO SERIE 78B40813,Disco de freno BREMBO Serie Oro redondo flotante,213.52,176.46,114.70,78B40813,0,8714101000,0,1,"<strong>Øext:</strong> 250 mm.<br><strong>Øint:</strong> 119 mm.<br><strong>Øentre agujeros:</strong> 134 mm.<br><strong>Øagujeros:</strong> 6,5 mm.<br><strong>Espesor:</strong> 3 mm.","Øext: 250 mm.Øint: 119 mm.Øentre agujeros: 134 mm.Øagujeros: 6,5 mm.Espesor: 3 mm.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,937,762,280,279,12,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1035578-1.jpg?context=bWFzdGVyfHJvb3R8MTA1MDQ3fGltYWdlL2pwZWd8YURneUwyZzBNUzgyTnpNNE1EWTVPRFEwTnprd01pODRNREJYZURnd01FaGZNVEF6TlRVM09DMHhMbXB3Wnd8YzIzMGQ0NzE3OGU3YjAwZGQzNmI4ZTdhODdiZjUyYmEyMjk0ODQ0OGEyMjdhNGQwOTRmMTQ0MTE0ZjgyNDQyYQ,,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147525,,208B85959,BREMBO,BREMB BRAKE DISC SUPERSPORT 208B85959,Discos de freno BREMBO UPGRADE SUPERSPORT - 208B85959 - Pareja,1106.55,914.50,640.15,8020584609163,1,8714101000,0,1,"<p>Los discos SuperSport han sido desarrollados para ofrecer el máximo rendimiento tanto en carretera como en circuito, siendo ideales para los modelos Maxi-Sport más populares de Europa y Japón. En combinación con las pastillas de freno Brembo Z04, estos discos han sido protagonistas en numerosas victorias en el Campeonato Mundial de SuperSport.</p>
<p>Los discos SuperSport cuentan con una pista de frenado de 34 mm de ancho y un grosor aumentado a 5,5 mm, lo que garantiza una mayor resistencia y eficiencia. Son totalmente intercambiables con los discos originales sin necesidad de modificaciones. Su diseño flotante está fabricado en acero tratado térmicamente para soportar esfuerzos termo-mecánicos extremos, mientras que la campana de aluminio mecanizada aporta una mayor rigidez estructural.</p>","
Los discos SuperSport han sido desarrollados para ofrecer el máximo rendimiento tanto en carretera como en circuito, siendo ideales para los modelos Maxi-Sport más populares de Europa y Japón. En combinación con las pastillas de freno Brembo Z04, estos discos han sido protagonistas en numerosas victorias en el Campeonato Mundial de SuperSport.

Los discos SuperSport cuentan con una pista de frenado de 34 mm de ancho y un grosor aumentado a 5,5 mm, lo que garantiza una mayor resistencia y eficiencia. Son totalmente intercambiables con los discos originales sin necesidad de modificaciones. Su diseño flotante está fabricado en acero tratado térmicamente para soportar esfuerzos termo-mecánicos extremos, mientras que la campana de aluminio mecanizada aporta una mayor rigidez estructural.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11480,1800,410,400,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147525-1.jpg?context=bWFzdGVyfHJvb3R8MzE0MTh8aW1hZ2UvanBlZ3xhRGt6TDJnME55ODRNakV4TURJNU1EVTFPVEF3Tmk4NE1EQlhlRGd3TUVoZk1URTBOelV5TlMweExtcHdad3w2YTc4NzkwMjVhYjk5OTg3NDE4ZDNkOTg1Njc4N2I4MTQzMjRmY2JlNTM2NjlmZWU3ODM1YmFhYmM1ZDFiYjk5,https://api.mybihr.com/medias/800Wx800H-1147525-2.jpg?context=bWFzdGVyfHJvb3R8NTU5ODl8aW1hZ2UvanBlZ3xhRE16TDJnMU5TODRNakV4TURJNU1EazFNakl5TWk4NE1EQlhlRGd3TUVoZk1URTBOelV5TlMweUxtcHdad3wyODliZjIxZTBmNjcyYTEyMmFiZTY1NTc3NWI5ZjI2YTA2Nzk4Yjg3MTg0YmFiOWRjYTkxNzdlODk2ZjJhMTM1,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147435,,208973715,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973715,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,862.71,712.98,499.09,8020584608296,1,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11480,1800,410,400,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147435-1.jpg?context=bWFzdGVyfHJvb3R8NjQ0NzR8aW1hZ2UvanBlZ3xhRGxpTDJoaU9DODRNakV4TURJM05UVXhPRFE1TkM4NE1EQlhlRGd3TUVoZk1URTBOelF6TlMweExtcHdad3w0YjIzMjM4ODFjMmM4YTY1MmE4ZGZkNzBkMWUyYzI1Mjg5Y2Y0ZmQ4YzAwNWE5NDk5MDQxNmY2YTRjZGZhMjVh,https://api.mybihr.com/medias/800Wx800H-1147435-2.jpg?context=bWFzdGVyfHJvb3R8MTA2NDIyfGltYWdlL2pwZWd8YUROaUwyaGpOaTg0TWpFeE1ESTNOVGt4TVRjeE1DODRNREJYZURnd01FaGZNVEUwTnpRek5TMHlMbXB3Wnd8YTE1YjM5MzI3ZTIyNTEzNDRiMDQ5Y2E0NjYwOTJkN2NhYWE5OTMxMGI1YTdlYTNiZGIxNGVkZWU5ZDJlYWFjZQ,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147421,,208973736,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973736,Discos de freno BREMBO UPGRADE SUPERSPORT - 208973736 - Pareja,866.99,716.52,501.56,8020584608494,2,8714101000,0,1,"<p>Los discos SuperSport han sido desarrollados para ofrecer el máximo rendimiento tanto en carretera como en circuito, siendo ideales para los modelos Maxi-Sport más populares de Europa y Japón. En combinación con las pastillas de freno Brembo Z04, estos discos han sido protagonistas en numerosas victorias en el Campeonato Mundial de SuperSport.</p>
<p>Los discos SuperSport cuentan con una pista de frenado de 34 mm de ancho y un grosor aumentado a 5,5 mm, lo que garantiza una mayor resistencia y eficiencia. Son totalmente intercambiables con los discos originales sin necesidad de modificaciones. Su diseño flotante está fabricado en acero tratado térmicamente para soportar esfuerzos termo-mecánicos extremos, mientras que la campana de aluminio mecanizada aporta una mayor rigidez estructural.</p>","
Los discos SuperSport han sido desarrollados para ofrecer el máximo rendimiento tanto en carretera como en circuito, siendo ideales para los modelos Maxi-Sport más populares de Europa y Japón. En combinación con las pastillas de freno Brembo Z04, estos discos han sido protagonistas en numerosas victorias en el Campeonato Mundial de SuperSport.

Los discos SuperSport cuentan con una pista de frenado de 34 mm de ancho y un grosor aumentado a 5,5 mm, lo que garantiza una mayor resistencia y eficiencia. Son totalmente intercambiables con los discos originales sin necesidad de modificaciones. Su diseño flotante está fabricado en acero tratado térmicamente para soportar esfuerzos termo-mecánicos extremos, mientras que la campana de aluminio mecanizada aporta una mayor rigidez estructural.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11532,3502,416,396,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147421-1.jpg?context=bWFzdGVyfHJvb3R8NTg4NTd8aW1hZ2UvanBlZ3xhRFU0TDJoaU1TODRNakV4TURJNE16UXhOVFU0TWk4NE1EQlhlRGd3TUVoZk1URTBOelF5TVMweExtcHdad3w4OTQzNjkwODE0YWEyOGNjZjMzYjg3YmQxNTVjY2Q0Yzk0ZTNlN2E2ZDIzZTY2NzNhOGUyNmIwZGFmNGE2NmEx,https://api.mybihr.com/medias/800Wx800H-1147421-2.jpg?context=bWFzdGVyfHJvb3R8MTA1NjYzfGltYWdlL2pwZWd8YUdVMUwyaGlaUzg0TWpFeE1ESTRNemd3T0RjNU9DODRNREJYZURnd01FaGZNVEUwTnpReU1TMHlMbXB3Wnd8NTcxNTU5NDA1NzNmNzZhMjdhNjEzZmM3Nzg4Yjg5NjU4YWFkNGRlM2I3Zjg2NTg3Yzc4ZWNjZjZkYmNhN2ZjYw,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147346,,208B85922,BREMBO,BREMB BRAKE DISC SUPERSPORT 208B85922,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,1095.98,905.77,634.04,8020584609132,1,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,10735,3796,397,416,65,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147346-1.jpg?context=bWFzdGVyfHJvb3R8MzQ5Mzd8aW1hZ2UvanBlZ3xhRGN4TDJneVl5ODRNakV3T0RVME1EY3hOVEF6T0M4NE1EQlhlRGd3TUVoZk1URTBOek0wTmkweExtcHdad3xlMjM4ZjJlMzQ4ZmFkNzVlYjNkOTUzMTY0N2VlMDQ5ZGMzNGNlN2E2YmUyMjY4ZjNmNjNkN2YzNDVlOWNlMjdj,https://api.mybihr.com/medias/800Wx800H-1147346-2.jpg?context=bWFzdGVyfHJvb3R8MTA3NDY3fGltYWdlL2pwZWd8YUdNM0wyZ3lPQzg0TWpFd09EVTBNVEV3T0RJMU5DODRNREJYZURnd01FaGZNVEUwTnpNME5pMHlMbXB3Wnd8ZDkxYmY3ODBiMzFmNTA1MzI2NjZiZTk4YTgzNGY1YTAxZGZkZTJhMjA0ZWQyYzRkMzRkNmE1Y2IyYWQzYjhhNw,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147219,,208973748,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973748,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,806.11,666.21,466.35,8020584608562,5,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11527,3419,419,393,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147219-1.jpg?context=bWFzdGVyfHJvb3R8MzM0Mjd8aW1hZ2UvanBlZ3xhREZsTDJoa09TODRNakV4TURJMk9EVTNNVFkzT0M4NE1EQlhlRGd3TUVoZk1URTBOekl4T1MweExtcHdad3xlNmQ2ZWNkMWY3OWYzNzI5NjdjNDUzODVhOTRlMjhmNjdlOGI4YTdiY2I4Mjc3MjFiZTJlODhlM2FhNTkxMmRl,https://api.mybihr.com/medias/800Wx800H-1147219-2.jpg?context=bWFzdGVyfHJvb3R8NTU1ODd8aW1hZ2UvanBlZ3xhRFl4TDJoa01pODRNakV4TURJMk9EYzJPREk0Tmk4NE1EQlhlRGd3TUVoZk1URTBOekl4T1MweUxtcHdad3xhYjIxOGM0Yjg2MTJjYjU5MDY4Y2FhMDhjNzM1NmI2Y2ZmYTk5MmZmYmNhYTczMDViMmU2ZGNlYTk4ODU4NzE1,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147399,,208973717,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973717,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,840.79,694.87,486.41,8020584608319,0,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11648,3447,400,416,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147399-1.jpg?context=bWFzdGVyfHJvb3R8MzI5OTB8aW1hZ2UvanBlZ3xhRFl3TDJobVlpODRNakV4TURJM01URTVNekV4T0M4NE1EQlhlRGd3TUVoZk1URTBOek01T1MweExtcHdad3w2Njc4NDUyZTk2NGEyMTJmYTI3ZThlOGZjMjYzOTRlNmIxZDA0MTMzZjA4YjQ1NThjM2JkN2VlMTM5OWY4ZDRi,https://api.mybihr.com/medias/800Wx800H-1147399-2.jpg?context=bWFzdGVyfHJvb3R8MTAyMDk1fGltYWdlL2pwZWd8YUdRekwyaGxaQzg0TWpFeE1ESTNNVFU0TmpNek5DODRNREJYZURnd01FaGZNVEUwTnpNNU9TMHlMbXB3Wnd8MTI0YTQ4MWM2NzI5NTkyZTI2NjFiMzY4NzljN2E4MGNkMDM0ZDY1ZmI1OTU1YWVhYTc0YTc4Mjc4NTMwNTc4Nw,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147502,,208973764,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973764,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,880.47,727.66,509.36,8020584608630,1,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,11760,3400,420,400,70,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147502-1.jpg?context=bWFzdGVyfHJvb3R8MzIxNTl8aW1hZ2UvanBlZ3xhRE5sTDJnd09TODRNakUzTnpZNU1qSXdOVEE0Tmk4NE1EQlhlRGd3TUVoZk1URTBOelV3TWkweExtcHdad3w4YjBkMzA3ZWJmNWJkNTVhMmJlMGI0NTE1OWU2MzU5Mjk2NGNhNzc0NmY5N2EzMWVkOTQwYzBhMzZhNmI2ZTZl,https://api.mybihr.com/medias/800Wx800H-1147502-2.jpg?context=bWFzdGVyfHJvb3R8NTg2NzB8aW1hZ2UvanBlZ3xhREJsTDJneE1DODRNakUzTnpZNU1qUXdNVFk1TkM4NE1EQlhlRGd3TUVoZk1URTBOelV3TWkweUxtcHdad3wxOWNiNjZkYWI0NWUzNDFlYzFlNzNkYTA0YTE3MGZlNDJkMjE3OGE1YzQxYTIyNGM4OTc4OTVhNjk1OWE3Y2Yy,https://api.mybihr.com/medias/800Wx800H-1147502-3.webp?context=bWFzdGVyfHJvb3R8MzI4Nzh8YXBwbGljYXRpb24vd2VicHxhRFEwTDJnNFppODRNakV3T0RVMU1ERTFNakl5TWk4NE1EQlhlRGd3TUVoZk1URTBOelV3TWkwekxuZGxZbkF8N2FiMjkxNDZiMTExNGZhMGEyN2MzNGU0Mzg5NzhjNjgwNjhlMTBjYTRiNTM1YThiZDNmZDdmODQ4OGM4MDYwMA,https://api.mybihr.com/medias/800Wx800H-1147502-4.webp?context=bWFzdGVyfHJvb3R8NDI3NDJ8YXBwbGljYXRpb24vd2VicHxhR1F5TDJnNVl5ODRNakV3T0RVMU1EVTBOVFF6T0M4NE1EQlhlRGd3TUVoZk1URTBOelV3TWkwMExuZGxZbkF8OTk5MDVmNDI1YmUwOGJhYTkyMmI2NDJjMTk2ZTlhZmY0YzFjOTM5ODE0YzQxMGZjYTRjM2EyODI2NjQ0YzEzYg,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147404,,208973721,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973721,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,858.20,709.26,496.48,8020584608357,1,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,12026,3541,396,416,73,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147404-1.jpg?context=bWFzdGVyfHJvb3R8MzI0ODN8aW1hZ2UvanBlZ3xhRGRsTDJnMFpTODRNakV4TURJNE1qWXlPVEUxTUM4NE1EQlhlRGd3TUVoZk1URTBOelF3TkMweExtcHdad3wwNDkwMGI0OGM3NWM3NzEwMTNhYzJiZTIzZmNlMjYxNTg1NGE0ZjgzNmJmZjQ4YTRmNjNhN2VlY2U5OTI5OGU1,https://api.mybihr.com/medias/800Wx800H-1147404-2.jpg?context=bWFzdGVyfHJvb3R8MTAxNjc4fGltYWdlL2pwZWd8YUdOaEwyaGhNeTg0TWpFeE1ESTRNekF5TWpNMk5pODRNREJYZURnd01FaGZNVEUwTnpRd05DMHlMbXB3Wnd8Y2ZlZTdkMjQ2YTcwNmRmNjIxZTFhNWU5MzE2YzhhNWViM2I2Yjk5ZDMyZWYyYjVkZDBmZGRhNDQ3N2M4NmZmNg,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147220,,208B85911,BREMBO,BREMB BRAKE DISC SUPERSPORT 208B85911,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,1099.71,908.85,636.20,8020584609125,3,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,10735,3823,397,416,65,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147220-1.jpg?context=bWFzdGVyfHJvb3R8MzU2MjZ8aW1hZ2UvanBlZ3xhRGt4TDJoallpODRNakV4TURJMk9EazJORGc1TkM4NE1EQlhlRGd3TUVoZk1URTBOekl5TUMweExtcHdad3w5MzExZTk4ZDYxNDI3N2U5YjY3MmE5ZTE4OTM2YzU2YjZjYzExMWYwNWFmOTJjMzg5OTcyNTM1ZjZhYThiZWNj,https://api.mybihr.com/medias/800Wx800H-1147220-2.jpg?context=bWFzdGVyfHJvb3R8NTg4MDJ8aW1hZ2UvanBlZ3xhREUxTDJnM1pDODRNakV4TURJMk9URTJNVFV3TWk4NE1EQlhlRGd3TUVoZk1URTBOekl5TUMweUxtcHdad3wzYmM0MWYwZjAwMzBmMzExOGM3Y2FhZTMwN2UxNzc0ODRhNTUwNmUwMWM3OTNjOWI2YmJjZDJmZTM0MmNkN2Nj,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
1147350,,208973725,BREMBO,BREMB BRAKE DISC SUPERSPORT 208973725,Juego de discos de freno BREMBO UPGRADE Supersport redondo flotante - pareja,806.21,666.29,466.40,8020584608395,2,8714101000,0,1,"<p>SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.</p>
<p>SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.</p>","
SuperSport discs were developed to deliver the highest performance levels, both on road and on track, to all owners of the most popular European and Japanese Maxi-Sport models. In conjunction with Brembo Z04 brake pads, these discs have won numerous SuperSport World Championships.

SuperSport discs are available with a braking surface width of 34 mm and thickness increased to 5,5 mm; they are interchangeable with the original discs without requiring any modifications. These fully floating discs are made from heat-treated steel capable of withstanding extreme thermo-mechanical stress, with an aluminium alloy bell machined from the billet.",VEHICLE PARTS & ACCESSORIES,CHASSIS PARTS,CHAS. BRAKE DISC,,12355,3585,396,416,75,,,,,,,,,,,,,,,,,,,,,,,,,Redondo,,,,,,,Flotante,,,,https://api.mybihr.com/medias/800Wx800H-1147350-1.jpg?context=bWFzdGVyfHJvb3R8NjIxNjl8aW1hZ2UvanBlZ3xhREkwTDJnMVpDODRNakV4TURJM09UUTRNelF5TWk4NE1EQlhlRGd3TUVoZk1URTBOek0xTUMweExtcHdad3w2OGQ2ZTdhOTdhYTEwMWMyOTczOTc3N2ZjMTM0MDgwNDMwMDdkZDQ5ZDk0NTJkNGU4ZTA3ZDE1NzMxMTY2YjBm,https://api.mybihr.com/medias/800Wx800H-1147350-2.jpg?context=bWFzdGVyfHJvb3R8MTA1ODgzfGltYWdlL2pwZWd8YUdJeEwyZzJZUzg0TWpFeE1ESTNPVGczTmpZek9DODRNREJYZURnd01FaGZNVEUwTnpNMU1DMHlMbXB3Wnd8MjM4MjBiN2NmNDQ5NjljMDg1MWM5ZjJmNmU2NjkzNzcyZDllYjhjOWU1ZjQwM2IxYzFhMGZiYmVjMWMxMTkwNQ,,,,https://static.bihr.pro/eBihr/Pictures/BREMBO-pictures.zip,,Spain Warehouse (Parts)
